SPCG PCL | Price History                                          25-Sep-2024 16:31,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
SPCG.BK,,,,,,,,,,,,,,,
Interval: Weekly,,,,,,,,,,,,,,,
History Period: 10 Years,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
VAP: Total,"3,626,237,000",,,,,,,,,,,,,,
Price,Volume,%Volume,Count,%Count,,,,,,,,,,,
19-เม.ย.-2024,11.20,-0.20,-1.75%,11.40,11.00,11.40,"1,329,900","14,905,080.00","1,893,707,920.00",,,,,,
12-เม.ย.-2024,11.40,+0.20,+1.79%,11.20,11.10,11.50,"968,300","10,972,060.00","1,908,613,000.00",,,,,,
05-เม.ย.-2024,11.20,-0.20,-1.75%,11.30,11.10,11.40,"2,018,200","22,678,240.00","1,897,640,940.00",,,,,,
29-มี.ค.-2024,11.40,-0.50,-4.20%,11.90,11.40,11.90,"2,176,400","25,277,150.00","1,920,319,180.00",,,,,,
22-มี.ค.-2024,11.90,-0.20,-1.65%,12.10,11.80,12.10,"1,334,200","15,961,260.00","1,945,596,330.00",,,,,,
15-มี.ค.-2024,12.10,-0.50,-3.97%,11.90,11.90,12.20,"2,426,800","29,186,260.00","1,961,557,590.00",,,,,,
08-มี.ค.-2024,12.60,+0.20,+1.61%,12.30,12.20,12.60,"2,990,500","37,119,450.00","1,990,743,850.00",,,,,,
01-มี.ค.-2024,12.40,+0.20,+1.64%,12.50,12.30,12.70,"2,125,000","26,483,800.00","1,953,624,400.00",,,,,,
23-ก.พ.-2024,12.20,0.00,0.00%,12.20,12.10,12.40,"1,065,500","13,066,060.00","1,927,140,600.00",,,,,,
16-ก.พ.-2024,12.20,-0.10,-0.81%,12.30,12.10,12.30,"599,700","7,323,460.00","1,940,206,660.00",,,,,,
09-ก.พ.-2024,12.30,0.00,0.00%,12.20,12.10,12.40,"1,187,100","14,488,800.00","1,947,530,120.00",,,,,,
02-ก.พ.-2024,12.30,-0.10,-0.81%,12.30,12.10,12.40,"1,180,600","14,442,860.00","1,962,018,920.00",,,,,,
26-ม.ค.-2024,12.40,+0.10,+0.81%,12.40,12.20,12.40,"927,300","11,366,930.00","1,976,461,780.00",,,,,,
19-ม.ค.-2024,12.30,0.00,0.00%,12.40,12.30,12.80,"2,668,700","33,500,880.00","1,965,094,850.00",,,,,,
12-ม.ค.-2024,12.30,0.00,0.00%,12.30,12.20,12.40,"1,018,800","12,562,940.00","1,998,595,730.00",,,,,,
05-ม.ค.-2024,12.30,-0.10,-0.81%,12.30,12.30,12.50,"1,121,100","13,907,960.00","2,011,158,670.00",,,,,,
29-ธ.ค.-2023,12.40,+0.10,+0.81%,12.20,12.20,12.50,"485,200","5,987,230.00","2,025,066,630.00",,,,,,
22-ธ.ค.-2023,12.30,0.00,0.00%,12.30,12.20,12.50,"1,017,000","12,526,410.00","2,019,079,400.00",,,,,,
15-ธ.ค.-2023,12.30,-0.20,-1.60%,12.50,12.00,12.50,"1,524,800","18,607,110.00","2,031,605,810.00",,,,,,
08-ธ.ค.-2023,12.50,+0.30,+2.46%,12.20,12.10,12.60,"1,128,800","13,957,530.00","2,050,212,920.00",,,,,,
01-ธ.ค.-2023,12.20,0.00,0.00%,12.20,12.20,12.50,"1,608,800","19,860,770.00","2,036,255,390.00",,,,,,
24-พ.ย.-2023,12.20,-0.30,-2.40%,12.50,12.20,12.80,"1,944,500","24,201,630.00","2,056,116,160.00",,,,,,
17-พ.ย.-2023,12.50,-0.40,-3.10%,12.80,12.50,12.80,"1,354,500","17,167,230.00","2,080,317,790.00",,,,,,
10-พ.ย.-2023,12.90,+0.10,+0.78%,12.90,12.60,13.00,"1,636,200","20,960,800.00","2,097,485,020.00",,,,,,
03-พ.ย.-2023,12.80,+0.10,+0.79%,12.60,12.40,12.90,"1,988,900","25,309,000.00","2,076,524,220.00",,,,,,
27-ต.ค.-2023,12.70,0.00,0.00%,12.50,12.40,12.70,"1,117,400","14,060,080.00","2,051,215,220.00",,,,,,
20-ต.ค.-2023,12.70,+0.20,+1.60%,12.50,12.20,12.80,"1,943,800","24,354,590.00","2,037,155,140.00",,,,,,
13-ต.ค.-2023,12.50,+0.20,+1.63%,12.20,12.20,12.50,"579,100","7,165,820.00","2,012,800,550.00",,,,,,
06-ต.ค.-2023,12.30,0.00,0.00%,12.30,12.10,12.50,"1,171,800","14,412,120.00","2,005,634,730.00",,,,,,
29-ก.ย.-2023,12.30,-0.10,-0.81%,12.40,12.20,12.50,"679,500","8,350,260.00","2,020,046,850.00",,,,,,
22-ก.ย.-2023,12.40,-0.10,-0.80%,12.50,12.20,12.60,"1,001,800","12,400,150.00","2,028,397,110.00",,,,,,
15-ก.ย.-2023,12.50,0.00,0.00%,12.50,12.30,12.60,"1,051,900","13,075,820.00","2,040,797,260.00",,,,,,
08-ก.ย.-2023,12.50,-0.10,-0.79%,12.60,12.40,12.60,"1,330,000","16,614,690.00","2,053,873,080.00",,,,,,
01-ก.ย.-2023,12.60,0.00,0.00%,12.60,12.50,12.80,"1,625,700","20,467,800.00","2,070,487,770.00",,,,,,
25-ส.ค.-2023,12.60,-0.20,-1.56%,12.80,12.40,12.90,"3,697,900","46,956,670.00","2,090,955,570.00",,,,,,
18-ส.ค.-2023,12.80,+0.10,+0.79%,12.70,12.60,12.90,"1,724,100","21,950,880.00","2,137,912,240.00",,,,,,
11-ส.ค.-2023,12.70,+0.10,+0.79%,12.60,12.40,12.80,"1,189,700","14,996,050.00","2,115,961,360.00",,,,,,
04-ส.ค.-2023,12.60,+0.30,+2.44%,12.20,12.20,12.70,"1,727,200","21,724,700.00","2,100,965,310.00",,,,,,
28-ก.ค.-2023,12.30,-0.10,-0.81%,12.40,12.10,12.40,"1,669,400","20,497,730.00","2,079,240,610.00",,,,,,
21-ก.ค.-2023,12.40,0.00,0.00%,12.40,12.30,12.60,"3,338,300","41,334,710.00","2,099,738,340.00",,,,,,
14-ก.ค.-2023,12.40,-0.20,-1.59%,12.50,12.30,12.60,"2,038,900","25,300,500.00","2,141,073,050.00",,,,,,
07-ก.ค.-2023,12.60,-0.10,-0.79%,12.70,12.50,12.80,"952,600","11,994,270.00","2,166,373,550.00",,,,,,
30-มิ.ย.-2023,12.70,-0.10,-0.78%,12.90,12.50,12.90,"1,172,300","14,801,280.00","2,178,367,820.00",,,,,,
23-มิ.ย.-2023,12.80,-0.10,-0.78%,13.10,12.60,13.30,"2,084,600","26,975,310.00","2,193,169,100.00",,,,,,
16-มิ.ย.-2023,12.90,+0.10,+0.78%,12.90,12.80,13.20,"1,647,400","21,461,720.00","2,220,144,410.00",,,,,,
09-มิ.ย.-2023,12.80,0.00,0.00%,12.80,12.60,12.90,"1,151,200","14,675,840.00","2,198,682,690.00",,,,,,
02-มิ.ย.-2023,12.80,0.00,0.00%,12.80,12.50,12.90,"1,262,700","15,999,690.00","2,213,358,530.00",,,,,,
26-พ.ค.-2023,12.80,-0.10,-0.78%,12.90,12.30,12.90,"1,209,300","15,303,830.00","2,229,358,220.00",,,,,,
19-พ.ค.-2023,12.90,-0.10,-0.77%,13.00,12.70,13.10,"1,375,000","17,735,370.00","2,244,662,050.00",,,,,,
12-พ.ค.-2023,13.00,+0.30,+2.36%,12.80,12.50,13.20,"1,074,300","13,853,170.00","2,262,397,420.00",,,,,,
05-พ.ค.-2023,12.70,0.00,0.00%,12.70,12.50,13.00,"650,400","8,279,160.00","2,248,544,250.00",,,,,,
28-เม.ย.-2023,12.70,-0.80,-5.93%,13.50,12.70,13.50,"1,819,000","23,877,270.00","2,256,823,410.00",,,,,,
21-เม.ย.-2023,13.50,+0.10,+0.75%,13.40,13.30,13.60,"1,076,600","14,420,160.00","2,280,700,680.00",,,,,,
14-เม.ย.-2023,13.40,0.00,0.00%,13.40,13.30,13.50,"500,500","6,714,550.00","2,266,280,520.00",,,,,,
07-เม.ย.-2023,13.40,-0.40,-2.90%,13.70,13.40,13.80,"870,600","11,779,840.00","2,272,995,070.00",,,,,,
31-มี.ค.-2023,13.80,+0.20,+1.47%,13.60,13.50,13.80,"1,066,100","14,559,010.00","2,284,774,910.00",,,,,,
24-มี.ค.-2023,13.60,+0.20,+1.49%,13.40,13.40,13.80,"1,687,700","22,978,090.00","2,270,215,900.00",,,,,,
17-มี.ค.-2023,13.40,-1.10,-7.59%,14.40,13.30,14.60,"5,035,500","68,907,500.00","2,247,237,810.00",,,,,,
10-มี.ค.-2023,14.50,+0.20,+1.40%,14.40,14.30,15.00,"3,747,700","55,197,810.00","2,316,145,310.00",,,,,,
03-มี.ค.-2023,14.30,0.00,0.00%,14.40,14.20,14.70,"2,922,000","42,019,520.00","2,260,947,500.00",,,,,,
24-ก.พ.-2023,14.30,0.00,0.00%,14.30,14.20,14.50,"1,210,800","17,334,660.00","2,302,967,020.00",,,,,,
17-ก.พ.-2023,14.30,-0.20,-1.38%,14.40,14.10,14.50,"1,556,700","22,171,600.00","2,320,301,680.00",,,,,,
10-ก.พ.-2023,14.50,0.00,0.00%,14.60,14.20,14.60,"2,206,300","31,788,280.00","2,342,473,280.00",,,,,,
03-ก.พ.-2023,14.50,-0.20,-1.36%,14.70,14.50,14.80,"2,623,200","38,347,670.00","2,374,261,560.00",,,,,,
27-ม.ค.-2023,14.70,-0.30,-2.00%,14.90,14.60,15.10,"2,356,800","35,044,240.00","2,412,609,230.00",,,,,,
20-ม.ค.-2023,15.00,0.00,0.00%,15.10,14.90,15.20,"1,749,100","26,324,640.00","2,447,653,470.00",,,,,,
13-ม.ค.-2023,15.00,+0.10,+0.67%,15.00,14.80,15.40,"2,137,300","32,276,470.00","2,421,328,830.00",,,,,,
06-ม.ค.-2023,14.90,+0.40,+2.76%,14.40,14.30,15.10,"2,115,200","30,968,720.00","2,389,052,360.00",,,,,,
30-ธ.ค.-2022,14.50,+0.40,+2.84%,14.10,13.90,14.70,"3,884,100","55,368,270.00","2,358,083,640.00",,,,,,
23-ธ.ค.-2022,14.10,-0.30,-2.08%,14.50,14.00,14.50,"1,865,600","26,454,780.00","2,302,715,370.00",,,,,,
16-ธ.ค.-2022,14.40,+0.40,+2.86%,14.00,14.00,14.50,"2,354,300","33,541,130.00","2,329,170,150.00",,,,,,
09-ธ.ค.-2022,14.00,-0.30,-2.10%,14.30,13.90,14.30,"1,367,600","19,228,980.00","2,295,629,020.00",,,,,,
02-ธ.ค.-2022,14.30,+0.20,+1.42%,14.20,14.10,14.70,"2,591,600","37,115,730.00","2,314,858,000.00",,,,,,
25-พ.ย.-2022,14.10,+0.30,+2.17%,13.90,13.80,14.20,"1,634,600","22,811,230.00","2,277,742,270.00",,,,,,
18-พ.ย.-2022,13.80,-0.20,-1.43%,14.00,13.60,14.10,"1,709,500","23,771,830.00","2,254,931,040.00",,,,,,
11-พ.ย.-2022,14.00,+0.10,+0.72%,13.90,13.70,14.10,"2,460,200","34,170,560.00","2,278,702,870.00",,,,,,
04-พ.ย.-2022,13.90,+0.20,+1.46%,13.60,13.60,13.90,"2,211,500","30,434,420.00","2,244,532,310.00",,,,,,
28-ต.ค.-2022,13.70,-0.20,-1.44%,13.80,13.60,13.90,"2,503,500","34,351,530.00","2,214,097,890.00",,,,,,
21-ต.ค.-2022,13.90,-0.10,-0.71%,14.00,13.70,14.60,"8,811,100","122,366,470.00","2,248,449,420.00",,,,,,
14-ต.ค.-2022,14.00,-0.50,-3.45%,14.50,13.90,14.60,"2,325,000","32,882,260.00","2,370,815,890.00",,,,,,
07-ต.ค.-2022,14.50,-0.40,-2.68%,14.90,14.50,15.00,"2,029,800","29,933,280.00","2,403,698,150.00",,,,,,
30-ก.ย.-2022,14.90,-0.50,-3.25%,15.40,14.70,15.40,"2,988,400","44,966,880.00","2,433,631,430.00",,,,,,
23-ก.ย.-2022,15.40,-0.10,-0.65%,15.50,15.30,15.80,"3,260,100","50,584,850.00","2,478,598,310.00",,,,,,
16-ก.ย.-2022,15.50,-0.30,-1.90%,15.80,15.30,15.80,"3,044,300","47,211,330.00","2,529,183,160.00",,,,,,
09-ก.ย.-2022,15.80,+0.30,+1.94%,15.50,15.40,16.10,"4,202,100","66,133,690.00","2,576,394,490.00",,,,,,
02-ก.ย.-2022,15.50,-0.50,-3.13%,15.70,15.30,15.90,"2,872,900","44,843,050.00","2,510,260,800.00",,,,,,
26-ส.ค.-2022,16.00,0.00,0.00%,16.00,15.90,16.20,"1,877,800","30,105,310.00","2,555,103,850.00",,,,,,
19-ส.ค.-2022,16.00,-0.10,-0.62%,15.90,15.90,16.20,"1,555,600","24,937,690.00","2,585,209,160.00",,,,,,
12-ส.ค.-2022,16.10,+0.30,+1.90%,15.90,15.80,16.10,"1,406,800","22,474,840.00","2,610,146,850.00",,,,,,
05-ส.ค.-2022,15.80,+0.10,+0.64%,15.60,15.50,16.00,"2,164,500","34,005,000.00","2,587,672,010.00",,,,,,
29-ก.ค.-2022,15.70,-0.20,-1.26%,15.90,15.70,16.00,"839,600","13,292,870.00","2,553,667,010.00",,,,,,
22-ก.ค.-2022,15.90,-0.10,-0.62%,16.10,15.80,16.10,"1,199,700","19,092,270.00","2,566,959,880.00",,,,,,
15-ก.ค.-2022,16.00,0.00,0.00%,16.10,15.80,16.10,"956,200","15,273,230.00","2,586,052,150.00",,,,,,
08-ก.ค.-2022,16.00,0.00,0.00%,15.90,15.60,16.10,"1,745,300","27,691,530.00","2,570,778,920.00",,,,,,
01-ก.ค.-2022,16.00,+0.10,+0.63%,15.90,15.70,16.00,"2,232,100","35,371,250.00","2,543,087,390.00",,,,,,
24-มิ.ย.-2022,15.90,-0.30,-1.85%,16.00,15.60,16.20,"2,448,600","38,701,480.00","2,507,716,140.00",,,,,,
17-มิ.ย.-2022,16.20,-0.30,-1.82%,16.40,15.60,16.50,"5,582,700","89,459,440.00","2,546,417,620.00",,,,,,
10-มิ.ย.-2022,16.50,-0.30,-1.79%,16.70,16.40,17.40,"10,915,500","183,739,360.00","2,635,877,060.00",,,,,,
03-มิ.ย.-2022,16.80,+0.20,+1.20%,16.60,16.60,17.10,"2,310,500","38,815,400.00","2,819,616,420.00",,,,,,
27-พ.ค.-2022,16.60,0.00,0.00%,16.60,16.40,16.80,"1,990,100","32,958,190.00","2,780,801,020.00",,,,,,
20-พ.ค.-2022,16.60,+0.30,+1.84%,16.30,16.30,16.70,"1,639,700","26,972,140.00","2,747,842,830.00",,,,,,
13-พ.ค.-2022,16.30,-0.40,-2.40%,16.60,16.10,16.70,"3,906,400","63,818,940.00","2,720,870,690.00",,,,,,
06-พ.ค.-2022,16.70,-0.10,-0.60%,16.90,16.60,17.00,"2,460,000","41,202,520.00","2,784,689,630.00",,,,,,
29-เม.ย.-2022,16.80,-0.30,-1.75%,17.00,16.80,17.30,"3,115,800","52,817,030.00","2,825,892,150.00",,,,,,
22-เม.ย.-2022,17.10,+0.30,+1.79%,16.90,16.80,17.20,"1,864,100","31,788,210.00","2,878,709,180.00",,,,,,
15-เม.ย.-2022,16.80,-0.30,-1.75%,17.10,16.80,17.20,"1,826,900","30,958,930.00","2,846,920,970.00",,,,,,
08-เม.ย.-2022,17.10,-0.20,-1.16%,17.30,17.00,17.40,"1,888,800","32,468,400.00","2,877,879,900.00",,,,,,
01-เม.ย.-2022,17.30,-0.10,-0.57%,17.40,17.20,17.50,"3,102,100","53,728,560.00","2,910,348,300.00",,,,,,
25-มี.ค.-2022,17.40,-0.90,-4.92%,17.60,17.30,17.80,"4,594,000","80,698,600.00","2,964,076,860.00",,,,,,
18-มี.ค.-2022,18.30,+0.40,+2.23%,17.70,17.60,18.30,"4,599,200","82,696,640.00","3,044,775,460.00",,,,,,
11-มี.ค.-2022,17.90,+0.10,+0.56%,17.80,17.00,17.90,"6,695,900","116,973,910.00","2,962,078,820.00",,,,,,
04-มี.ค.-2022,17.80,-0.20,-1.11%,18.20,17.80,18.20,"4,356,400","78,271,580.00","2,845,104,910.00",,,,,,
25-ก.พ.-2022,18.00,-0.60,-3.23%,18.50,17.70,18.50,"5,616,200","101,159,180.00","2,923,376,490.00",,,,,,
18-ก.พ.-2022,18.60,+0.20,+1.09%,18.30,17.90,18.60,"3,282,500","59,905,010.00","3,024,535,670.00",,,,,,
11-ก.พ.-2022,18.40,-0.30,-1.60%,18.70,18.20,18.80,"4,167,400","77,150,570.00","2,964,630,660.00",,,,,,
04-ก.พ.-2022,18.70,-0.10,-0.53%,18.70,18.60,18.90,"1,830,300","34,356,520.00","3,041,781,230.00",,,,,,
28-ม.ค.-2022,18.80,+0.10,+0.53%,18.60,18.50,18.90,"5,219,200","97,528,560.00","3,076,137,750.00",,,,,,
21-ม.ค.-2022,18.70,+0.10,+0.54%,18.60,18.60,18.90,"4,365,100","81,787,060.00","2,978,609,190.00",,,,,,
14-ม.ค.-2022,18.60,0.00,0.00%,18.60,18.50,18.80,"2,547,300","47,515,670.00","2,896,822,130.00",,,,,,
07-ม.ค.-2022,18.60,+0.20,+1.09%,18.40,18.40,18.70,"3,603,600","66,996,980.00","2,849,306,460.00",,,,,,
31-ธ.ค.-2021,18.40,+0.10,+0.55%,18.40,18.20,18.60,"4,986,800","91,933,230.00","2,782,309,480.00",,,,,,
24-ธ.ค.-2021,18.30,+0.10,+0.55%,18.20,18.10,18.50,"4,535,700","82,949,150.00","2,690,376,250.00",,,,,,
17-ธ.ค.-2021,18.20,+0.20,+1.11%,18.10,17.90,18.30,"6,393,300","116,260,770.00","2,607,427,100.00",,,,,,
10-ธ.ค.-2021,18.00,+0.10,+0.56%,17.90,17.90,18.20,"2,747,800","49,558,610.00","2,491,166,330.00",,,,,,
03-ธ.ค.-2021,17.90,-0.30,-1.65%,18.10,17.80,18.30,"13,918,700","250,620,030.00","2,441,607,720.00",,,,,,
26-พ.ย.-2021,18.20,+0.30,+1.68%,18.00,17.90,18.30,"7,491,800","135,394,920.00","2,692,227,750.00",,,,,,
19-พ.ย.-2021,17.90,-0.20,-1.10%,17.90,17.70,18.10,"9,245,200","165,481,400.00","2,556,832,830.00",,,,,,
12-พ.ย.-2021,18.10,+0.20,+1.12%,17.90,17.60,18.20,"7,717,200","138,183,260.00","2,722,314,230.00",,,,,,
05-พ.ย.-2021,17.90,+0.10,+0.56%,17.80,17.40,17.90,"7,869,500","138,883,690.00","2,584,130,970.00",,,,,,
29-ต.ค.-2021,17.80,-0.20,-1.11%,17.90,17.60,17.90,"5,519,300","97,520,360.00","2,445,247,280.00",,,,,,
22-ต.ค.-2021,18.00,+0.40,+2.27%,17.70,17.40,18.00,"11,503,500","204,058,340.00","2,542,767,640.00",,,,,,
15-ต.ค.-2021,17.60,-0.10,-0.56%,17.80,17.40,17.80,"5,877,100","103,022,720.00","2,338,709,300.00",,,,,,
08-ต.ค.-2021,17.70,+0.40,+2.31%,17.30,17.30,18.20,"7,852,500","139,546,120.00","2,441,732,020.00",,,,,,
01-ต.ค.-2021,17.30,-0.10,-0.57%,17.30,17.20,17.50,"4,378,800","76,037,280.00","2,302,185,900.00",,,,,,
24-ก.ย.-2021,17.40,-0.40,-2.25%,17.70,16.90,17.80,"10,405,900","180,462,160.00","2,378,223,180.00",,,,,,
17-ก.ย.-2021,17.80,+0.30,+1.71%,17.50,17.40,17.90,"4,721,200","83,455,880.00","2,558,685,340.00",,,,,,
10-ก.ย.-2021,17.50,-0.30,-1.69%,17.80,17.40,17.90,"4,751,200","83,824,890.00","2,475,229,460.00",,,,,,
03-ก.ย.-2021,17.80,-0.10,-0.56%,18.00,17.60,18.20,"6,038,000","108,171,480.00","2,559,054,350.00",,,,,,
27-ส.ค.-2021,17.90,0.00,0.00%,18.00,17.60,18.10,"10,136,400","181,115,400.00","2,667,225,830.00",,,,,,
20-ส.ค.-2021,17.90,+0.10,+0.56%,17.80,17.60,18.10,"4,190,300","74,694,700.00","2,486,110,430.00",,,,,,
13-ส.ค.-2021,17.80,-0.70,-3.78%,18.60,17.80,18.70,"6,703,500","122,482,110.00","2,411,415,730.00",,,,,,
06-ส.ค.-2021,18.50,+1.10,+6.32%,17.50,17.40,19.20,"17,973,400","333,914,030.00","2,533,897,840.00",,,,,,
30-ก.ค.-2021,17.40,-0.10,-0.57%,17.50,17.40,17.70,"2,309,100","40,393,270.00","2,199,983,810.00",,,,,,
23-ก.ค.-2021,17.50,-0.20,-1.13%,17.60,17.30,17.70,"3,913,700","68,730,910.00","2,240,377,080.00",,,,,,
16-ก.ค.-2021,17.70,+0.20,+1.14%,17.60,16.90,17.70,"12,239,600","212,988,750.00","2,309,107,990.00",,,,,,
09-ก.ค.-2021,17.50,-1.30,-6.91%,18.70,17.30,18.90,"16,244,900","291,109,550.00","2,096,119,240.00",,,,,,
02-ก.ค.-2021,18.80,+0.20,+1.08%,18.60,18.50,18.90,"2,694,400","50,434,860.00","2,387,228,790.00",,,,,,
25-มิ.ย.-2021,18.60,-0.40,-2.11%,18.90,18.60,19.00,"6,325,400","118,643,820.00","2,336,793,930.00",,,,,,
18-มิ.ย.-2021,19.00,0.00,0.00%,19.00,18.60,19.10,"11,783,100","222,238,310.00","2,455,437,750.00",,,,,,
11-มิ.ย.-2021,19.00,0.00,0.00%,19.00,18.80,19.10,"9,891,500","187,656,960.00","2,677,676,060.00",,,,,,
04-มิ.ย.-2021,19.00,-0.60,-3.06%,19.70,18.90,19.80,"19,271,700","370,304,820.00","2,865,333,020.00",,,,,,
28-พ.ค.-2021,19.60,+0.60,+3.16%,19.00,18.80,19.80,"15,252,300","295,880,910.00","3,235,637,840.00",,,,,,
21-พ.ค.-2021,19.00,-0.10,-0.52%,18.70,18.60,19.10,"3,804,300","71,723,390.00","2,939,756,930.00",,,,,,
14-พ.ค.-2021,19.10,+0.10,+0.53%,19.00,18.70,19.30,"8,628,400","163,636,450.00","3,011,480,320.00",,,,,,
07-พ.ค.-2021,19.00,-0.10,-0.52%,19.20,18.80,19.20,"3,963,900","75,135,340.00","2,847,843,870.00",,,,,,
30-เม.ย.-2021,19.10,+0.20,+1.06%,18.90,18.80,19.30,"6,691,000","127,339,710.00","2,922,979,210.00",,,,,,
23-เม.ย.-2021,18.90,0.00,0.00%,19.20,18.90,19.30,"6,388,000","121,968,660.00","2,795,639,500.00",,,,,,
16-เม.ย.-2021,18.90,-0.40,-2.07%,19.30,18.60,19.40,"4,335,800","82,518,060.00","2,917,608,160.00",,,,,,
09-เม.ย.-2021,19.30,-0.30,-1.53%,19.60,19.20,19.70,"6,007,500","116,522,730.00","3,000,126,220.00",,,,,,
02-เม.ย.-2021,19.60,0.00,0.00%,19.60,19.50,19.70,"5,097,600","99,760,580.00","3,116,648,950.00",,,,,,
