Super Energy Corporation PCL | Price History                                          25-Sep-2024 16:26,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
SUPER.BK,,,,,,,,,,,,,,,
Interval: Weekly,,,,,,,,,,,,,,,
History Period: 10 Years,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
VAP: Total,"442,437,950,111",,,,,,,,,,,,,,
Price,Volume,%Volume,Count,%Count,,,,,,,,,,,
15-ก.ย.-2023,0.49,-0.03,-5.77%,0.53,0.48,0.53,"161,580,000","80,902,873.00","10,260,487,345.00",,,,,,
08-ก.ย.-2023,0.52,+0.01,+1.96%,0.51,0.48,0.53,"206,105,800","104,756,975.00","10,341,390,218.00",,,,,,
01-ก.ย.-2023,0.51,+0.01,+2.00%,0.50,0.49,0.52,"113,178,600","57,415,537.00","10,236,633,243.00",,,,,,
25-ส.ค.-2023,0.50,+0.02,+4.17%,0.48,0.47,0.52,"251,924,700","124,971,143.00","10,179,217,706.00",,,,,,
18-ส.ค.-2023,0.48,-0.02,-4.00%,0.49,0.47,0.50,"149,956,500","72,019,617.00","10,054,246,563.00",,,,,,
11-ส.ค.-2023,0.50,0.00,0.00%,0.50,0.49,0.51,"57,834,400","28,631,481.00","10,126,266,180.00",,,,,,
04-ส.ค.-2023,0.50,0.00,0.00%,0.51,0.49,0.51,"64,345,700","32,212,302.00","10,154,897,661.00",,,,,,
28-ก.ค.-2023,0.50,0.00,0.00%,0.50,0.49,0.51,"80,820,500","40,396,216.00","10,187,109,963.00",,,,,,
21-ก.ค.-2023,0.50,-0.01,-1.96%,0.51,0.50,0.53,"85,433,100","43,479,074.00","10,227,506,179.00",,,,,,
14-ก.ค.-2023,0.51,-0.01,-1.92%,0.52,0.50,0.53,"79,214,300","40,519,594.00","10,270,985,253.00",,,,,,
07-ก.ค.-2023,0.52,0.00,0.00%,0.53,0.51,0.55,"80,445,100","42,792,534.00","10,311,504,847.00",,,,,,
30-มิ.ย.-2023,0.52,-0.01,-1.89%,0.52,0.50,0.53,"147,206,500","76,214,477.00","10,354,297,381.00",,,,,,
23-มิ.ย.-2023,0.53,-0.02,-3.64%,0.56,0.52,0.56,"147,010,900","79,292,032.00","10,430,511,858.00",,,,,,
16-มิ.ย.-2023,0.55,-0.01,-1.79%,0.56,0.55,0.57,"70,705,200","39,511,000.00","10,509,803,890.00",,,,,,
09-มิ.ย.-2023,0.56,-0.02,-3.45%,0.58,0.56,0.58,"80,044,500","45,590,556.00","10,549,314,890.00",,,,,,
02-มิ.ย.-2023,0.58,-0.02,-3.33%,0.60,0.57,0.61,"91,110,400","53,338,117.00","10,594,905,446.00",,,,,,
26-พ.ค.-2023,0.60,+0.03,+5.26%,0.57,0.55,0.62,"160,330,200","93,580,624.00","10,648,243,563.00",,,,,,
19-พ.ค.-2023,0.57,-0.02,-3.39%,0.60,0.57,0.61,"145,544,100","84,774,546.00","10,554,662,939.00",,,,,,
12-พ.ค.-2023,0.59,-0.01,-1.67%,0.60,0.58,0.62,"57,901,700","34,734,044.00","10,639,437,485.00",,,,,,
05-พ.ค.-2023,0.60,0.00,0.00%,0.60,0.57,0.60,"53,939,600","31,514,326.00","10,674,171,529.00",,,,,,
28-เม.ย.-2023,0.60,-0.03,-4.76%,0.64,0.60,0.65,"146,527,000","90,506,072.00","10,705,685,855.00",,,,,,
21-เม.ย.-2023,0.63,-0.04,-5.97%,0.67,0.63,0.68,"170,153,800","110,803,265.00","10,796,191,927.00",,,,,,
14-เม.ย.-2023,0.67,0.00,0.00%,0.67,0.65,0.70,"140,311,200","94,795,975.00","10,906,995,192.00",,,,,,
07-เม.ย.-2023,0.67,+0.01,+1.52%,0.66,0.64,0.69,"518,054,500","348,618,717.00","10,812,199,217.00",,,,,,
31-มี.ค.-2023,0.66,+0.08,+13.79%,0.58,0.58,0.67,"473,707,200","296,860,661.00","10,463,580,500.00",,,,,,
24-มี.ค.-2023,0.58,-0.01,-1.69%,0.58,0.58,0.60,"139,912,600","82,316,271.00","10,166,719,839.00",,,,,,
17-มี.ค.-2023,0.59,-0.01,-1.67%,0.59,0.56,0.60,"281,566,900","163,420,649.00","10,249,036,110.00",,,,,,
10-มี.ค.-2023,0.60,+0.04,+7.14%,0.56,0.54,0.60,"262,545,700","152,010,958.00","10,412,456,759.00",,,,,,
03-มี.ค.-2023,0.56,-0.03,-5.08%,0.59,0.53,0.60,"476,738,500","266,628,895.00","10,260,445,801.00",,,,,,
24-ก.พ.-2023,0.59,-0.01,-1.67%,0.61,0.59,0.62,"150,413,300","91,335,849.00","10,527,074,696.00",,,,,,
17-ก.พ.-2023,0.60,-0.03,-4.76%,0.62,0.59,0.63,"225,244,600","137,547,838.00","10,618,410,545.00",,,,,,
10-ก.พ.-2023,0.63,-0.01,-1.56%,0.64,0.61,0.65,"362,410,100","228,388,974.00","10,755,958,383.00",,,,,,
03-ก.พ.-2023,0.64,0.00,0.00%,0.64,0.63,0.65,"229,628,100","146,826,530.00","10,984,347,357.00",,,,,,
27-ม.ค.-2023,0.64,-0.01,-1.54%,0.65,0.63,0.66,"268,140,900","172,655,077.00","11,131,173,887.00",,,,,,
20-ม.ค.-2023,0.65,-0.03,-4.41%,0.68,0.64,0.68,"225,845,300","148,472,728.00","11,303,828,964.00",,,,,,
13-ม.ค.-2023,0.68,0.00,0.00%,0.69,0.67,0.69,"123,349,800","83,832,481.00","11,452,301,692.00",,,,,,
06-ม.ค.-2023,0.68,+0.02,+3.03%,0.67,0.65,0.70,"392,072,100","266,792,443.00","11,368,469,211.00",,,,,,
30-ธ.ค.-2022,0.66,+0.01,+1.54%,0.65,0.64,0.67,"193,474,400","127,010,512.00","11,101,676,768.00",,,,,,
23-ธ.ค.-2022,0.65,+0.02,+3.17%,0.63,0.63,0.67,"190,978,000","124,549,093.00","10,974,666,256.00",,,,,,
16-ธ.ค.-2022,0.63,-0.04,-5.97%,0.66,0.63,0.68,"195,055,400","126,647,514.00","10,850,117,163.00",,,,,,
09-ธ.ค.-2022,0.67,0.00,0.00%,0.67,0.66,0.68,"36,954,400","24,663,745.00","10,976,764,677.00",,,,,,
02-ธ.ค.-2022,0.67,+0.02,+3.08%,0.65,0.65,0.68,"102,133,400","67,439,713.00","10,952,100,932.00",,,,,,
25-พ.ย.-2022,0.65,-0.01,-1.52%,0.66,0.65,0.67,"133,569,500","87,920,568.00","10,884,661,219.00",,,,,,
18-พ.ย.-2022,0.66,-0.02,-2.94%,0.69,0.66,0.69,"265,093,300","178,676,502.00","10,972,581,787.00",,,,,,
11-พ.ย.-2022,0.68,-0.03,-4.23%,0.71,0.68,0.71,"146,622,200","101,736,819.00","11,151,258,289.00",,,,,,
04-พ.ย.-2022,0.71,+0.01,+1.43%,0.70,0.69,0.71,"135,961,500","95,240,274.00","11,252,995,108.00",,,,,,
28-ต.ค.-2022,0.70,-0.02,-2.78%,0.72,0.69,0.73,"232,124,200","162,809,698.00","11,157,754,834.00",,,,,,
21-ต.ค.-2022,0.72,+0.05,+7.46%,0.68,0.67,0.75,"953,801,500","687,975,040.00","11,320,564,532.00",,,,,,
14-ต.ค.-2022,0.67,-0.02,-2.90%,0.68,0.65,0.69,"173,360,400","115,283,014.00","10,632,589,492.00",,,,,,
07-ต.ค.-2022,0.69,0.00,0.00%,0.70,0.68,0.70,"177,795,900","122,447,133.00","10,747,872,506.00",,,,,,
30-ก.ย.-2022,0.69,-0.04,-5.48%,0.73,0.69,0.74,"318,526,700","227,244,799.00","10,870,319,639.00",,,,,,
23-ก.ย.-2022,0.73,-0.01,-1.35%,0.74,0.73,0.76,"230,860,300","171,594,596.00","11,097,564,438.00",,,,,,
16-ก.ย.-2022,0.74,0.00,0.00%,0.75,0.74,0.77,"188,558,200","142,070,296.00","11,269,159,034.00",,,,,,
09-ก.ย.-2022,0.74,0.00,0.00%,0.74,0.74,0.76,"143,142,400","106,981,928.00","11,411,229,330.00",,,,,,
02-ก.ย.-2022,0.74,-0.02,-2.63%,0.76,0.74,0.77,"222,948,100","168,308,748.00","11,518,211,258.00",,,,,,
26-ส.ค.-2022,0.76,+0.02,+2.70%,0.74,0.72,0.78,"269,195,000","201,429,559.00","11,686,520,006.00",,,,,,
19-ส.ค.-2022,0.74,0.00,0.00%,0.74,0.73,0.75,"217,167,800","160,838,457.00","11,485,090,447.00",,,,,,
12-ส.ค.-2022,0.74,+0.02,+2.78%,0.72,0.72,0.76,"236,908,200","175,604,181.00","11,324,251,990.00",,,,,,
05-ส.ค.-2022,0.72,+0.01,+1.41%,0.71,0.71,0.74,"230,051,300","167,470,076.00","11,148,647,809.00",,,,,,
29-ก.ค.-2022,0.71,-0.01,-1.39%,0.72,0.71,0.73,"51,808,900","37,093,124.00","10,981,177,733.00",,,,,,
22-ก.ค.-2022,0.72,+0.03,+4.35%,0.70,0.69,0.73,"197,717,500","141,012,018.00","11,018,270,857.00",,,,,,
15-ก.ค.-2022,0.69,-0.03,-4.17%,0.73,0.69,0.73,"222,882,500","156,392,923.00","10,877,258,839.00",,,,,,
08-ก.ค.-2022,0.72,-0.02,-2.70%,0.74,0.69,0.75,"645,725,000","464,410,082.00","11,033,651,762.00",,,,,,
01-ก.ค.-2022,0.74,-0.03,-3.90%,0.77,0.73,0.78,"290,915,600","219,293,313.00","11,498,061,844.00",,,,,,
24-มิ.ย.-2022,0.77,0.00,0.00%,0.76,0.73,0.77,"837,730,300","629,957,735.00","11,717,355,157.00",,,,,,
17-มิ.ย.-2022,0.77,-0.06,-7.23%,0.82,0.75,0.83,"624,084,800","493,923,639.00","12,347,312,892.00",,,,,,
10-มิ.ย.-2022,0.83,-0.01,-1.19%,0.84,0.82,0.85,"217,378,300","180,585,874.00","12,841,236,531.00",,,,,,
03-มิ.ย.-2022,0.84,+0.02,+2.44%,0.82,0.82,0.86,"226,447,300","191,232,746.00","13,021,822,405.00",,,,,,
27-พ.ค.-2022,0.82,-0.01,-1.20%,0.82,0.81,0.83,"97,615,600","80,356,900.00","12,830,589,659.00",,,,,,
20-พ.ค.-2022,0.83,+0.02,+2.47%,0.82,0.81,0.85,"290,316,800","240,466,717.00","12,910,946,559.00",,,,,,
13-พ.ค.-2022,0.81,-0.04,-4.71%,0.85,0.78,0.86,"752,394,400","619,705,197.00","12,670,479,842.00",,,,,,
06-พ.ค.-2022,0.85,-0.02,-2.30%,0.88,0.85,0.88,"198,436,400","170,785,171.00","13,290,185,039.00",,,,,,
29-เม.ย.-2022,0.87,-0.01,-1.14%,0.89,0.87,0.89,"376,745,800","331,470,586.00","13,460,970,210.00",,,,,,
22-เม.ย.-2022,0.88,+0.01,+1.15%,0.88,0.86,0.89,"835,215,400","732,785,667.00","13,792,440,796.00",,,,,,
15-เม.ย.-2022,0.87,-0.01,-1.14%,0.88,0.86,0.89,"367,428,100","320,499,405.00","13,059,655,129.00",,,,,,
08-เม.ย.-2022,0.88,0.00,0.00%,0.89,0.88,0.89,"199,500,200","176,537,263.00","13,380,154,534.00",,,,,,
01-เม.ย.-2022,0.88,-0.01,-1.12%,0.88,0.88,0.90,"480,948,400","427,893,727.00","13,556,691,797.00",,,,,,
25-มี.ค.-2022,0.89,-0.01,-1.11%,0.89,0.88,0.90,"492,273,800","438,776,593.00","13,984,585,524.00",,,,,,
18-มี.ค.-2022,0.90,0.00,0.00%,0.91,0.88,0.91,"504,284,600","450,894,558.00","14,423,362,117.00",,,,,,
11-มี.ค.-2022,0.90,-0.03,-3.23%,0.92,0.86,0.93,"969,037,700","867,304,822.00","14,874,256,675.00",,,,,,
04-มี.ค.-2022,0.93,0.00,0.00%,0.93,0.91,0.94,"587,035,800","544,486,363.00","15,741,561,497.00",,,,,,
25-ก.พ.-2022,0.93,0.00,0.00%,0.93,0.91,0.94,"751,617,700","697,025,307.00","16,286,047,860.00",,,,,,
18-ก.พ.-2022,0.93,-0.01,-1.06%,0.93,0.93,0.94,"267,989,300","249,702,251.00","16,983,073,167.00",,,,,,
11-ก.พ.-2022,0.94,0.00,0.00%,0.94,0.93,0.95,"1,092,753,800","1,027,226,270.00","17,232,775,418.00",,,,,,
04-ก.พ.-2022,0.94,0.00,0.00%,0.94,0.93,0.96,"909,454,200","860,110,706.00","18,260,001,688.00",,,,,,
28-ม.ค.-2022,0.94,0.00,0.00%,0.94,0.92,0.95,"628,845,900","587,107,186.00","19,120,112,394.00",,,,,,
21-ม.ค.-2022,0.94,0.00,0.00%,0.95,0.93,0.96,"824,498,700","777,882,275.00","19,707,219,580.00",,,,,,
14-ม.ค.-2022,0.94,-0.02,-2.08%,0.95,0.94,0.96,"766,584,200","727,282,081.00","20,485,101,855.00",,,,,,
07-ม.ค.-2022,0.96,+0.01,+1.05%,0.95,0.93,0.98,"1,865,642,700","1,785,787,503.00","21,212,383,936.00",,,,,,
31-ธ.ค.-2021,0.95,+0.02,+2.15%,0.94,0.93,0.95,"488,529,400","459,090,130.00","19,426,596,433.00",,,,,,
24-ธ.ค.-2021,0.93,-0.01,-1.06%,0.94,0.93,0.95,"356,652,500","334,996,645.00","18,967,506,303.00",,,,,,
17-ธ.ค.-2021,0.94,-0.01,-1.05%,0.95,0.93,0.95,"840,834,500","788,782,070.00","19,302,502,948.00",,,,,,
10-ธ.ค.-2021,0.95,0.00,0.00%,0.95,0.94,0.96,"301,920,300","286,628,193.00","20,091,285,018.00",,,,,,
03-ธ.ค.-2021,0.95,+0.01,+1.06%,0.94,0.93,0.96,"793,921,400","747,497,973.00","19,804,656,825.00",,,,,,
26-พ.ย.-2021,0.94,-0.01,-1.05%,0.95,0.94,0.98,"1,452,874,700","1,394,805,085.00","19,057,158,852.00",,,,,,
19-พ.ย.-2021,0.95,-0.01,-1.04%,0.96,0.93,0.96,"1,078,661,700","1,020,611,635.00","20,451,963,937.00",,,,,,
12-พ.ย.-2021,0.96,+0.02,+2.13%,0.95,0.94,0.96,"380,623,900","360,771,744.00","21,472,575,572.00",,,,,,
05-พ.ย.-2021,0.94,-0.03,-3.09%,0.97,0.94,0.98,"693,476,600","660,596,300.00","21,111,803,828.00",,,,,,
29-ต.ค.-2021,0.97,+0.03,+3.19%,0.95,0.94,0.99,"1,080,513,000","1,045,712,200.00","21,772,400,128.00",,,,,,
22-ต.ค.-2021,0.94,0.00,0.00%,0.95,0.94,0.96,"289,052,000","273,901,567.00","20,726,687,928.00",,,,,,
15-ต.ค.-2021,0.94,0.00,0.00%,0.95,0.94,0.95,"259,742,700","245,660,243.00","20,452,786,361.00",,,,,,
08-ต.ค.-2021,0.94,+0.01,+1.08%,0.93,0.93,0.96,"507,027,900","479,524,482.00","20,207,126,118.00",,,,,,
01-ต.ค.-2021,0.93,-0.03,-3.12%,0.95,0.92,0.96,"1,089,692,700","1,024,142,921.00","19,727,601,636.00",,,,,,
24-ก.ย.-2021,0.96,0.00,0.00%,0.96,0.94,0.98,"907,227,000","870,936,107.00","20,751,744,557.00",,,,,,
17-ก.ย.-2021,0.96,-0.03,-3.03%,0.99,0.95,1.00,"1,592,864,900","1,557,245,860.00","21,622,680,664.00",,,,,,
10-ก.ย.-2021,0.99,-0.03,-2.94%,1.03,0.97,1.06,"4,144,308,000","4,211,340,242.00","23,179,926,524.00",,,,,,
03-ก.ย.-2021,1.02,+0.06,+6.25%,0.96,0.96,1.03,"2,502,428,900","2,491,662,954.00","27,391,266,766.00",,,,,,
27-ส.ค.-2021,0.96,+0.01,+1.05%,0.96,0.95,0.98,"901,666,600","869,014,958.00","24,899,603,812.00",,,,,,
20-ส.ค.-2021,0.95,+0.02,+2.15%,0.93,0.91,0.96,"585,772,900","548,268,269.00","24,030,588,854.00",,,,,,
13-ส.ค.-2021,0.93,+0.02,+2.20%,0.91,0.91,0.97,"1,482,288,500","1,403,107,351.00","23,482,320,585.00",,,,,,
06-ส.ค.-2021,0.91,0.00,0.00%,0.91,0.91,0.93,"357,534,400","328,125,013.00","22,079,213,234.00",,,,,,
30-ก.ค.-2021,0.91,0.00,0.00%,0.92,0.91,0.93,"379,145,900","347,742,568.00","22,407,338,247.00",,,,,,
23-ก.ค.-2021,0.91,-0.02,-2.15%,0.92,0.91,0.95,"955,161,900","881,977,122.00","22,755,080,815.00",,,,,,
16-ก.ค.-2021,0.93,+0.02,+2.20%,0.91,0.90,0.94,"488,711,500","448,450,512.00","23,637,057,937.00",,,,,,
09-ก.ค.-2021,0.91,-0.02,-2.15%,0.93,0.88,0.96,"1,293,691,700","1,180,946,574.00","23,188,607,425.00",,,,,,
02-ก.ค.-2021,0.93,0.00,0.00%,0.93,0.92,0.95,"688,188,500","641,221,482.00","24,369,553,999.00",,,,,,
25-มิ.ย.-2021,0.93,-0.02,-2.11%,0.95,0.92,0.96,"1,290,802,200","1,216,595,354.00","25,010,775,481.00",,,,,,
18-มิ.ย.-2021,0.95,-0.01,-1.04%,0.96,0.95,0.97,"1,199,877,700","1,152,907,262.00","26,227,370,835.00",,,,,,
11-มิ.ย.-2021,0.96,-0.06,-5.88%,1.03,0.95,1.05,"4,930,925,900","4,902,108,274.00","27,380,278,097.00",,,,,,
04-มิ.ย.-2021,1.02,+0.06,+6.25%,0.97,0.96,1.06,"3,346,222,900","3,445,495,081.00","32,282,386,371.00",,,,,,
28-พ.ค.-2021,0.96,0.00,0.00%,0.95,0.94,0.98,"318,001,900","305,282,931.00","28,836,891,290.00",,,,,,
21-พ.ค.-2021,0.96,0.00,0.00%,0.95,0.94,0.99,"766,848,300","740,716,785.00","28,531,608,359.00",,,,,,
14-พ.ค.-2021,0.96,+0.01,+1.05%,0.95,0.93,1.01,"1,684,676,700","1,652,218,813.00","27,790,891,574.00",,,,,,
07-พ.ค.-2021,0.95,0.00,0.00%,0.96,0.93,0.97,"495,027,400","472,141,067.00","26,138,672,761.00",,,,,,
30-เม.ย.-2021,0.95,+0.01,+1.06%,0.93,0.93,0.97,"649,877,900","619,052,095.00","25,666,531,694.00",,,,,,
23-เม.ย.-2021,0.94,+0.01,+1.08%,0.94,0.93,0.98,"512,529,000","490,642,518.00","25,047,479,599.00",,,,,,
16-เม.ย.-2021,0.93,-0.02,-2.11%,0.95,0.91,0.95,"266,673,200","248,521,718.00","24,556,837,081.00",,,,,,
09-เม.ย.-2021,0.95,-0.05,-5.00%,1.01,0.94,1.01,"925,361,900","895,356,202.00","24,805,358,799.00",,,,,,
