Ekarat Engineering PCL | Price History                                          25-Sep-2024 16:50,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
AKR.BK,,,,,,,,,,,,,,,
Interval: Weekly,,,,,,,,,,,,,,,
History Period: 10 Years,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
VAP: Total,"32,321,836,700",,,,,,,,,,,,,,
Price,Volume,%Volume,Count,%Count,,,,,,,,,,,
22-มี.ค.-2024,0.97,0.00,0.00%,0.97,0.96,0.99,"9,627,800","9,397,733.00","12,795,203,659.00",,,,,,
15-มี.ค.-2024,0.97,-0.02,-2.02%,1.00,0.95,1.00,"16,644,200","16,252,425.00","12,804,601,392.00",,,,,,
08-มี.ค.-2024,0.99,+0.01,+1.02%,0.98,0.96,1.00,"19,654,700","19,417,689.00","12,820,853,817.00",,,,,,
01-มี.ค.-2024,0.98,+0.07,+7.69%,0.92,0.92,1.02,"40,091,300","39,012,281.00","12,801,436,128.00",,,,,,
23-ก.พ.-2024,0.91,-0.02,-2.15%,0.94,0.90,0.95,"12,219,000","11,346,181.00","12,762,423,847.00",,,,,,
16-ก.พ.-2024,0.93,+0.03,+3.33%,0.90,0.89,0.96,"22,239,600","20,744,418.00","12,773,770,028.00",,,,,,
09-ก.พ.-2024,0.90,0.00,0.00%,0.90,0.89,0.91,"2,150,100","1,935,789.00","12,753,025,610.00",,,,,,
02-ก.พ.-2024,0.90,0.00,0.00%,0.92,0.89,0.92,"2,251,000","2,025,521.00","12,751,089,821.00",,,,,,
26-ม.ค.-2024,0.90,0.00,0.00%,0.90,0.88,0.93,"5,187,800","4,656,629.00","12,749,064,300.00",,,,,,
19-ม.ค.-2024,0.90,0.00,0.00%,0.91,0.90,0.94,"15,016,800","13,760,829.00","12,744,407,671.00",,,,,,
12-ม.ค.-2024,0.90,+0.03,+3.45%,0.88,0.86,0.93,"14,106,000","12,732,754.00","12,730,646,842.00",,,,,,
05-ม.ค.-2024,0.87,+0.04,+4.82%,0.84,0.83,0.89,"4,010,600","3,436,496.00","12,717,914,088.00",,,,,,
29-ธ.ค.-2023,0.83,+0.03,+3.75%,0.80,0.80,0.89,"15,433,400","12,652,717.00","12,714,477,592.00",,,,,,
22-ธ.ค.-2023,0.80,0.00,0.00%,0.80,0.79,0.82,"6,704,800","5,371,830.00","12,701,824,875.00",,,,,,
15-ธ.ค.-2023,0.80,+0.01,+1.27%,0.80,0.78,0.81,"1,753,500","1,391,111.00","12,696,453,045.00",,,,,,
08-ธ.ค.-2023,0.79,0.00,0.00%,0.80,0.79,0.81,"1,359,100","1,087,024.00","12,695,061,934.00",,,,,,
01-ธ.ค.-2023,0.79,-0.04,-4.82%,0.82,0.78,0.82,"4,855,100","3,879,030.00","12,696,148,958.00",,,,,,
24-พ.ย.-2023,0.83,+0.02,+2.47%,0.80,0.80,0.86,"9,597,800","7,943,679.00","12,700,027,988.00",,,,,,
17-พ.ย.-2023,0.81,+0.02,+2.53%,0.79,0.78,0.82,"5,921,800","4,760,137.00","12,692,084,309.00",,,,,,
10-พ.ย.-2023,0.79,-0.02,-2.47%,0.82,0.78,0.82,"2,502,100","1,990,199.00","12,687,324,172.00",,,,,,
03-พ.ย.-2023,0.81,+0.01,+1.25%,0.79,0.79,0.82,"1,248,000","1,003,506.00","12,689,314,371.00",,,,,,
27-ต.ค.-2023,0.80,+0.02,+2.56%,0.77,0.76,0.81,"3,024,800","2,383,131.00","12,688,310,865.00",,,,,,
20-ต.ค.-2023,0.78,-0.01,-1.27%,0.80,0.78,0.80,"1,834,600","1,445,587.00","12,685,927,734.00",,,,,,
13-ต.ค.-2023,0.79,-0.03,-3.66%,0.81,0.79,0.81,"3,158,800","2,535,068.00","12,687,373,321.00",,,,,,
06-ต.ค.-2023,0.82,-0.02,-2.38%,0.85,0.79,0.85,"4,993,000","4,058,707.00","12,689,908,389.00",,,,,,
29-ก.ย.-2023,0.84,-0.02,-2.33%,0.86,0.84,0.88,"2,477,300","2,114,625.00","12,693,967,096.00",,,,,,
22-ก.ย.-2023,0.86,-0.03,-3.37%,0.89,0.84,0.89,"4,690,000","4,062,065.00","12,696,081,721.00",,,,,,
15-ก.ย.-2023,0.89,0.00,0.00%,0.89,0.88,0.90,"7,521,000","6,717,688.00","12,700,143,786.00",,,,,,
08-ก.ย.-2023,0.89,-0.01,-1.11%,0.90,0.89,0.91,"4,755,600","4,273,123.00","12,706,861,474.00",,,,,,
01-ก.ย.-2023,0.90,0.00,0.00%,0.91,0.90,0.93,"7,199,700","6,558,383.00","12,711,134,597.00",,,,,,
25-ส.ค.-2023,0.90,+0.02,+2.27%,0.87,0.87,0.92,"5,735,400","5,140,669.00","12,704,576,214.00",,,,,,
18-ส.ค.-2023,0.88,-0.01,-1.12%,0.91,0.85,0.91,"4,462,800","3,906,073.00","12,699,435,545.00",,,,,,
11-ส.ค.-2023,0.89,-0.02,-2.20%,0.91,0.89,0.91,"963,200","863,328.00","12,703,341,618.00",,,,,,
04-ส.ค.-2023,0.91,+0.02,+2.25%,0.90,0.90,0.92,"2,695,000","2,439,263.00","12,704,204,946.00",,,,,,
28-ก.ค.-2023,0.89,0.00,0.00%,0.90,0.89,0.91,"2,162,700","1,943,640.00","12,701,765,683.00",,,,,,
21-ก.ค.-2023,0.89,-0.01,-1.11%,0.90,0.89,0.93,"5,600,300","5,086,977.00","12,703,709,323.00",,,,,,
14-ก.ค.-2023,0.90,-0.01,-1.10%,0.90,0.88,0.92,"2,487,200","2,227,677.00","12,708,796,300.00",,,,,,
07-ก.ค.-2023,0.91,+0.02,+2.25%,0.90,0.89,0.92,"2,939,600","2,667,410.00","12,711,023,977.00",,,,,,
30-มิ.ย.-2023,0.89,-0.02,-2.20%,0.92,0.88,0.93,"8,199,600","7,337,556.00","12,708,356,567.00",,,,,,
23-มิ.ย.-2023,0.91,-0.02,-2.15%,0.93,0.91,0.95,"6,048,000","5,590,089.00","12,715,694,123.00",,,,,,
16-มิ.ย.-2023,0.93,-0.02,-2.11%,0.95,0.91,0.97,"12,810,400","12,049,115.00","12,721,284,212.00",,,,,,
09-มิ.ย.-2023,0.95,+0.01,+1.06%,0.95,0.93,0.96,"5,568,300","5,284,875.00","12,733,333,327.00",,,,,,
02-มิ.ย.-2023,0.94,+0.01,+1.08%,0.93,0.93,0.95,"3,853,900","3,623,278.00","12,728,048,452.00",,,,,,
26-พ.ค.-2023,0.93,-0.03,-3.12%,0.96,0.93,0.96,"9,633,600","9,101,168.00","12,724,425,174.00",,,,,,
19-พ.ค.-2023,0.96,+0.01,+1.05%,0.95,0.90,0.98,"20,197,000","19,119,133.00","12,733,526,342.00",,,,,,
12-พ.ค.-2023,0.95,-0.03,-2.59%,0.99,0.94,1.03,"26,929,100","26,646,546.00","12,714,407,209.00",,,,,,
05-พ.ค.-2023,0.98,+0.01,+1.03%,0.98,0.97,0.99,"3,409,700","3,330,035.00","12,741,053,755.00",,,,,,
28-เม.ย.-2023,0.97,-0.01,-1.02%,0.99,0.97,1.00,"12,303,600","12,091,512.00","12,737,723,720.00",,,,,,
21-เม.ย.-2023,0.98,-0.03,-2.97%,1.01,0.97,1.02,"15,613,400","15,524,363.00","12,749,815,232.00",,,,,,
14-เม.ย.-2023,1.01,+0.03,+3.06%,0.98,0.98,1.01,"5,426,600","5,397,986.00","12,765,339,595.00",,,,,,
07-เม.ย.-2023,0.98,-0.01,-1.01%,0.99,0.98,1.00,"5,888,900","5,810,807.00","12,759,941,609.00",,,,,,
31-มี.ค.-2023,0.99,0.00,0.00%,0.99,0.98,1.01,"8,928,600","8,871,349.00","12,765,752,416.00",,,,,,
24-มี.ค.-2023,0.99,0.00,0.00%,0.99,0.97,1.00,"8,966,100","8,801,218.00","12,774,623,765.00",,,,,,
17-มี.ค.-2023,0.99,-0.03,-2.94%,1.02,0.93,1.02,"33,039,100","32,157,451.00","12,783,424,983.00",,,,,,
10-มี.ค.-2023,1.02,+0.01,+0.99%,1.00,1.00,1.04,"44,826,100","45,971,050.00","12,815,582,434.00",,,,,,
03-มี.ค.-2023,1.01,+0.05,+5.21%,0.96,0.96,1.03,"44,021,700","44,322,840.00","12,769,611,384.00",,,,,,
24-ก.พ.-2023,0.96,0.00,0.00%,0.96,0.96,0.98,"3,544,600","3,419,820.00","12,725,288,544.00",,,,,,
17-ก.พ.-2023,0.96,-0.03,-3.03%,0.99,0.96,1.00,"12,560,400","12,236,652.00","12,728,708,364.00",,,,,,
10-ก.พ.-2023,0.99,-0.01,-1.00%,1.00,0.98,1.01,"13,169,000","13,113,868.00","12,740,945,016.00",,,,,,
03-ก.พ.-2023,1.00,+0.01,+1.01%,1.00,0.98,1.00,"8,586,600","8,479,970.00","12,754,058,884.00",,,,,,
27-ม.ค.-2023,0.99,+0.01,+1.02%,0.99,0.98,1.00,"14,256,100","14,071,149.00","12,745,578,914.00",,,,,,
20-ม.ค.-2023,0.98,+0.05,+5.38%,0.94,0.92,0.99,"17,672,800","16,926,470.00","12,731,507,765.00",,,,,,
13-ม.ค.-2023,0.93,+0.05,+5.68%,0.89,0.88,0.94,"9,007,600","8,261,015.00","12,714,581,295.00",,,,,,
06-ม.ค.-2023,0.88,0.00,0.00%,0.88,0.87,0.89,"2,829,400","2,494,478.00","12,706,320,280.00",,,,,,
30-ธ.ค.-2022,0.88,+0.01,+1.15%,0.87,0.86,0.89,"2,992,300","2,616,209.00","12,703,825,802.00",,,,,,
23-ธ.ค.-2022,0.87,0.00,0.00%,0.87,0.86,0.88,"7,046,600","6,097,398.00","12,701,209,593.00",,,,,,
16-ธ.ค.-2022,0.87,0.00,0.00%,0.87,0.87,0.89,"3,641,300","3,208,040.00","12,707,306,991.00",,,,,,
09-ธ.ค.-2022,0.87,-0.02,-2.25%,0.89,0.87,0.89,"3,654,900","3,199,234.00","12,710,515,031.00",,,,,,
02-ธ.ค.-2022,0.89,+0.03,+3.49%,0.86,0.85,0.89,"4,953,400","4,317,897.00","12,713,714,265.00",,,,,,
25-พ.ย.-2022,0.86,-0.04,-4.44%,0.90,0.85,0.91,"19,049,000","16,798,028.00","12,709,396,368.00",,,,,,
18-พ.ย.-2022,0.90,-0.05,-5.26%,0.95,0.90,0.95,"15,455,600","14,305,286.00","12,726,194,396.00",,,,,,
11-พ.ย.-2022,0.95,-0.01,-1.04%,0.96,0.93,0.97,"13,594,100","12,924,485.00","12,740,499,682.00",,,,,,
04-พ.ย.-2022,0.96,-0.01,-1.03%,0.97,0.96,0.98,"12,630,300","12,215,246.00","12,753,424,167.00",,,,,,
28-ต.ค.-2022,0.97,0.00,0.00%,0.97,0.96,0.98,"5,809,300","5,631,998.00","12,765,639,413.00",,,,,,
21-ต.ค.-2022,0.97,0.00,0.00%,0.96,0.95,0.99,"11,038,600","10,703,689.00","12,771,271,411.00",,,,,,
14-ต.ค.-2022,0.97,0.00,0.00%,0.97,0.96,0.98,"4,369,000","4,213,140.00","12,781,975,100.00",,,,,,
07-ต.ค.-2022,0.97,0.00,0.00%,0.97,0.96,0.99,"4,291,400","4,163,030.00","12,786,188,240.00",,,,,,
30-ก.ย.-2022,0.97,-0.03,-3.00%,1.00,0.96,1.00,"21,346,400","20,925,794.00","12,790,351,270.00",,,,,,
23-ก.ย.-2022,1.00,+0.01,+1.01%,1.00,0.99,1.02,"25,321,900","25,380,331.00","12,811,277,064.00",,,,,,
16-ก.ย.-2022,0.99,+0.01,+1.02%,0.99,0.97,1.01,"17,943,200","17,814,337.00","12,785,896,733.00",,,,,,
09-ก.ย.-2022,0.98,-0.01,-1.01%,0.98,0.97,0.99,"14,165,800","13,922,370.00","12,768,082,396.00",,,,,,
02-ก.ย.-2022,0.99,-0.01,-1.00%,0.99,0.98,1.01,"9,009,400","8,940,916.00","12,782,004,766.00",,,,,,
26-ส.ค.-2022,1.00,0.00,0.00%,1.01,0.99,1.01,"15,813,000","15,782,482.00","12,790,945,682.00",,,,,,
19-ส.ค.-2022,1.00,+0.01,+1.01%,0.99,0.98,1.03,"28,735,200","29,157,229.00","12,775,163,200.00",,,,,,
12-ส.ค.-2022,0.99,0.00,0.00%,0.99,0.98,1.01,"7,906,700","7,871,217.00","12,746,005,971.00",,,,,,
05-ส.ค.-2022,0.99,-0.01,-1.00%,1.00,0.98,1.01,"4,913,000","4,868,361.00","12,753,877,188.00",,,,,,
29-ก.ค.-2022,1.00,+0.01,+1.01%,0.99,0.98,1.01,"4,080,700","4,062,462.00","12,758,745,549.00",,,,,,
22-ก.ค.-2022,0.99,+0.01,+1.02%,0.99,0.96,1.01,"12,919,400","12,726,198.00","12,754,683,087.00",,,,,,
15-ก.ค.-2022,0.98,0.00,0.00%,0.99,0.97,1.00,"9,423,300","9,266,720.00","12,741,956,889.00",,,,,,
08-ก.ค.-2022,0.98,-0.03,-2.97%,1.01,0.96,1.02,"19,920,000","19,663,145.00","12,751,223,609.00",,,,,,
01-ก.ค.-2022,1.01,+0.02,+2.02%,1.00,0.99,1.03,"28,017,100","28,623,459.00","12,770,886,754.00",,,,,,
24-มิ.ย.-2022,0.99,0.00,0.00%,1.00,0.98,1.02,"19,061,200","19,032,667.00","12,742,263,295.00",,,,,,
17-มิ.ย.-2022,0.99,-0.04,-3.88%,1.02,0.99,1.03,"37,002,600","37,374,609.00","12,761,295,962.00",,,,,,
10-มิ.ย.-2022,1.03,+0.02,+1.98%,1.02,1.02,1.10,"166,569,500","177,149,479.00","12,798,670,571.00",,,,,,
03-มิ.ย.-2022,1.01,+0.01,+1.00%,1.00,0.99,1.04,"31,642,600","32,229,193.00","12,621,521,092.00",,,,,,
27-พ.ค.-2022,1.00,+0.01,+1.01%,1.00,0.99,1.02,"13,442,400","13,445,928.00","12,589,291,899.00",,,,,,
20-พ.ค.-2022,0.99,+0.04,+4.21%,0.96,0.95,1.01,"10,796,600","10,603,482.00","12,575,845,971.00",,,,,,
13-พ.ค.-2022,0.95,-0.06,-5.94%,1.01,0.94,1.02,"42,874,000","42,099,836.00","12,565,242,489.00",,,,,,
06-พ.ค.-2022,1.01,-0.01,-0.98%,1.02,1.00,1.03,"18,012,000","18,183,992.00","12,607,342,325.00",,,,,,
29-เม.ย.-2022,1.02,0.00,0.00%,1.02,1.01,1.03,"21,088,300","21,514,916.00","12,625,526,317.00",,,,,,
22-เม.ย.-2022,1.02,+0.01,+0.99%,1.02,1.01,1.04,"31,974,700","33,015,267.00","12,604,011,401.00",,,,,,
15-เม.ย.-2022,1.01,-0.02,-1.94%,1.02,1.01,1.03,"12,285,100","12,537,094.00","12,570,996,134.00",,,,,,
08-เม.ย.-2022,1.03,-0.04,-3.74%,1.06,1.02,1.09,"82,456,600","87,881,544.00","12,583,533,228.00",,,,,,
01-เม.ย.-2022,1.06,+0.05,+4.90%,1.03,1.02,1.09,"224,706,200","239,689,496.00","12,671,414,772.00",,,,,,
25-มี.ค.-2022,1.02,0.00,0.00%,1.02,1.01,1.05,"79,508,800","82,656,486.00","12,431,725,276.00",,,,,,
18-มี.ค.-2022,1.02,0.00,0.00%,1.01,1.00,1.04,"33,618,200","34,440,920.00","12,349,068,790.00",,,,,,
11-มี.ค.-2022,1.02,+0.01,+0.99%,1.01,0.95,1.03,"66,021,900","65,599,443.00","12,314,627,870.00",,,,,,
04-มี.ค.-2022,1.01,-0.02,-1.94%,1.03,1.01,1.04,"46,983,700","48,215,101.00","12,249,028,427.00",,,,,,
25-ก.พ.-2022,1.03,-0.01,-0.96%,1.04,1.00,1.06,"85,491,700","88,561,886.00","12,297,243,528.00",,,,,,
18-ก.พ.-2022,1.03,+0.01,+0.97%,1.03,1.01,1.15,"295,696,400","325,507,624.00","12,385,805,414.00",,,,,,
11-ก.พ.-2022,1.03,0.00,0.00%,1.03,1.02,1.04,"52,047,600","53,700,299.00","12,060,297,790.00",,,,,,
04-ก.พ.-2022,1.03,-0.01,-0.96%,1.04,1.03,1.05,"45,967,200","48,030,870.00","12,113,998,089.00",,,,,,
28-ม.ค.-2022,1.03,-0.07,-6.31%,1.09,1.00,1.10,"162,360,000","170,148,813.00","12,162,028,959.00",,,,,,
21-ม.ค.-2022,1.10,-0.04,-3.48%,1.15,1.08,1.21,"385,119,300","446,006,192.00","12,332,177,772.00",,,,,,
14-ม.ค.-2022,1.14,+0.05,+4.55%,1.10,1.06,1.17,"216,202,700","244,443,924.00","12,778,183,964.00",,,,,,
07-ม.ค.-2022,1.09,+0.05,+4.76%,1.05,1.05,1.13,"123,103,000","135,725,154.00","12,533,740,040.00",,,,,,
31-ธ.ค.-2021,1.04,-0.03,-2.78%,1.07,1.04,1.08,"89,804,700","95,699,074.00","12,398,014,886.00",,,,,,
24-ธ.ค.-2021,1.07,-0.04,-3.57%,1.12,1.06,1.15,"207,099,400","230,057,754.00","12,493,713,960.00",,,,,,
17-ธ.ค.-2021,1.11,+0.01,+0.90%,1.11,1.05,1.31,"1,296,193,300","1,541,498,346.00","12,723,771,714.00",,,,,,
10-ธ.ค.-2021,1.10,+0.06,+5.71%,1.04,1.04,1.14,"275,172,700","305,438,230.00","11,182,273,368.00",,,,,,
03-ธ.ค.-2021,1.04,0.00,0.00%,1.03,1.01,1.10,"323,361,600","343,507,783.00","10,876,835,138.00",,,,,,
26-พ.ย.-2021,1.04,+0.04,+3.96%,1.01,0.99,1.16,"555,042,300","612,766,625.00","10,533,327,355.00",,,,,,
19-พ.ย.-2021,1.01,0.00,0.00%,1.01,1.00,1.02,"30,325,900","30,503,353.00","9,920,560,730.00",,,,,,
12-พ.ย.-2021,1.01,+0.01,+1.00%,1.00,0.99,1.03,"40,312,200","40,521,049.00","9,890,057,377.00",,,,,,
05-พ.ย.-2021,1.00,-0.03,-2.91%,1.03,0.99,1.03,"51,520,100","52,193,812.00","9,849,536,328.00",,,,,,
29-ต.ค.-2021,1.03,-0.04,-3.74%,1.06,1.03,1.09,"124,731,800","132,188,869.00","9,901,730,140.00",,,,,,
22-ต.ค.-2021,1.06,+0.03,+2.88%,1.03,1.03,1.07,"70,214,000","74,050,374.00","10,033,919,009.00",,,,,,
15-ต.ค.-2021,1.03,+0.01,+0.97%,1.03,1.03,1.08,"148,133,600","157,076,708.00","9,959,868,635.00",,,,,,
08-ต.ค.-2021,1.03,-0.01,-0.96%,1.04,1.02,1.05,"49,533,500","51,144,256.00","9,802,791,927.00",,,,,,
01-ต.ค.-2021,1.03,+0.02,+1.96%,1.02,1.00,1.05,"75,209,700","77,243,243.00","9,853,936,183.00",,,,,,
24-ก.ย.-2021,1.02,-0.01,-0.97%,1.03,0.99,1.05,"49,208,800","50,518,452.00","9,776,692,940.00",,,,,,
17-ก.ย.-2021,1.03,-0.04,-3.74%,1.07,1.03,1.10,"173,312,100","186,698,362.00","9,827,211,392.00",,,,,,
10-ก.ย.-2021,1.06,-0.04,-3.60%,1.09,1.03,1.13,"216,153,500","235,000,610.00","10,013,909,754.00",,,,,,
03-ก.ย.-2021,1.10,+0.09,+8.82%,1.03,1.02,1.15,"629,137,100","690,400,957.00","10,248,910,364.00",,,,,,
27-ส.ค.-2021,1.02,+0.03,+3.03%,0.99,0.99,1.06,"207,103,800","214,432,921.00","9,558,509,407.00",,,,,,
20-ส.ค.-2021,0.99,+0.02,+2.06%,0.97,0.93,1.02,"95,543,700","93,672,693.00","9,344,076,486.00",,,,,,
13-ส.ค.-2021,0.97,-0.04,-3.96%,1.02,0.97,1.04,"96,562,700","98,259,952.00","9,250,403,793.00",,,,,,
06-ส.ค.-2021,1.01,+0.04,+4.12%,0.96,0.94,1.04,"109,965,900","110,278,637.00","9,348,663,745.00",,,,,,
30-ก.ค.-2021,0.97,-0.06,-5.83%,1.03,0.97,1.05,"79,183,700","80,323,352.00","9,238,385,108.00",,,,,,
23-ก.ค.-2021,1.03,-0.04,-3.74%,1.03,1.02,1.06,"127,080,000","132,759,776.00","9,318,708,460.00",,,,,,
16-ก.ค.-2021,1.06,+0.04,+3.88%,1.03,1.00,1.09,"140,526,500","147,555,253.00","9,451,468,236.00",,,,,,
09-ก.ค.-2021,1.03,-0.03,-2.83%,1.07,0.96,1.22,"987,848,500","1,124,159,506.00","9,303,912,983.00",,,,,,
02-ก.ค.-2021,1.05,+0.03,+2.91%,1.03,1.01,1.12,"285,493,900","309,348,922.00","10,428,072,489.00",,,,,,
25-มิ.ย.-2021,1.03,0.00,0.00%,1.02,1.00,1.13,"219,255,000","235,834,545.00","10,118,723,567.00",,,,,,
18-มิ.ย.-2021,1.03,-0.03,-2.83%,1.06,1.02,1.06,"93,294,800","97,522,881.00","10,354,558,112.00",,,,,,
11-มิ.ย.-2021,1.05,0.00,0.00%,1.04,1.03,1.16,"430,477,100","475,294,159.00","10,452,080,993.00",,,,,,
04-มิ.ย.-2021,1.05,+0.01,+0.95%,1.05,1.03,1.06,"56,242,400","59,085,260.00","9,976,786,834.00",,,,,,
28-พ.ค.-2021,1.04,-0.01,-0.94%,1.05,1.00,1.07,"98,606,100","102,223,061.00","9,917,701,574.00",,,,,,
21-พ.ค.-2021,1.05,-0.04,-3.64%,1.12,1.04,1.18,"475,099,100","538,964,352.00","10,019,924,635.00",,,,,,
14-พ.ค.-2021,1.09,-0.02,-1.79%,1.13,0.94,1.13,"198,013,600","210,530,975.00","10,558,888,987.00",,,,,,
07-พ.ค.-2021,1.11,0.00,0.00%,1.11,1.08,1.16,"82,885,000","93,538,550.00","10,769,419,962.00",,,,,,
30-เม.ย.-2021,1.11,-0.01,-0.88%,1.14,1.05,1.19,"268,938,900","306,805,918.00","10,862,958,512.00",,,,,,
23-เม.ย.-2021,1.12,+0.27,+31.40%,0.86,0.85,1.23,"641,174,000","706,614,098.00","11,169,764,430.00",,,,,,
16-เม.ย.-2021,0.86,-0.06,-6.52%,0.92,0.85,0.93,"29,648,400","26,010,979.00","10,463,150,332.00",,,,,,
09-เม.ย.-2021,0.92,-0.02,-2.13%,0.94,0.90,0.99,"69,031,300","64,790,219.00","10,489,161,311.00",,,,,,
