Tirathai PCL | Price History                                          25-Sep-2024 17:10,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
TRTm.BK,,,,,,,,,,,,,,,
Interval: Weekly,,,,,,,,,,,,,,,
History Period: 10 Years,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
VAP: Total,"3,739,743,000",,,,,,,,,,,,,,
Price,Volume,%Volume,Count,%Count,,,,,,,,,,,
22-มี.ค.-2024,3.0800,+0.0400,+1.3158%,3.0600,3.0200,3.2000,"2,612,300","8,134,528.0000","7,554,651,470.0000",,,,,,
15-มี.ค.-2024,3.0400,+0.1400,+4.8276%,2.9200,2.8800,3.1000,"2,630,200","7,977,796.0000","7,546,516,942.0000",,,,,,
08-มี.ค.-2024,2.9000,-0.0200,-0.6849%,2.8800,2.7200,2.9800,"2,211,000","6,336,442.0000","7,538,539,146.0000",,,,,,
01-มี.ค.-2024,2.9200,+0.3400,+13.1783%,2.5800,2.5800,3.1200,"10,128,700","30,189,922.0000","7,544,875,588.0000",,,,,,
23-ก.พ.-2024,2.5800,+0.0600,+2.3810%,2.5200,2.5200,2.6400,"529,300","1,361,794.0000","7,514,685,666.0000",,,,,,
16-ก.พ.-2024,2.5200,+0.0400,+1.6129%,2.4800,2.4400,2.6000,"766,300","1,914,280.0000","7,513,323,872.0000",,,,,,
09-ก.พ.-2024,2.4800,-0.1000,-3.8760%,2.6000,2.4200,2.6000,"647,500","1,632,574.0000","7,511,409,592.0000",,,,,,
02-ก.พ.-2024,2.5800,+0.1200,+4.8780%,2.4600,2.3800,2.5800,"792,600","1,963,944.0000","7,513,042,166.0000",,,,,,
26-ม.ค.-2024,2.4600,-0.0400,-1.6000%,2.4800,2.4400,2.5000,"755,900","1,861,342.0000","7,511,078,222.0000",,,,,,
19-ม.ค.-2024,2.5000,-0.1000,-3.8462%,2.5800,2.4800,2.6200,"645,900","1,624,368.0000","7,512,939,564.0000",,,,,,
12-ม.ค.-2024,2.6000,+0.1000,+4.0000%,2.5000,2.4800,2.6200,"304,800","779,860.0000","7,514,563,932.0000",,,,,,
05-ม.ค.-2024,2.5000,+0.0200,+0.8065%,2.4800,2.4000,2.5600,"403,600","1,006,676.0000","7,513,784,072.0000",,,,,,
29-ธ.ค.-2023,2.4800,+0.0800,+3.3333%,2.3800,2.3600,2.4800,"216,900","518,888.0000","7,512,777,396.0000",,,,,,
22-ธ.ค.-2023,2.4000,+0.1200,+5.2632%,2.2800,2.2600,2.4200,"1,242,900","2,867,378.0000","7,512,258,508.0000",,,,,,
15-ธ.ค.-2023,2.2800,0.0000,0.0000%,2.2600,2.2600,2.3200,"161,300","366,066.0000","7,509,391,130.0000",,,,,,
08-ธ.ค.-2023,2.2800,-0.0400,-1.7241%,2.2800,2.2400,2.3200,"139,800","320,162.0000","7,509,757,196.0000",,,,,,
01-ธ.ค.-2023,2.3200,+0.0600,+2.6549%,2.2800,2.2400,2.3200,"386,800","877,972.0000","7,510,077,358.0000",,,,,,
24-พ.ย.-2023,2.2600,+0.0200,+0.8929%,2.2800,2.2200,2.3000,"199,500","445,202.0000","7,509,199,386.0000",,,,,,
17-พ.ย.-2023,2.2400,-0.0800,-3.4483%,2.2800,2.2000,2.3200,"426,500","959,560.0000","7,508,754,184.0000",,,,,,
10-พ.ย.-2023,2.3200,-0.0200,-0.8547%,2.3000,2.2600,2.3400,"154,700","355,988.0000","7,509,713,744.0000",,,,,,
03-พ.ย.-2023,2.3400,+0.0600,+2.6316%,2.2600,2.2000,2.3600,"155,600","354,164.0000","7,510,069,732.0000",,,,,,
27-ต.ค.-2023,2.2800,0.0000,0.0000%,2.2200,2.2000,2.3000,"361,300","810,488.0000","7,509,715,568.0000",,,,,,
20-ต.ค.-2023,2.2800,-0.0800,-3.3898%,2.3800,2.2200,2.3800,"112,900","260,062.0000","7,510,526,056.0000",,,,,,
13-ต.ค.-2023,2.3600,+0.0600,+2.6087%,2.3000,2.2800,2.3600,"324,900","751,514.0000","7,510,786,118.0000",,,,,,
06-ต.ค.-2023,2.3000,-0.0600,-2.5424%,2.3400,2.2600,2.3800,"544,100","1,247,670.0000","7,510,034,604.0000",,,,,,
29-ก.ย.-2023,2.3600,+0.0400,+1.7241%,2.3200,2.3200,2.3800,"345,600","806,500.0000","7,511,282,274.0000",,,,,,
22-ก.ย.-2023,2.3200,+0.0600,+2.6549%,2.2400,2.2400,2.3400,"945,100","2,162,940.0000","7,510,475,774.0000",,,,,,
15-ก.ย.-2023,2.2600,-0.0600,-2.5862%,2.3400,2.2000,2.3600,"1,560,700","3,473,520.0000","7,508,312,834.0000",,,,,,
08-ก.ย.-2023,2.3200,0.0000,0.0000%,2.3200,2.2600,2.4400,"1,114,200","2,535,610.0000","7,511,786,354.0000",,,,,,
01-ก.ย.-2023,2.3200,+0.0200,+0.8696%,2.3000,2.2800,2.3800,"659,300","1,533,070.0000","7,509,250,744.0000",,,,,,
25-ส.ค.-2023,2.3000,+0.0600,+2.6786%,2.2400,2.2400,2.4000,"534,000","1,224,340.0000","7,507,717,674.0000",,,,,,
18-ส.ค.-2023,2.2400,-0.0200,-0.8850%,2.2200,2.2200,2.2800,"190,400","424,010.0000","7,506,493,334.0000",,,,,,
11-ส.ค.-2023,2.2600,-0.0200,-0.8772%,2.2600,2.2000,2.2600,"279,900","622,894.0000","7,506,917,344.0000",,,,,,
04-ส.ค.-2023,2.2800,-0.0400,-1.7241%,2.3200,2.2000,2.3200,"652,800","1,449,632.0000","7,507,540,238.0000",,,,,,
28-ก.ค.-2023,2.3200,+0.0200,+0.8696%,2.3000,2.2000,2.3400,"847,800","1,907,850.0000","7,508,989,870.0000",,,,,,
21-ก.ค.-2023,2.3000,-0.0400,-1.7094%,2.3400,2.2400,2.3400,"260,300","594,682.0000","7,507,082,020.0000",,,,,,
14-ก.ค.-2023,2.3400,-0.1200,-4.8780%,2.4400,2.2600,2.4800,"997,800","2,344,182.0000","7,507,676,702.0000",,,,,,
07-ก.ค.-2023,2.4600,0.0000,0.0000%,2.4800,2.3600,2.5000,"440,400","1,081,846.0000","7,510,020,884.0000",,,,,,
30-มิ.ย.-2023,2.4600,+0.1200,+5.1282%,2.3200,2.3000,2.5000,"612,100","1,431,174.0000","7,508,939,038.0000",,,,,,
23-มิ.ย.-2023,2.3400,-0.0400,-1.6807%,2.4800,2.3400,2.4800,"733,100","1,765,544.0000","7,507,507,864.0000",,,,,,
16-มิ.ย.-2023,2.3800,+0.1400,+6.2500%,2.2000,2.1800,2.4000,"451,600","1,044,420.0000","7,509,273,408.0000",,,,,,
09-มิ.ย.-2023,2.2400,+0.0400,+1.8182%,2.1600,2.1600,2.2800,"147,700","324,802.0000","7,508,228,988.0000",,,,,,
02-มิ.ย.-2023,2.2000,0.0000,0.0000%,2.1800,2.1600,2.2800,"193,700","421,978.0000","7,507,904,186.0000",,,,,,
26-พ.ค.-2023,2.2000,0.0000,0.0000%,2.2000,2.1600,2.2200,"843,800","1,849,972.0000","7,508,326,164.0000",,,,,,
19-พ.ค.-2023,2.2000,-0.2200,-9.0909%,2.4000,2.2000,2.4400,"1,532,100","3,532,254.0000","7,510,176,136.0000",,,,,,
12-พ.ค.-2023,2.4200,0.0000,0.0000%,2.4400,2.3400,2.4800,"666,000","1,619,394.0000","7,513,708,390.0000",,,,,,
05-พ.ค.-2023,2.4200,-0.0600,-2.4194%,2.4800,2.4000,2.5400,"604,400","1,467,774.0000","7,515,327,784.0000",,,,,,
28-เม.ย.-2023,2.4800,-0.1800,-6.7669%,2.6200,2.4200,2.7000,"907,200","2,265,494.0000","7,516,795,558.0000",,,,,,
21-เม.ย.-2023,2.6600,-0.0600,-2.2059%,2.6800,2.5400,2.7000,"617,100","1,609,034.0000","7,519,061,052.0000",,,,,,
14-เม.ย.-2023,2.7200,+0.0400,+1.4925%,2.7600,2.6800,2.7600,"62,900","169,230.0000","7,520,670,086.0000",,,,,,
07-เม.ย.-2023,2.6800,-0.0600,-2.1898%,2.7200,2.6200,2.7800,"1,065,200","2,856,640.0000","7,520,500,856.0000",,,,,,
31-มี.ค.-2023,2.7400,+0.0200,+0.7353%,2.7200,2.7200,2.8600,"365,800","1,002,128.0000","7,523,357,496.0000",,,,,,
24-มี.ค.-2023,2.7200,-0.0800,-2.8571%,2.8000,2.6800,2.8000,"469,300","1,274,910.0000","7,522,355,368.0000",,,,,,
17-มี.ค.-2023,2.8000,-0.0200,-0.7092%,2.7600,2.7200,2.8200,"510,100","1,403,820.0000","7,523,630,278.0000",,,,,,
10-มี.ค.-2023,2.8200,+0.0200,+0.7143%,2.7800,2.7600,2.9000,"541,700","1,511,802.0000","7,525,034,098.0000",,,,,,
03-มี.ค.-2023,2.8000,-0.1200,-4.1096%,3.0400,2.8000,3.0400,"3,196,500","9,047,110.0000","7,523,522,296.0000",,,,,,
24-ก.พ.-2023,2.9200,-0.0400,-1.3514%,2.9600,2.8800,3.0200,"828,500","2,415,738.0000","7,532,569,406.0000",,,,,,
17-ก.พ.-2023,2.9600,-0.1000,-3.2680%,3.0600,2.8600,3.2000,"2,236,400","6,705,204.0000","7,534,985,144.0000",,,,,,
10-ก.พ.-2023,3.0600,-0.1000,-3.1646%,3.1600,3.0200,3.1800,"1,130,900","3,519,740.0000","7,541,690,348.0000",,,,,,
03-ก.พ.-2023,3.1600,+0.2400,+8.2192%,2.9200,2.8600,3.4000,"7,355,200","23,591,220.0000","7,545,210,088.0000",,,,,,
27-ม.ค.-2023,2.9200,+0.0200,+0.6897%,2.8600,2.8400,2.9200,"594,600","1,709,544.0000","7,521,618,868.0000",,,,,,
20-ม.ค.-2023,2.9000,+0.0200,+0.6944%,2.8800,2.8200,2.9000,"581,000","1,660,660.0000","7,519,909,324.0000",,,,,,
13-ม.ค.-2023,2.8800,+0.0600,+2.1277%,2.8200,2.7800,3.0000,"1,052,300","3,000,218.0000","7,518,248,664.0000",,,,,,
06-ม.ค.-2023,2.8200,0.0000,0.0000%,2.8000,2.7600,2.8400,"961,300","2,693,198.0000","7,515,248,446.0000",,,,,,
30-ธ.ค.-2022,2.8200,+0.1000,+3.6765%,2.7600,2.7000,2.8200,"749,600","2,058,132.0000","7,512,555,248.0000",,,,,,
23-ธ.ค.-2022,2.7200,-0.0600,-2.1583%,2.8000,2.7000,2.8000,"951,600","2,609,562.0000","7,510,497,116.0000",,,,,,
16-ธ.ค.-2022,2.7800,-0.0800,-2.7972%,2.8200,2.7800,2.8600,"830,400","2,327,782.0000","7,513,106,678.0000",,,,,,
09-ธ.ค.-2022,2.8600,-0.0200,-0.6944%,2.9600,2.8200,2.9600,"806,400","2,301,846.0000","7,515,434,460.0000",,,,,,
02-ธ.ค.-2022,2.8800,-0.0200,-0.6897%,2.8800,2.8400,2.9000,"989,400","2,832,168.0000","7,517,736,306.0000",,,,,,
25-พ.ย.-2022,2.9000,0.0000,0.0000%,2.9600,2.8600,2.9600,"674,100","1,947,924.0000","7,520,568,474.0000",,,,,,
18-พ.ย.-2022,2.9000,-0.0400,-1.3605%,2.9400,2.8400,2.9400,"903,800","2,600,560.0000","7,522,516,398.0000",,,,,,
11-พ.ย.-2022,2.9400,0.0000,0.0000%,2.9400,2.9000,2.9800,"1,102,500","3,222,808.0000","7,525,116,958.0000",,,,,,
04-พ.ย.-2022,2.9400,-0.0400,-1.3423%,3.0000,2.9400,3.0000,"670,000","1,986,602.0000","7,528,339,766.0000",,,,,,
28-ต.ค.-2022,2.9800,-0.0200,-0.6667%,3.0000,2.9600,3.0600,"1,141,600","3,405,112.0000","7,530,326,368.0000",,,,,,
21-ต.ค.-2022,3.0000,+0.0800,+2.7397%,2.9200,2.9000,3.1200,"2,481,100","7,478,788.0000","7,533,731,480.0000",,,,,,
14-ต.ค.-2022,2.9200,-0.0200,-0.6803%,2.9400,2.9000,3.4000,"3,261,000","10,060,148.0000","7,526,252,692.0000",,,,,,
07-ต.ค.-2022,2.9400,+0.0200,+0.6849%,2.9600,2.9000,2.9800,"855,700","2,492,902.0000","7,536,312,840.0000",,,,,,
30-ก.ย.-2022,2.9200,-0.0800,-2.6667%,3.0400,2.9200,3.0800,"1,897,700","5,638,642.0000","7,533,819,938.0000",,,,,,
23-ก.ย.-2022,3.0000,+0.0600,+2.0408%,2.9800,2.9200,3.1800,"3,648,100","10,881,464.0000","7,539,458,580.0000",,,,,,
16-ก.ย.-2022,2.9400,+0.0200,+0.6849%,2.9400,2.9200,3.1400,"3,127,800","9,462,128.0000","7,528,577,116.0000",,,,,,
09-ก.ย.-2022,2.9200,+0.0200,+0.6897%,2.9200,2.8800,2.9600,"1,642,300","4,791,254.0000","7,519,114,988.0000",,,,,,
02-ก.ย.-2022,2.9000,-0.2400,-7.6433%,3.1400,2.9000,3.2200,"3,616,100","11,004,606.0000","7,514,323,734.0000",,,,,,
26-ส.ค.-2022,3.1400,-0.0400,-1.2579%,3.1800,3.1200,3.2400,"1,462,700","4,637,022.0000","7,525,328,340.0000",,,,,,
19-ส.ค.-2022,3.1800,-0.1800,-5.3571%,3.4000,3.1200,3.4000,"3,667,900","11,765,154.0000","7,529,965,362.0000",,,,,,
12-ส.ค.-2022,3.3600,0.0000,0.0000%,3.3600,3.2800,3.4200,"1,159,900","3,875,232.0000","7,541,730,516.0000",,,,,,
05-ส.ค.-2022,3.3600,0.0000,0.0000%,3.3200,3.3000,3.4200,"1,517,600","5,090,270.0000","7,537,855,284.0000",,,,,,
29-ก.ค.-2022,3.3600,+0.0400,+1.2048%,3.3400,3.2800,3.4400,"1,339,100","4,475,382.0000","7,532,765,014.0000",,,,,,
22-ก.ค.-2022,3.3200,+0.1000,+3.1056%,3.2800,3.2000,3.4800,"8,689,500","29,261,626.0000","7,528,289,632.0000",,,,,,
15-ก.ค.-2022,3.2200,-0.1400,-4.1667%,3.3600,3.1600,3.4200,"1,645,800","5,380,284.0000","7,499,028,006.0000",,,,,,
08-ก.ค.-2022,3.3600,-0.1600,-4.5455%,3.5200,3.0600,3.5400,"6,029,500","19,728,954.0000","7,504,408,290.0000",,,,,,
01-ก.ค.-2022,3.5200,-0.1200,-3.2967%,3.7600,3.4800,3.8000,"3,352,800","12,198,174.0000","7,524,137,244.0000",,,,,,
24-มิ.ย.-2022,3.6400,-0.1000,-2.6738%,3.7000,3.6000,3.8000,"3,616,500","13,326,546.0000","7,536,335,418.0000",,,,,,
17-มิ.ย.-2022,3.7400,-0.2800,-6.9652%,3.9600,3.6200,4.1800,"20,237,300","80,111,752.0000","7,549,661,964.0000",,,,,,
10-มิ.ย.-2022,4.0200,0.0000,0.0000%,4.0400,3.9000,4.2200,"20,912,600","85,504,884.0000","7,629,773,716.0000",,,,,,
03-มิ.ย.-2022,4.0200,+0.0400,+1.0050%,4.0200,3.9600,4.2600,"14,839,300","61,084,258.0000","7,544,268,832.0000",,,,,,
27-พ.ค.-2022,3.9800,-0.0200,-0.5000%,4.0800,3.9400,4.1600,"12,500,600","50,325,910.0000","7,483,184,574.0000",,,,,,
20-พ.ค.-2022,4.0000,+0.2600,+6.9519%,3.7600,3.7600,4.1200,"7,816,600","31,180,024.0000","7,533,510,484.0000",,,,,,
13-พ.ค.-2022,3.7400,-0.4000,-9.6618%,4.0800,3.7400,4.1600,"10,125,500","39,920,210.0000","7,502,330,460.0000",,,,,,
06-พ.ค.-2022,4.1400,-0.4000,-8.8106%,4.4600,3.9800,4.4800,"6,480,100","27,809,416.0000","7,542,250,670.0000",,,,,,
29-เม.ย.-2022,4.5400,-0.1000,-2.1552%,4.5400,4.4200,4.7200,"30,352,700","139,215,404.0000","7,570,060,086.0000",,,,,,
22-เม.ย.-2022,4.6400,+0.4000,+9.4340%,4.3000,4.2800,5.1000,"186,265,800","904,151,030.0000","7,709,275,490.0000",,,,,,
15-เม.ย.-2022,4.2400,-0.3400,-7.4236%,4.5800,4.2000,4.6200,"13,981,500","60,532,336.0000","6,805,124,460.0000",,,,,,
08-เม.ย.-2022,4.5800,-0.1800,-3.7815%,4.7800,4.5600,5.0500,"86,998,500","421,148,445.0000","6,865,656,796.0000",,,,,,
01-เม.ย.-2022,4.7600,+0.6000,+14.4231%,4.1600,4.1200,5.3500,"431,124,000","2,054,934,730.0000","7,286,805,241.0000",,,,,,
25-มี.ค.-2022,4.1600,+0.4600,+12.4324%,3.6800,3.6400,5.2500,"322,464,500","1,501,746,230.0000","5,231,870,511.0000",,,,,,
18-มี.ค.-2022,3.7000,-0.1200,-3.1414%,3.8200,3.6000,3.9800,"23,029,000","87,449,024.0000","3,730,124,281.0000",,,,,,
11-มี.ค.-2022,3.8200,+0.2400,+6.7039%,3.5800,3.3200,3.8600,"32,912,200","119,784,564.0000","3,817,573,305.0000",,,,,,
04-มี.ค.-2022,3.5800,-0.4400,-10.9453%,3.9200,3.5800,3.9800,"41,095,500","156,340,644.0000","3,697,788,741.0000",,,,,,
25-ก.พ.-2022,4.0200,-0.3800,-8.6364%,4.4000,3.4200,4.9000,"177,700,000","749,376,298.0000","3,854,129,385.0000",,,,,,
18-ก.พ.-2022,4.4000,+1.2600,+40.1274%,3.1400,3.0800,6.4000,"384,523,600","1,887,365,440.0000","4,603,505,683.0000",,,,,,
11-ก.พ.-2022,3.1400,+0.0200,+0.6410%,3.1200,3.0200,3.2400,"1,860,700","5,791,600.0000","2,716,140,243.0000",,,,,,
04-ก.พ.-2022,3.1200,-0.0200,-0.6369%,3.1200,3.0600,3.1600,"1,335,500","4,148,294.0000","2,710,348,643.0000",,,,,,
28-ม.ค.-2022,3.1400,+0.0400,+1.2903%,3.0600,3.0400,3.2200,"3,156,100","9,894,076.0000","2,714,496,937.0000",,,,,,
21-ม.ค.-2022,3.1000,+0.0800,+2.6490%,3.0200,3.0000,3.2800,"6,903,500","21,841,686.0000","2,704,602,861.0000",,,,,,
14-ม.ค.-2022,3.0200,-0.0200,-0.6579%,3.0600,3.0200,3.1000,"1,532,900","4,690,892.0000","2,682,761,175.0000",,,,,,
07-ม.ค.-2022,3.0400,+0.0400,+1.3333%,3.0200,2.9400,3.1000,"2,957,400","8,930,332.0000","2,687,452,067.0000",,,,,,
31-ธ.ค.-2021,3.0000,+0.0600,+2.0408%,2.9400,2.8800,3.0200,"2,614,900","7,799,220.0000","2,678,521,735.0000",,,,,,
24-ธ.ค.-2021,2.9400,+0.1600,+5.7554%,2.8200,2.7200,3.0000,"3,941,600","11,464,090.0000","2,670,722,515.0000",,,,,,
17-ธ.ค.-2021,2.7800,-0.0400,-1.4184%,2.8400,2.7600,2.8400,"708,600","1,977,022.0000","2,659,258,425.0000",,,,,,
10-ธ.ค.-2021,2.8200,+0.0400,+1.4388%,2.8000,2.7800,2.8400,"1,551,400","4,375,562.0000","2,661,235,447.0000",,,,,,
03-ธ.ค.-2021,2.7800,-0.0200,-0.7143%,2.6400,2.6000,2.8200,"3,732,100","9,986,752.0000","2,656,859,885.0000",,,,,,
26-พ.ย.-2021,2.8000,-0.4000,-12.5000%,3.2200,2.7600,3.2200,"7,556,700","22,229,482.0000","2,666,846,637.0000",,,,,,
19-พ.ย.-2021,3.2000,0.0000,0.0000%,3.2000,3.1400,3.2600,"1,858,900","5,951,666.0000","2,689,076,119.0000",,,,,,
12-พ.ย.-2021,3.2000,+0.0600,+1.9108%,3.1000,3.1000,3.2000,"862,200","2,709,840.0000","2,683,124,453.0000",,,,,,
05-พ.ย.-2021,3.1400,-0.0400,-1.2579%,3.1200,3.0000,3.2000,"1,405,400","4,390,444.0000","2,680,414,613.0000",,,,,,
29-ต.ค.-2021,3.1800,+0.0400,+1.2739%,3.1800,3.1000,3.2200,"1,819,700","5,737,144.0000","2,684,805,057.0000",,,,,,
22-ต.ค.-2021,3.1400,-0.0200,-0.6329%,3.1600,3.0800,3.2800,"1,706,700","5,426,884.0000","2,679,067,913.0000",,,,,,
15-ต.ค.-2021,3.1600,+0.3000,+10.4895%,2.8600,2.8600,3.4000,"6,347,800","20,022,966.0000","2,684,494,797.0000",,,,,,
08-ต.ค.-2021,2.8600,-0.0400,-1.3793%,2.9400,2.8200,2.9400,"1,684,300","4,838,164.0000","2,664,471,831.0000",,,,,,
01-ต.ค.-2021,2.9000,+0.0400,+1.3986%,2.9800,2.8000,3.0600,"8,069,700","24,018,494.0000","2,669,309,995.0000",,,,,,
24-ก.ย.-2021,2.8600,+0.1400,+5.1471%,2.7400,2.6000,2.9600,"7,774,900","21,761,674.0000","2,645,291,501.0000",,,,,,
17-ก.ย.-2021,2.7200,+0.1800,+7.0866%,2.5200,2.5200,2.7200,"3,814,600","10,065,760.0000","2,623,529,827.0000",,,,,,
10-ก.ย.-2021,2.5400,-0.0600,-2.3077%,2.5600,2.5200,2.6200,"2,339,200","5,974,748.0000","2,613,464,067.0000",,,,,,
03-ก.ย.-2021,2.6000,-0.0600,-2.2556%,2.6600,2.5600,2.7600,"8,214,800","22,072,226.0000","2,619,438,815.0000",,,,,,
27-ส.ค.-2021,2.6600,0.0000,0.0000%,2.7800,2.6600,2.8000,"10,469,400","28,561,252.0000","2,641,511,041.0000",,,,,,
20-ส.ค.-2021,2.6600,+0.3200,+13.6752%,2.3400,2.3400,2.6800,"14,167,600","36,136,780.0000","2,612,949,789.0000",,,,,,
13-ส.ค.-2021,2.3400,-0.0200,-0.8475%,2.3800,2.2600,2.5600,"17,262,400","42,293,400.0000","2,576,813,009.0000",,,,,,
06-ส.ค.-2021,2.3600,+0.1600,+7.2727%,2.2200,2.2000,2.6000,"49,105,900","119,075,236.0000","2,619,106,409.0000",,,,,,
