Stark Corporation Ord Shs | Price History                                          12-Sep-2024 14:25,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
STARK.BK^I24,,,,,,,,,,,,,,,
Interval: Weekly,,,,,,,,,,,,,,,
History Period: 10 Years,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
VAP: Total,"59,983,159,327",,,,,,,,,,,,,,
Price,Volume,%Volume,Count,%Count,,,,,,,,,,,
16-ธ.ค.-2022,2.48,-0.78,-23.93%,3.26,2.26,3.28,"971,059,500","2,608,718,212.00","19,627,732,260.00",,,,,,
09-ธ.ค.-2022,3.26,-0.02,-0.61%,3.28,3.26,3.38,"121,915,500","403,625,078.00","22,236,450,472.00",,,,,,
02-ธ.ค.-2022,3.28,0.00,0.00%,3.26,3.18,3.34,"159,737,200","520,827,950.00","22,640,075,550.00",,,,,,
25-พ.ย.-2022,3.28,+0.12,+3.80%,3.18,3.18,3.34,"174,880,800","572,656,412.00","22,119,247,600.00",,,,,,
18-พ.ย.-2022,3.16,-0.24,-7.06%,3.32,3.16,3.40,"125,536,000","413,302,284.00","21,546,591,188.00",,,,,,
11-พ.ย.-2022,3.40,-0.02,-0.58%,3.42,3.26,3.44,"126,773,800","425,791,686.00","21,959,893,472.00",,,,,,
04-พ.ย.-2022,3.42,+0.22,+6.87%,3.22,3.16,3.48,"300,976,100","994,304,844.00","22,385,685,158.00",,,,,,
28-ต.ค.-2022,3.20,-0.06,-1.84%,3.30,3.18,3.40,"212,694,400","699,477,950.00","21,391,380,314.00",,,,,,
21-ต.ค.-2022,3.26,-0.50,-13.30%,3.78,3.22,3.80,"457,549,500","1,617,651,658.00","22,090,858,264.00",,,,,,
14-ต.ค.-2022,3.76,+0.08,+2.17%,3.64,3.60,3.92,"191,195,300","715,807,548.00","23,708,509,922.00",,,,,,
07-ต.ค.-2022,3.68,-0.40,-9.80%,4.06,3.66,4.06,"227,061,600","870,952,900.00","22,992,702,374.00",,,,,,
30-ก.ย.-2022,4.08,0.00,0.00%,4.06,3.80,4.08,"200,099,100","795,052,064.00","23,863,655,274.00",,,,,,
23-ก.ย.-2022,4.08,-0.02,-0.49%,4.10,4.04,4.14,"41,222,300","168,164,528.00","24,658,707,338.00",,,,,,
16-ก.ย.-2022,4.10,-0.04,-0.97%,4.16,4.08,4.28,"89,273,200","372,454,886.00","24,826,871,866.00",,,,,,
09-ก.ย.-2022,4.14,+0.06,+1.47%,4.06,4.06,4.16,"44,965,300","185,082,168.00","25,199,326,752.00",,,,,,
02-ก.ย.-2022,4.08,+0.04,+0.99%,4.02,4.00,4.18,"113,003,500","463,698,492.00","25,014,244,584.00",,,,,,
26-ส.ค.-2022,4.04,-0.06,-1.46%,4.08,3.96,4.18,"143,862,500","583,650,216.00","24,550,546,092.00",,,,,,
19-ส.ค.-2022,4.10,-0.20,-4.65%,4.30,4.06,4.34,"111,357,500","465,293,742.00","25,134,196,308.00",,,,,,
12-ส.ค.-2022,4.30,+0.04,+0.94%,4.26,4.24,4.44,"42,468,000","184,144,044.00","25,599,490,050.00",,,,,,
05-ส.ค.-2022,4.26,-0.06,-1.39%,4.36,4.24,4.52,"112,487,300","496,372,474.00","25,415,346,006.00",,,,,,
29-ก.ค.-2022,4.32,+0.12,+2.86%,4.18,4.18,4.40,"38,114,300","164,447,608.00","25,911,718,480.00",,,,,,
22-ก.ค.-2022,4.20,+0.20,+5.00%,4.02,4.00,4.22,"45,868,400","190,110,190.00","25,747,270,872.00",,,,,,
15-ก.ค.-2022,4.00,-0.16,-3.85%,4.14,3.90,4.20,"51,383,600","208,754,102.00","25,557,160,682.00",,,,,,
08-ก.ค.-2022,4.16,-0.10,-2.35%,4.26,4.06,4.28,"63,564,200","264,793,096.00","25,765,914,784.00",,,,,,
01-ก.ค.-2022,4.26,-0.06,-1.39%,4.34,4.24,4.42,"50,159,300","217,561,924.00","26,030,707,880.00",,,,,,
24-มิ.ย.-2022,4.32,-0.14,-3.14%,4.44,4.26,4.46,"65,811,500","286,688,284.00","26,248,269,804.00",,,,,,
17-มิ.ย.-2022,4.46,-0.20,-4.29%,4.58,4.34,4.64,"90,142,500","405,250,336.00","26,534,958,088.00",,,,,,
10-มิ.ย.-2022,4.66,-0.16,-3.32%,4.86,4.66,4.92,"96,948,100","464,668,438.00","26,940,208,424.00",,,,,,
03-มิ.ย.-2022,4.82,-0.08,-1.63%,4.90,4.80,5.05,"193,072,000","954,334,552.00","27,404,876,862.00",,,,,,
27-พ.ค.-2022,4.90,+0.20,+4.26%,4.76,4.72,5.10,"451,787,000","2,217,805,737.00","28,359,211,414.00",,,,,,
20-พ.ค.-2022,4.70,+0.62,+15.20%,4.10,4.08,4.76,"217,746,200","975,717,050.00","26,141,405,677.00",,,,,,
13-พ.ค.-2022,4.08,-0.62,-13.19%,4.68,4.04,4.74,"244,289,600","1,059,886,120.00","25,165,688,627.00",,,,,,
06-พ.ค.-2022,4.70,0.00,0.00%,4.68,4.56,4.74,"75,076,500","350,149,136.00","26,225,574,747.00",,,,,,
29-เม.ย.-2022,4.70,+0.10,+2.17%,4.54,4.50,4.76,"111,117,800","515,961,756.00","25,875,425,611.00",,,,,,
22-เม.ย.-2022,4.60,+0.16,+3.60%,4.42,4.42,4.70,"78,101,400","358,274,844.00","25,359,463,855.00",,,,,,
15-เม.ย.-2022,4.44,-0.06,-1.33%,4.50,4.38,4.50,"33,675,500","149,386,184.00","25,001,189,011.00",,,,,,
08-เม.ย.-2022,4.50,-0.16,-3.43%,4.70,4.44,4.72,"64,900,800","297,072,796.00","25,150,575,195.00",,,,,,
01-เม.ย.-2022,4.66,+0.04,+0.87%,4.60,4.56,4.74,"86,450,200","404,663,256.00","25,447,647,991.00",,,,,,
25-มี.ค.-2022,4.62,+0.06,+1.32%,4.56,4.52,4.78,"173,639,700","811,230,376.00","25,042,984,735.00",,,,,,
18-มี.ค.-2022,4.56,+0.10,+2.24%,4.46,4.36,4.58,"79,769,100","354,801,416.00","24,231,754,359.00",,,,,,
11-มี.ค.-2022,4.46,-0.04,-0.89%,4.48,4.24,4.62,"128,183,800","570,004,112.00","23,876,952,943.00",,,,,,
04-มี.ค.-2022,4.50,-0.10,-2.17%,4.60,4.50,4.70,"164,295,500","758,832,804.00","24,446,957,055.00",,,,,,
25-ก.พ.-2022,4.60,+0.28,+6.48%,4.32,4.20,4.66,"290,445,300","1,290,937,446.00","25,205,789,859.00",,,,,,
18-ก.พ.-2022,4.32,0.00,0.00%,4.30,4.22,4.42,"96,996,900","420,568,100.00","23,914,852,413.00",,,,,,
11-ก.พ.-2022,4.32,-0.10,-2.26%,4.44,4.30,4.44,"117,231,900","513,421,750.00","24,335,420,513.00",,,,,,
04-ก.พ.-2022,4.42,-0.04,-0.90%,4.46,4.42,4.58,"109,733,400","493,935,268.00","24,848,842,263.00",,,,,,
28-ม.ค.-2022,4.46,-0.12,-2.62%,4.54,4.40,4.56,"104,183,700","465,316,138.00","25,342,777,531.00",,,,,,
21-ม.ค.-2022,4.58,+0.06,+1.33%,4.52,4.36,4.60,"247,992,700","1,119,078,608.00","25,808,093,669.00",,,,,,
14-ม.ค.-2022,4.52,-0.12,-2.59%,4.66,4.48,4.68,"258,042,400","1,176,738,900.00","24,689,015,061.00",,,,,,
07-ม.ค.-2022,4.64,-0.10,-2.11%,4.74,4.52,4.78,"294,694,200","1,359,656,560.00","25,865,753,961.00",,,,,,
31-ธ.ค.-2021,4.74,-0.18,-3.66%,4.90,4.70,4.90,"172,092,700","821,121,488.00","27,225,410,521.00",,,,,,
24-ธ.ค.-2021,4.92,+0.14,+2.93%,4.78,4.70,5.05,"356,786,200","1,733,341,060.00","28,046,532,009.00",,,,,,
17-ธ.ค.-2021,4.78,-0.16,-3.24%,4.96,4.72,4.98,"148,271,300","718,461,990.00","26,313,190,949.00",,,,,,
10-ธ.ค.-2021,4.94,-0.04,-0.80%,5.00,4.76,5.05,"98,497,800","483,644,600.00","27,031,652,939.00",,,,,,
03-ธ.ค.-2021,4.98,+0.08,+1.63%,4.86,4.66,5.15,"292,349,800","1,419,956,759.00","27,515,297,539.00",,,,,,
26-พ.ย.-2021,4.90,+0.10,+2.08%,4.78,4.68,5.05,"264,245,500","1,292,243,620.00","26,095,340,780.00",,,,,,
19-พ.ย.-2021,4.80,+0.08,+1.69%,4.76,4.60,4.84,"221,809,200","1,051,023,386.00","24,803,097,160.00",,,,,,
12-พ.ย.-2021,4.72,+0.26,+5.83%,4.44,4.44,4.76,"336,783,500","1,552,372,858.00","23,752,073,774.00",,,,,,
05-พ.ย.-2021,4.46,+0.06,+1.36%,4.40,4.26,4.46,"114,188,200","499,319,426.00","22,199,700,916.00",,,,,,
29-ต.ค.-2021,4.40,-0.06,-1.35%,4.40,4.22,4.44,"217,849,500","945,850,814.00","21,700,381,490.00",,,,,,
22-ต.ค.-2021,4.46,0.00,0.00%,4.48,4.38,4.54,"246,184,100","1,093,999,094.00","22,646,232,304.00",,,,,,
15-ต.ค.-2021,4.46,-0.84,-15.85%,5.30,4.36,5.30,"1,421,076,000","6,570,394,333.00","23,740,231,398.00",,,,,,
08-ต.ค.-2021,5.30,+0.34,+6.85%,5.00,4.98,5.45,"477,627,200","2,472,032,186.00","30,310,625,731.00",,,,,,
01-ต.ค.-2021,4.96,+0.30,+6.44%,4.66,4.62,5.05,"706,716,200","3,471,796,323.00","27,838,593,545.00",,,,,,
24-ก.ย.-2021,4.66,+0.28,+6.39%,4.34,4.34,4.72,"327,327,000","1,497,573,154.00","24,366,797,222.00",,,,,,
17-ก.ย.-2021,4.38,+0.10,+2.34%,4.30,4.30,4.60,"744,301,900","3,304,595,802.00","22,869,224,068.00",,,,,,
10-ก.ย.-2021,4.28,-0.02,-0.47%,4.30,4.24,4.36,"90,243,300","388,104,818.00","19,564,628,266.00",,,,,,
03-ก.ย.-2021,4.30,0.00,0.00%,4.30,4.28,4.42,"152,894,000","661,341,766.00","19,952,733,084.00",,,,,,
27-ส.ค.-2021,4.30,-0.08,-1.83%,4.46,4.26,4.46,"189,216,700","820,380,182.00","20,614,074,850.00",,,,,,
20-ส.ค.-2021,4.38,+0.02,+0.46%,4.32,4.10,4.46,"274,856,300","1,191,368,956.00","21,434,455,032.00",,,,,,
13-ส.ค.-2021,4.36,+0.06,+1.40%,4.34,4.30,4.44,"260,976,300","1,141,603,720.00","20,243,086,076.00",,,,,,
06-ส.ค.-2021,4.30,+0.02,+0.47%,4.24,4.20,4.36,"158,686,500","680,999,648.00","19,101,482,356.00",,,,,,
30-ก.ค.-2021,4.28,+0.04,+0.94%,4.26,4.18,4.38,"320,756,700","1,383,081,920.00","18,420,482,708.00",,,,,,
23-ก.ค.-2021,4.24,+0.04,+0.95%,4.12,4.02,4.28,"423,319,600","1,764,574,336.00","17,037,400,788.00",,,,,,
16-ก.ค.-2021,4.20,+0.34,+8.81%,3.86,3.84,4.28,"616,116,800","2,545,844,618.00","15,272,826,452.00",,,,,,
09-ก.ค.-2021,3.86,-0.04,-1.03%,3.90,3.78,4.10,"305,997,600","1,215,997,294.00","12,726,981,834.00",,,,,,
02-ก.ค.-2021,3.90,+0.10,+2.63%,3.76,3.68,4.04,"236,466,100","920,680,566.00","13,942,979,128.00",,,,,,
25-มิ.ย.-2021,3.80,0.00,0.00%,3.78,3.76,4.04,"371,212,400","1,452,867,426.00","13,022,298,562.00",,,,,,
18-มิ.ย.-2021,3.80,-0.30,-7.32%,4.12,3.76,4.12,"465,343,800","1,833,731,498.00","14,475,165,988.00",,,,,,
11-มิ.ย.-2021,4.10,-0.02,-0.49%,4.14,4.08,4.22,"254,159,100","1,050,321,416.00","16,308,897,486.00",,,,,,
04-มิ.ย.-2021,4.12,+0.04,+0.98%,4.08,4.08,4.18,"184,005,100","758,814,554.00","17,359,218,902.00",,,,,,
28-พ.ค.-2021,4.08,0.00,0.00%,4.10,4.08,4.18,"163,423,800","672,684,866.00","16,600,404,348.00",,,,,,
21-พ.ค.-2021,4.08,-0.10,-2.39%,4.08,4.04,4.24,"244,570,700","1,011,385,636.00","17,273,089,214.00",,,,,,
14-พ.ค.-2021,4.18,-0.22,-5.00%,4.42,3.92,4.46,"381,557,000","1,633,921,320.00","18,284,474,850.00",,,,,,
07-พ.ค.-2021,4.40,+0.08,+1.85%,4.36,4.32,4.54,"324,834,700","1,440,247,506.00","19,918,396,170.00",,,,,,
30-เม.ย.-2021,4.32,-0.22,-4.85%,4.54,4.32,4.56,"344,586,300","1,520,148,550.00","18,478,148,664.00",,,,,,
23-เม.ย.-2021,4.54,+0.10,+2.25%,4.46,4.38,4.58,"712,977,700","3,199,992,626.00","19,998,297,214.00",,,,,,
16-เม.ย.-2021,4.44,-0.10,-2.20%,4.52,4.28,4.56,"278,535,300","1,231,908,922.00","16,798,304,588.00",,,,,,
09-เม.ย.-2021,4.54,+0.36,+8.61%,4.20,4.16,4.76,"1,735,424,100","7,743,489,838.00","18,030,213,510.00",,,,,,
02-เม.ย.-2021,4.18,+0.02,+0.48%,4.18,4.14,4.30,"389,343,900","1,640,533,450.00","10,286,723,672.00",,,,,,
26-มี.ค.-2021,4.16,-0.04,-0.95%,4.20,4.12,4.28,"257,314,500","1,078,156,274.00","8,646,190,222.00",,,,,,
19-มี.ค.-2021,4.20,-0.06,-1.41%,4.26,4.04,4.28,"660,948,000","2,758,831,542.00","9,724,346,496.00",,,,,,
12-มี.ค.-2021,4.26,+0.10,+2.40%,4.18,4.06,4.48,"461,823,100","1,981,566,740.00","12,483,178,038.00",,,,,,
05-มี.ค.-2021,4.16,0.00,0.00%,4.12,4.00,4.26,"236,604,400","976,442,038.00","10,501,611,298.00",,,,,,
26-ก.พ.-2021,4.16,-0.06,-1.42%,4.24,4.06,4.32,"220,183,400","924,069,126.00","11,478,053,336.00",,,,,,
19-ก.พ.-2021,4.22,-0.06,-1.40%,4.30,4.12,4.36,"238,736,900","1,015,052,908.00","12,402,122,462.00",,,,,,
12-ก.พ.-2021,4.28,-0.06,-1.38%,4.36,4.20,4.58,"198,844,500","878,777,648.00","13,417,175,370.00",,,,,,
05-ก.พ.-2021,4.34,-0.08,-1.81%,4.42,4.32,4.52,"195,235,900","862,000,528.00","14,295,953,018.00",,,,,,
29-ม.ค.-2021,4.42,-0.20,-4.33%,4.68,4.34,4.72,"178,364,500","810,194,720.00","15,157,953,546.00",,,,,,
22-ม.ค.-2021,4.62,-0.04,-0.86%,4.66,4.44,4.82,"322,164,800","1,503,559,758.00","15,968,148,266.00",,,,,,
15-ม.ค.-2021,4.66,+0.04,+0.87%,4.70,4.56,5.05,"649,234,200","3,142,123,665.00","17,471,708,024.00",,,,,,
08-ม.ค.-2021,4.62,+0.36,+8.45%,4.18,4.16,4.84,"514,265,700","2,352,035,164.00","14,329,584,359.00",,,,,,
01-ม.ค.-2021,4.26,-0.84,-16.45%,5.22,4.00,5.43,"854,148,250","4,067,172,061.00","11,977,549,195.00",,,,,,
25-ธ.ค.-2020,5.10,+0.47,+10.26%,4.51,4.27,5.34,"786,381,950","3,813,358,694.00","16,044,721,256.00",,,,,,
18-ธ.ค.-2020,4.62,+0.55,+13.59%,4.15,4.11,4.62,"589,764,750","2,609,257,970.00","12,231,362,562.00",,,,,,
11-ธ.ค.-2020,4.07,+0.28,+7.29%,3.79,3.75,4.07,"291,416,050","1,151,916,296.00","9,622,104,592.00",,,,,,
04-ธ.ค.-2020,3.79,+0.20,+5.49%,3.62,3.60,3.87,"391,789,000","1,480,127,638.00","8,470,188,296.00",,,,,,
27-พ.ย.-2020,3.60,+0.04,+1.11%,3.62,3.52,3.72,"325,929,000","1,191,430,278.00","6,990,060,658.00",,,,,,
20-พ.ย.-2020,3.56,-0.10,-2.70%,3.64,3.48,3.70,"386,661,400","1,407,842,461.00","5,798,630,380.00",,,,,,
13-พ.ย.-2020,3.66,+0.16,+4.52%,3.58,3.34,3.77,"679,062,750","2,473,519,876.00","7,206,472,841.00",,,,,,
06-พ.ย.-2020,3.50,+0.45,+14.94%,3.06,3.04,3.58,"1,068,099,100","3,588,766,415.00","4,732,952,965.00",,,,,,
30-ต.ค.-2020,3.04,-0.85,-21.83%,3.89,2.81,3.93,"783,537,400","2,371,966,802.00","1,144,186,550.00",,,,,,
23-ต.ค.-2020,3.89,-0.06,-1.50%,3.99,3.87,3.99,"10,964,000","43,368,858.00","3,516,153,352.00",,,,,,
16-ต.ค.-2020,3.95,-0.08,-1.96%,4.07,3.95,4.07,"5,080,150","20,557,242.00","3,559,522,210.00",,,,,,
09-ต.ค.-2020,4.03,-0.08,-1.92%,4.15,4.03,4.15,"5,318,850","21,931,866.00","3,580,079,452.00",,,,,,
02-ต.ค.-2020,4.11,0.00,0.00%,4.15,4.07,4.19,"11,609,750","48,440,410.00","3,602,011,318.00",,,,,,
25-ก.ย.-2020,4.11,+0.08,+1.96%,4.03,3.99,4.15,"13,280,350","54,648,240.00","3,553,570,908.00",,,,,,
18-ก.ย.-2020,4.03,+0.04,+0.99%,3.99,3.91,4.07,"19,673,650","79,283,919.00","3,498,922,668.00",,,,,,
11-ก.ย.-2020,3.99,-0.12,-2.88%,4.15,3.99,4.15,"6,916,750","28,328,190.00","3,419,638,749.00",,,,,,
04-ก.ย.-2020,4.11,+0.04,+0.97%,4.11,4.03,4.19,"13,843,600","57,736,764.00","3,447,966,939.00",,,,,,
28-ส.ค.-2020,4.07,+0.04,+0.98%,4.03,3.99,4.15,"19,948,600","82,543,942.00","3,390,230,175.00",,,,,,
21-ส.ค.-2020,4.03,-0.08,-1.92%,4.11,3.93,4.15,"27,417,600","111,509,150.00","3,307,686,233.00",,,,,,
14-ส.ค.-2020,4.11,-0.08,-1.89%,4.23,4.07,4.27,"26,003,450","110,079,410.00","3,419,195,383.00",,,,,,
07-ส.ค.-2020,4.19,-0.16,-3.64%,4.35,4.15,4.55,"99,081,300","439,006,354.00","3,529,274,793.00",,,,,,
31-ก.ค.-2020,4.35,-0.08,-1.79%,4.43,4.27,4.47,"43,587,700","192,694,022.00","3,968,281,147.00",,,,,,
24-ก.ค.-2020,4.43,+0.12,+2.75%,4.31,4.23,4.51,"75,419,250","333,886,834.00","4,160,975,169.00",,,,,,
17-ก.ค.-2020,4.31,0.00,0.00%,4.31,4.11,4.43,"92,853,900","403,779,654.00","3,827,088,335.00",,,,,,
10-ก.ค.-2020,4.31,+0.08,+1.87%,4.31,4.15,4.31,"52,365,850","224,711,430.00","3,423,308,681.00",,,,,,
03-ก.ค.-2020,4.23,+0.16,+3.88%,4.03,3.99,4.27,"74,123,600","310,086,110.00","3,198,597,251.00",,,,,,
26-มิ.ย.-2020,4.07,-0.20,-4.63%,4.27,4.03,4.27,"54,466,150","228,841,888.00","2,888,511,141.00",,,,,,
19-มิ.ย.-2020,4.27,+0.28,+6.93%,4.07,4.07,4.51,"154,331,150","667,355,798.00","3,117,353,029.00",,,,,,
12-มิ.ย.-2020,3.99,-0.08,-1.94%,4.07,3.91,4.11,"35,779,350","144,794,193.00","2,449,997,231.00",,,,,,
05-มิ.ย.-2020,4.07,+0.12,+3.00%,4.15,3.99,4.27,"77,832,150","324,662,434.00","2,594,791,424.00",,,,,,
29-พ.ค.-2020,3.95,-0.59,-13.04%,4.66,3.83,5.02,"246,821,700","1,041,910,319.00","2,270,128,990.00",,,,,,
22-พ.ค.-2020,4.55,+0.04,+0.88%,4.55,4.39,4.62,"13,315,800","60,597,756.00","3,312,039,309.00",,,,,,
15-พ.ค.-2020,4.51,+0.12,+2.70%,4.58,4.39,4.78,"23,570,500","109,253,650.00","3,251,441,553.00",,,,,,
08-พ.ค.-2020,4.39,+0.08,+1.83%,4.35,4.35,4.55,"5,131,550","23,022,920.00","3,142,187,903.00",,,,,,
01-พ.ค.-2020,4.31,-0.04,-0.91%,4.39,4.27,4.78,"11,457,950","51,718,312.00","3,119,164,983.00",,,,,,
24-เม.ย.-2020,4.35,+0.04,+0.92%,4.35,4.27,4.51,"9,278,050","40,998,860.00","3,170,883,295.00",,,,,,
17-เม.ย.-2020,4.31,+0.63,+17.20%,3.70,3.62,4.58,"27,863,700","121,397,533.00","3,129,884,435.00",,,,,,
10-เม.ย.-2020,3.68,+0.02,+0.54%,3.68,3.62,3.79,"1,656,200","6,206,263.00","3,008,486,902.00",,,,,,
03-เม.ย.-2020,3.66,0.00,0.00%,3.68,3.50,3.70,"1,736,850","6,335,472.00","3,002,280,639.00",,,,,,
27-มี.ค.-2020,3.66,-0.22,-5.61%,3.77,3.54,3.77,"1,890,650","6,984,002.00","3,008,616,111.00",,,,,,
20-มี.ค.-2020,3.87,+0.04,+1.03%,3.81,3.48,3.91,"2,670,350","9,912,423.00","3,015,600,113.00",,,,,,
13-มี.ค.-2020,3.83,-0.12,-3.00%,3.95,3.68,3.99,"2,257,100","8,770,923.00","3,005,687,690.00",,,,,,
06-มี.ค.-2020,3.95,-0.04,-0.99%,4.03,3.87,4.15,"2,011,850","8,091,027.00","3,014,458,613.00",,,,,,
28-ก.พ.-2020,3.99,-0.36,-8.18%,4.31,3.89,4.31,"4,524,700","18,768,981.00","3,022,549,640.00",,,,,,
21-ก.พ.-2020,4.35,+0.04,+0.92%,4.35,4.27,4.39,"1,610,400","7,023,752.00","3,041,318,621.00",,,,,,
14-ก.พ.-2020,4.31,-0.04,-0.91%,4.35,4.23,4.55,"7,295,900","32,630,516.00","3,034,294,869.00",,,,,,
07-ก.พ.-2020,4.35,+0.08,+1.85%,4.31,4.15,4.43,"3,535,350","15,263,278.00","3,066,925,385.00",,,,,,
31-ม.ค.-2020,4.27,-0.16,-3.57%,4.39,4.11,4.43,"5,348,650","23,237,564.00","3,051,662,107.00",,,,,,
24-ม.ค.-2020,4.43,-0.04,-0.88%,4.51,4.27,4.51,"4,655,750","20,581,702.00","3,074,899,671.00",,,,,,
17-ม.ค.-2020,4.47,0.00,0.00%,4.47,4.27,4.62,"9,292,150","41,956,046.00","3,095,481,373.00",,,,,,
10-ม.ค.-2020,4.47,+0.16,+3.67%,4.23,4.03,4.47,"12,239,050","52,961,772.00","3,053,525,327.00",,,,,,
03-ม.ค.-2020,4.31,+0.32,+7.92%,4.03,4.03,4.31,"7,770,300","32,925,580.00","3,000,563,555.00",,,,,,
27-ธ.ค.-2019,3.99,+0.10,+2.54%,3.91,3.91,4.07,"2,776,500","11,153,380.00","2,967,637,975.00",,,,,,
20-ธ.ค.-2019,3.89,-0.02,-0.51%,3.95,3.87,3.95,"1,214,550","4,795,050.00","2,956,484,595.00",,,,,,
13-ธ.ค.-2019,3.91,+0.02,+0.51%,3.99,3.87,3.99,"1,745,200","6,941,490.00","2,961,279,645.00",,,,,,
06-ธ.ค.-2019,3.89,+0.04,+1.03%,3.87,3.79,3.93,"1,668,250","6,478,980.00","2,954,338,155.00",,,,,,
