Period End Date,Current Ratio,Pretax ROE,Times Interest Earned,Reinvestment Rate,Debt/Equity,Quick Ratio,Gross Margin,ROE,x Earnings Retention,Net Margin,x Tax Complement,x Leverage (Assets/Equity),Pretax Margin,Cash Cycle (Days),% LT Debt to Total Capital,(Total Debt - Cash) / EBITDA,x Pretax Margin,Effective Tax Rate,Pretax ROA,EBITDA Margin,Assets/Equity,Operating Margin,Asset Turnover,Company name,Fraud
Sep-2011 ,1.64,2.8,7.5,2.5,0.44,0.75,23.0,2.5,1.0,3.8,0.9,1.8,4.3,150.5,0.9,7.9,4.3,10.2,1.6,7.9,1.8,4.9,0.36,TMIm,0
Dec-2011 ,1.69,3.3,8.6,3.4,0.48,0.79,24.1,3.4,1.0,5.2,1.01,1.77,5.1,157.4,0.7,8.12,5.1,-1.1,1.9,8.2,1.77,5.8,0.37,TMIm,0
Mar-2012 ,1.69,8.7,20.9,8.4,0.4,0.83,27.5,8.4,1.0,11.8,0.96,1.78,12.3,147.6,0.8,4.03,12.3,4.1,4.9,14.9,1.78,12.9,0.4,TMIm,0
Jun-2012 ,1.71,4.8,15.2,4.7,0.45,0.76,27.1,4.7,1.0,8.3,0.99,1.81,8.4,186.8,2.5,6.41,8.4,1.4,2.7,11.6,1.81,9.0,0.32,TMIm,0
Sep-2012 ,1.7,3.0,7.5,2.9,0.53,0.72,25.6,2.9,1.0,5.2,0.98,1.88,5.3,202.0,4.4,10.06,5.3,1.6,1.6,8.6,1.88,6.1,0.3,TMIm,0
Dec-2012 ,1.68,2.0,5.5,-5.8,0.57,0.74,27.4,2.0,-2.88,3.3,1.02,1.91,3.2,195.8,5.4,14.44,3.2,-2.2,1.0,6.2,1.91,3.9,0.32,TMIm,0
Mar-2013 ,1.74,4.0,10.2,3.8,0.57,0.67,29.2,3.8,1.0,6.9,0.95,1.86,7.3,226.9,5.7,9.76,7.3,5.4,2.1,10.5,1.86,8.1,0.29,TMIm,0
Jun-2013 ,1.57,2.0,4.3,1.9,0.75,0.58,30.1,1.9,1.0,3.7,1.0,2.01,3.7,253.0,5.8,16.44,3.7,0.5,1.0,7.4,2.01,4.8,0.27,TMIm,0
Sep-2013 ,1.55,0.5,1.5,0.5,0.73,0.61,28.3,0.5,1.0,1.0,1.07,2.03,0.9,248.1,5.5,23.34,0.9,-7.0,0.2,5.6,2.03,2.9,0.27,TMIm,0
Dec-2013 ,1.61,-0.4,0.5,-3.3,0.63,0.73,27.6,-0.3,0.0,-0.6,0.0,1.93,-0.6,221.2,5.5,31.93,-0.6,0.0,-0.2,3.5,1.93,0.7,0.29,TMIm,0
Mar-2014 ,1.66,-2.1,-2.5,-2.1,0.57,0.67,26.8,-2.1,0.0,-4.1,0.0,1.86,-4.2,229.8,5.5,418.68,-4.2,0.0,-1.1,0.3,1.86,-3.0,0.27,TMIm,0
Jun-2014 ,1.5,-3.1,-3.5,-3.0,0.75,0.52,26.7,-3.0,0.0,-6.0,0.0,2.07,-6.1,248.4,5.0,0.0,-6.1,0.0,-1.6,-1.5,2.07,-4.7,0.26,TMIm,0
Sep-2014 ,1.48,2.3,3.6,2.4,0.8,0.61,28.7,2.4,1.0,3.2,1.04,2.14,3.1,191.7,4.5,15.39,3.1,-3.9,1.1,6.5,2.14,4.2,0.35,TMIm,0
Dec-2014 ,1.55,2.0,3.2,1.0,0.72,0.68,31.5,2.1,0.5,2.7,1.04,2.08,2.7,195.3,4.0,16.22,2.7,-3.6,1.0,5.9,2.08,3.9,0.36,TMIm,0
Mar-2015 ,1.58,1.7,3.2,1.3,0.63,0.77,28.6,1.3,1.0,1.9,0.77,2.05,2.4,194.6,3.9,16.34,2.4,23.0,0.8,5.6,2.05,3.5,0.34,TMIm,0
Jun-2015 ,1.55,-3.4,-3.9,-2.9,0.68,0.73,27.6,-2.9,0.0,-4.7,0.0,2.09,-5.4,211.7,3.7,0.0,-5.4,0.0,-1.6,-2.0,2.09,-4.3,0.3,TMIm,0
Sep-2015 ,1.76,-2.1,-2.0,-2.1,0.56,0.89,29.0,-2.1,0.0,-3.8,0.0,1.89,-3.8,234.1,3.1,0.0,-3.8,0.0,-1.0,0.0,1.89,-2.5,0.28,TMIm,0
Dec-2015 ,1.98,3.9,9.4,-0.7,0.35,1.08,29.1,3.6,-0.19,5.6,0.92,1.71,6.1,183.3,3.2,6.34,6.1,7.7,2.1,9.0,1.71,6.8,0.35,TMIm,0
Mar-2016 ,2.33,1.1,3.8,1.2,0.19,1.13,32.7,1.2,1.0,2.4,1.11,1.54,2.2,222.2,3.4,9.27,2.2,-10.9,0.6,5.4,1.54,2.9,0.3,TMIm,0
Jun-2016 ,1.66,-0.8,-0.7,-0.8,0.69,1.06,31.0,-0.8,0.0,-1.7,0.0,2.02,-1.8,217.6,2.3,20.58,-1.8,0.0,-0.5,1.8,2.02,-0.7,0.27,TMIm,0
Sep-2016 ,1.64,-2.9,-2.2,-2.7,0.71,1.03,30.5,-2.7,0.0,-6.0,0.0,2.03,-6.3,233.2,2.1,0.0,-6.3,0.0,-1.4,-1.6,2.03,-4.4,0.22,TMIm,0
Dec-2016 ,2.37,4.4,7.7,2.6,0.21,1.27,34.9,4.3,0.6,7.4,0.99,1.52,7.5,182.8,2.6,3.53,7.5,0.9,2.5,10.7,1.52,8.6,0.33,TMIm,0
Mar-2017 ,2.05,0.4,2.8,0.7,0.24,0.97,32.7,0.7,1.0,1.6,1.53,1.61,1.0,239.4,2.2,11.69,1.0,-53.3,0.3,4.2,1.61,1.6,0.27,TMIm,0
Jun-2017 ,1.96,-3.7,-8.3,-3.4,0.48,0.99,27.9,-3.4,0.0,-7.9,0.0,1.7,-8.6,241.1,3.5,0.0,-8.6,0.0,-2.2,-5.1,1.7,-7.7,0.26,TMIm,0
Sep-2017 ,2.23,-5.5,-11.0,-5.4,0.29,1.05,30.1,-5.4,0.0,-12.5,0.0,1.55,-12.6,247.2,3.7,0.0,-12.6,0.0,-3.4,-8.9,1.55,-11.5,0.27,TMIm,0
Dec-2017 ,2.06,-3.3,-7.5,-3.3,0.3,1.06,29.1,-3.3,0.0,-6.7,0.0,1.6,-6.7,202.5,3.1,0.0,-6.7,0.0,-2.1,-3.5,1.6,-5.9,0.31,TMIm,0
Mar-2018 ,1.92,-3.7,-9.6,-3.3,0.33,0.89,32.9,-3.3,0.0,-6.9,0.0,1.67,-7.7,213.3,2.5,0.0,-7.7,0.0,-2.3,-4.7,1.67,-7.0,0.29,TMIm,0
Jun-2018 ,1.73,-5.3,-7.8,-5.3,0.52,0.79,27.6,-5.3,0.0,-12.0,0.0,1.78,-12.0,255.3,1.8,0.0,-12.0,0.0,-3.1,-7.8,1.78,-10.7,0.25,TMIm,0
Sep-2018 ,1.11,-3.0,-2.4,-1.9,0.87,0.56,32.3,-1.9,0.0,-3.6,0.0,2.15,-5.7,234.4,1.0,0.0,-5.7,0.0,-1.5,-1.3,2.15,-4.0,0.27,TMIm,0
Dec-2018 ,1.11,1.2,2.0,1.4,0.87,0.6,24.2,1.4,1.0,2.5,1.22,2.22,2.0,197.2,0.5,18.1,2.0,-22.1,0.5,8.1,2.22,4.0,0.26,TMIm,0
Mar-2019 ,1.01,0.4,1.3,0.3,0.88,0.58,33.3,0.3,1.0,0.6,0.83,2.26,0.7,204.2,0.1,22.85,0.7,16.9,0.2,6.7,2.26,2.8,0.25,TMIm,0
Jun-2019 ,1.0,-4.0,-2.2,-3.4,0.89,0.52,32.2,-3.4,0.0,-7.2,0.0,2.31,-8.4,225.0,0.0,0.0,-8.4,0.0,-1.8,-1.5,2.31,-5.8,0.21,TMIm,0
Sep-2019 ,1.14,-2.8,-1.0,-2.4,0.94,0.59,32.6,-2.4,0.0,-4.8,0.0,2.35,-5.6,219.6,9.6,96.96,-5.6,0.0,-1.2,1.8,2.35,-2.8,0.22,TMIm,0
Dec-2019 ,1.08,0.6,1.4,0.9,0.94,0.64,35.0,0.9,1.0,1.5,1.53,2.36,1.0,188.2,8.7,20.14,1.0,-47.5,0.3,7.6,2.36,3.4,0.25,TMIm,0
Mar-2020 ,1.06,-2.1,-0.6,-2.1,0.88,0.6,32.9,-2.1,0.0,-4.0,0.0,2.31,-4.1,233.1,8.8,45.26,-4.1,0.0,-0.9,3.6,2.31,-1.5,0.22,TMIm,0
Jun-2020 ,1.08,1.9,2.7,2.9,0.85,0.6,34.2,2.9,1.0,4.5,1.49,2.39,3.1,204.8,7.7,14.02,3.1,-48.5,0.8,9.2,2.39,4.9,0.27,TMIm,0
Sep-2020 ,1.04,3.3,3.9,3.4,0.9,0.61,34.8,3.4,1.0,5.2,1.04,2.46,5.0,204.1,6.0,11.48,5.0,-2.7,1.4,10.8,2.46,6.7,0.27,TMIm,0
Dec-2020 ,1.04,3.0,3.7,3.4,0.88,0.64,35.3,3.4,1.0,5.3,1.12,2.36,4.9,204.1,5.6,12.2,4.9,-9.1,1.3,10.9,2.36,6.7,0.26,TMIm,0
Mar-2021 ,1.0,0.7,1.6,0.6,0.83,0.62,35.1,0.6,1.0,0.9,0.91,2.33,1.2,211.7,4.7,18.87,1.2,22.1,0.3,7.5,2.33,3.1,0.24,TMIm,0
Jun-2021 ,1.37,0.1,1.1,0.5,1.07,0.89,33.1,0.5,1.0,0.3,4.45,2.72,0.2,206.4,25.8,21.98,0.2,-63.3,0.0,6.2,2.72,2.2,0.23,TMIm,0
Sep-2021 ,1.01,-1.7,-0.1,-1.1,1.24,0.63,28.9,-1.1,0.0,-2.6,0.0,3.14,-2.7,213.0,22.3,41.43,-2.7,0.0,-0.6,4.0,3.14,-0.2,0.21,TMIm,0
Dec-2021 ,1.34,-0.6,0.7,0.3,1.45,0.82,29.7,0.3,1.0,-0.5,0.0,3.2,-0.9,193.8,38.0,28.57,-0.9,0.0,-0.2,6.5,3.2,1.8,0.22,TMIm,0
Mar-2022 ,1.15,3.4,2.9,4.1,1.62,0.7,33.1,4.1,1.0,5.0,1.21,3.37,4.8,195.1,34.5,17.63,4.8,-4.0,1.0,11.8,3.37,7.3,0.22,TMIm,0
Jun-2022 ,0.79,3.8,3.3,3.4,1.71,0.47,33.9,3.4,1.0,4.4,0.9,3.41,5.8,221.3,17.2,18.66,5.8,23.9,1.1,13.4,3.41,8.4,0.19,TMIm,0
Sep-2022 ,0.77,4.9,4.1,4.3,1.86,0.47,34.7,4.3,1.0,5.2,0.86,3.46,7.4,213.5,15.7,17.55,7.4,28.9,1.4,14.6,3.46,9.8,0.19,TMIm,0
Dec-2022 ,0.6,1.0,1.6,-2.0,1.72,0.37,30.6,2.5,-0.81,2.4,2.56,3.37,1.5,209.9,1.5,29.82,1.5,-58.5,0.3,9.0,3.37,4.2,0.19,TMIm,0
Mar-2023 ,0.62,7.7,3.5,6.4,1.61,0.39,35.6,6.4,1.0,8.4,0.84,3.23,11.1,188.3,1.5,11.07,11.1,24.8,2.3,20.6,3.23,15.6,0.21,TMIm,0
Jun-2023 ,0.77,5.7,3.0,0.7,1.61,0.49,35.8,4.9,0.15,6.5,0.86,3.2,9.3,207.0,14.9,11.91,9.3,30.7,1.8,20.6,3.2,14.1,0.19,TMIm,0
Sep-2023 ,0.95,0.0,1.0,0.6,1.54,0.62,31.9,0.6,1.0,-1.2,0.0,3.05,0.0,214.0,27.2,21.62,0.0,0.0,0.0,12.5,3.05,5.1,0.18,TMIm,0
Dec-2023 ,0.91,-1.7,0.4,-8.7,1.59,0.64,30.3,-0.5,0.0,-4.0,0.0,3.13,-3.0,182.2,26.1,25.53,-3.0,0.0,-0.5,9.5,3.13,1.9,0.19,TMIm,0
Mar-2024 ,0.91,0.8,1.3,0.9,1.38,0.6,32.5,0.9,1.0,-0.1,1.12,2.99,1.3,178.7,27.2,17.99,1.3,106.1,0.3,12.5,2.99,5.8,0.19,TMIm,0
Jun-2024 ,0.66,0.0,1.0,0.4,1.61,0.4,32.0,0.4,1.0,-0.8,0.0,3.21,0.0,200.2,11.0,20.84,0.0,0.0,0.0,11.8,3.21,4.6,0.19,TMIm,0
Mar-2015 ,0.0,0.0,0.0,0.0,0.0,0.0,30.7,0.0,1.0,31.6,1.02,0.0,31.0,0.0,0.0,0.0,31.0,-1.9,0.0,28.6,0.0,28.6,0.0,TPIPP,0
Jun-2015 ,0.0,0.0,0.0,0.0,0.0,0.0,35.8,0.0,1.0,33.5,0.99,0.0,33.7,0.0,0.0,0.0,33.7,0.6,0.0,37.2,0.0,37.2,0.0,TPIPP,0
Dec-2015 ,0.0,0.0,0.0,0.0,0.0,0.0,42.2,0.0,1.0,8.0,8.67,0.0,0.9,0.0,0.0,0.0,0.9,-766.9,0.0,57.8,0.0,45.1,0.0,TPIPP,0
Mar-2016 ,0.0,0.0,0.0,0.0,0.0,0.0,55.6,0.0,1.0,56.0,1.0,0.0,55.9,0.0,0.0,0.0,55.9,-0.3,0.0,59.8,0.0,52.0,0.0,TPIPP,0
Jun-2016 ,0.57,0.0,0.0,0.0,0.57,0.37,51.0,0.0,1.0,44.6,1.0,1.84,44.5,0.0,34.6,0.0,44.5,-0.2,0.0,56.5,1.84,47.6,0.0,TPIPP,0
Sep-2016 ,0.0,0.0,0.0,0.0,0.0,0.0,39.1,0.0,1.0,31.7,1.01,0.0,31.4,0.0,0.0,0.0,31.4,-0.8,0.0,43.9,0.0,34.0,0.0,TPIPP,0
Dec-2016 ,0.6,0.0,0.0,0.0,0.85,0.46,45.2,0.0,1.0,33.3,1.0,2.18,33.1,0.0,44.6,0.0,33.1,-0.4,0.0,50.3,2.18,42.6,0.0,TPIPP,0
Mar-2017 ,2.06,4.3,0.0,-0.9,0.1,1.99,59.2,4.3,-0.2,59.9,1.0,1.24,60.1,115.7,0.0,0.0,60.1,0.4,2.9,62.6,1.24,55.4,0.05,TPIPP,0
Jun-2017 ,2.37,2.9,0.0,-0.5,0.0,2.25,57.0,2.9,-0.19,56.9,0.99,1.14,57.7,98.9,0.0,0.0,57.7,1.4,2.5,61.2,1.14,53.8,0.04,TPIPP,0
Sep-2017 ,2.19,2.6,0.0,0.4,0.0,2.04,53.2,2.4,0.15,51.9,0.96,1.13,54.2,109.3,0.0,0.0,54.2,4.2,2.2,56.9,1.13,48.5,0.04,TPIPP,0
Dec-2017 ,1.85,2.6,0.0,1.1,0.0,1.7,48.0,2.5,0.43,45.2,0.94,1.14,48.0,96.4,0.0,0.0,48.0,5.9,2.3,50.1,1.14,43.1,0.05,TPIPP,0
Mar-2018 ,2.02,3.3,0.0,-0.4,0.0,1.77,51.7,3.1,-0.11,55.8,0.93,1.11,60.3,105.2,0.0,0.0,60.3,7.5,3.0,57.0,1.11,50.2,0.05,TPIPP,0
Jun-2018 ,1.72,4.1,0.0,0.5,0.0,1.38,57.4,3.9,0.13,51.4,0.96,1.11,53.7,106.2,0.0,0.0,53.7,4.4,3.7,65.6,1.11,59.2,0.07,TPIPP,0
Sep-2018 ,1.5,4.2,0.0,0.7,0.0,1.23,50.3,4.0,0.16,47.7,0.97,1.13,49.3,108.9,0.0,0.0,49.3,3.2,3.7,53.3,1.13,47.2,0.08,TPIPP,0
Dec-2018 ,2.99,4.0,0.0,0.5,0.16,2.72,49.6,3.9,0.14,42.7,0.98,1.26,43.6,92.7,13.8,0.0,43.6,2.2,3.3,49.8,1.26,43.7,0.08,TPIPP,0
Mar-2019 ,3.31,4.0,0.0,3.8,0.15,2.95,45.0,3.8,1.0,40.5,0.97,1.23,41.7,80.6,13.3,0.09,41.7,3.0,3.2,48.4,1.23,41.0,0.08,TPIPP,0
Jun-2019 ,3.04,4.8,0.0,1.6,0.15,2.57,51.7,4.8,0.33,48.5,0.98,1.23,49.3,95.1,13.1,0.77,49.3,1.6,3.9,56.9,1.23,48.9,0.08,TPIPP,0
Sep-2019 ,4.11,4.2,0.0,1.0,0.3,3.65,46.5,4.1,0.24,40.9,0.98,1.39,41.7,106.7,23.1,1.62,41.7,2.0,3.2,51.4,1.39,43.4,0.08,TPIPP,0
Dec-2019 ,2.86,4.8,0.0,-1.5,0.3,2.41,47.6,4.7,-0.32,44.3,0.98,1.4,45.2,107.2,22.8,2.59,45.2,2.1,3.5,50.2,1.4,43.0,0.08,TPIPP,0
Mar-2020 ,2.61,3.6,0.0,3.5,0.31,1.98,44.4,3.5,1.0,38.2,0.98,1.38,38.9,117.9,23.3,4.8,38.9,1.9,2.6,50.4,1.38,41.0,0.07,TPIPP,0
Jun-2020 ,1.63,4.4,0.0,0.6,0.35,1.21,44.6,4.2,0.14,41.9,0.96,1.42,43.6,110.7,23.1,5.54,43.6,3.7,3.1,52.4,1.42,45.6,0.07,TPIPP,0
Sep-2020 ,3.62,4.5,0.0,4.4,0.47,2.97,46.0,4.4,1.0,40.1,0.97,1.54,41.2,130.4,31.0,6.18,41.2,2.9,3.0,51.6,1.54,44.1,0.07,TPIPP,0
Dec-2020 ,1.24,4.2,0.0,-0.4,0.45,1.02,48.0,4.1,-0.09,41.8,0.98,1.51,42.6,151.3,20.7,6.95,42.6,1.9,2.7,52.3,1.51,45.8,0.06,TPIPP,0
Mar-2021 ,1.35,3.7,0.0,3.6,0.42,1.12,48.5,3.6,1.0,40.0,0.97,1.48,41.4,141.4,20.3,6.72,41.4,3.3,2.5,52.9,1.48,44.4,0.06,TPIPP,0
Jun-2021 ,1.8,4.0,0.0,0.6,0.52,1.57,48.9,4.0,0.15,40.6,0.98,1.58,41.4,124.3,25.5,6.43,41.4,1.8,2.6,51.3,1.58,44.1,0.06,TPIPP,0
Sep-2021 ,1.68,3.2,0.0,3.2,0.52,1.4,38.5,3.2,1.0,32.8,0.97,1.57,33.7,135.5,25.6,8.87,33.7,2.9,2.1,43.0,1.57,35.4,0.06,TPIPP,0
Dec-2021 ,1.8,3.4,0.0,-0.3,0.52,1.49,40.6,3.3,-0.09,38.1,0.98,1.57,39.0,172.8,25.8,9.42,39.0,2.4,2.1,47.9,1.57,39.1,0.05,TPIPP,0
Mar-2022 ,1.73,2.7,0.0,2.7,0.51,1.42,31.4,2.7,1.0,30.7,0.99,1.57,30.8,177.1,25.4,11.06,30.8,0.5,1.7,39.8,1.57,31.6,0.06,TPIPP,0
Jun-2022 ,1.51,2.7,0.0,-0.5,0.51,1.17,34.9,2.7,-0.18,33.5,0.99,1.57,33.7,211.2,25.4,11.59,33.7,0.8,1.7,44.2,1.57,34.5,0.05,TPIPP,0
Sep-2022 ,1.97,1.7,0.0,1.7,0.67,1.62,27.9,1.7,1.0,23.2,0.99,1.74,23.5,208.7,32.4,16.27,23.5,1.2,1.1,36.4,1.74,24.6,0.04,TPIPP,0
Dec-2022 ,1.37,1.8,0.0,-0.6,0.53,0.99,23.7,1.8,-0.34,22.2,1.01,1.6,22.1,152.1,28.4,18.02,22.1,-0.7,1.1,30.4,1.6,23.1,0.05,TPIPP,0
Mar-2023 ,2.4,3.3,0.0,3.3,0.71,1.93,38.8,3.3,1.0,35.6,0.99,1.77,35.9,147.7,35.9,11.41,35.9,0.9,2.0,44.2,1.77,36.7,0.06,TPIPP,0
Jun-2023 ,2.27,2.9,0.0,-0.2,0.69,1.9,35.3,2.9,-0.08,31.9,1.0,1.75,31.9,161.4,35.4,13.52,31.9,-0.2,1.6,40.7,1.75,32.4,0.05,TPIPP,0
Sep-2023 ,1.01,2.6,0.0,2.6,0.69,0.79,40.1,2.6,1.0,34.4,0.98,1.77,35.0,185.0,28.1,14.59,35.0,1.6,1.5,46.9,1.77,36.6,0.04,TPIPP,0
Dec-2023 ,1.25,2.5,0.0,-0.5,0.71,0.98,32.0,2.5,-0.21,31.1,1.01,1.8,30.9,149.5,34.5,17.62,30.9,-0.5,1.4,38.5,1.8,33.2,0.05,TPIPP,0
Mar-2024 ,1.05,2.2,0.0,2.1,0.72,0.82,35.3,2.1,1.0,27.3,0.97,1.83,28.1,148.6,34.6,17.56,28.1,2.8,1.2,43.3,1.83,30.3,0.04,TPIPP,0
Mar-2005 ,0.0,0.0,4.4,0.0,0.0,0.0,21.1,0.0,1.0,9.0,1.01,0.0,9.0,0.0,0.0,0.0,9.0,0.0,0.0,14.1,0.0,11.0,0.0,TRTm,0
Jun-2005 ,0.0,0.0,8.2,0.0,0.0,0.0,32.3,0.0,1.0,19.4,1.0,0.0,19.4,0.0,0.0,0.0,19.4,0.0,0.0,25.2,0.0,21.5,0.0,TRTm,0
Sep-2005 ,1.86,0.0,2.8,0.0,2.47,0.77,25.3,0.0,1.0,6.2,1.0,4.69,6.2,0.0,57.7,0.0,6.2,0.0,0.0,16.4,4.69,9.6,0.0,TRTm,0
Dec-2005 ,1.58,-16.9,-3.7,-16.9,2.89,0.58,19.3,-16.9,0.0,-14.9,0.0,5.69,-14.9,191.3,56.9,0.0,-14.9,0.0,-3.3,-4.3,5.69,-11.8,0.22,TRTm,0
Mar-2006 ,1.45,-0.6,1.2,-0.6,3.13,0.62,18.6,-0.6,0.0,-0.4,0.0,6.52,-0.4,165.4,53.8,21.07,-0.4,0.0,-0.1,7.7,6.52,3.6,0.27,TRTm,0
Jun-2006 ,1.58,3.8,2.4,3.8,1.6,0.85,16.6,3.8,1.0,2.4,1.0,3.8,2.4,133.1,37.9,14.4,2.4,0.0,0.8,8.3,3.8,5.2,0.33,TRTm,0
Sep-2006 ,1.59,11.4,5.8,9.9,1.67,0.89,22.0,9.9,1.0,8.6,0.86,3.88,10.0,141.0,33.4,7.68,10.0,13.6,3.0,15.7,3.88,12.3,0.3,TRTm,0
Dec-2006 ,1.66,9.5,4.3,6.5,1.55,0.99,20.9,6.5,1.0,4.5,0.68,3.3,6.6,98.3,29.5,7.81,6.6,31.6,2.7,11.8,3.3,9.2,0.4,TRTm,0
Mar-2007 ,1.72,-9.8,-3.0,-9.8,1.41,0.68,8.4,-9.8,0.0,-21.0,0.0,3.36,-21.0,282.6,33.9,0.0,-21.0,0.0,-3.0,-9.6,3.36,-15.9,0.14,TRTm,0
Jun-2007 ,1.72,13.4,6.9,12.5,1.15,0.99,22.5,12.5,1.0,10.5,0.93,3.06,11.2,122.3,29.9,6.03,11.2,6.8,4.2,15.6,3.06,13.1,0.37,TRTm,0
Sep-2007 ,1.63,13.7,9.2,4.9,1.34,0.88,37.2,10.7,0.46,13.6,0.78,3.19,17.3,188.1,24.3,5.45,17.3,21.7,4.4,23.5,3.19,20.1,0.25,TRTm,0
Dec-2007 ,1.68,17.2,11.4,5.7,0.82,0.7,37.2,13.4,0.43,15.1,0.78,2.63,19.4,165.2,25.2,3.96,19.4,22.2,5.9,23.6,2.63,20.9,0.31,TRTm,0
Mar-2008 ,1.52,7.0,6.8,5.6,0.95,0.74,20.4,5.6,1.0,6.0,0.8,2.88,7.5,134.1,21.9,8.54,7.5,20.3,2.5,9.1,2.88,9.4,0.34,TRTm,0
Jun-2008 ,1.37,9.0,6.9,7.1,1.12,0.6,26.2,7.1,1.0,8.5,0.79,3.34,10.8,168.1,20.8,6.57,10.8,20.9,2.9,16.5,3.34,12.6,0.27,TRTm,0
Sep-2008 ,1.29,-2.1,-0.7,-2.4,1.16,0.34,36.6,-2.4,0.0,-6.2,0.0,3.52,-5.5,452.3,18.6,171.21,-5.5,0.0,-0.6,1.6,3.52,-2.8,0.11,TRTm,0
Dec-2008 ,1.4,33.6,17.2,8.1,0.77,0.51,30.2,25.5,0.32,15.2,0.76,2.88,20.0,95.9,15.2,2.05,20.0,24.2,10.6,22.2,2.88,21.3,0.53,TRTm,0
Mar-2009 ,1.41,15.7,12.7,12.5,0.85,0.65,26.3,12.5,1.0,13.4,0.8,2.82,16.8,160.8,11.3,3.58,16.8,20.4,5.5,19.3,2.82,17.9,0.33,TRTm,0
Jun-2009 ,1.32,8.9,8.2,6.8,1.02,0.65,27.1,6.8,1.0,8.3,0.77,3.14,10.7,208.0,11.3,7.72,10.7,22.8,3.0,13.7,3.14,12.3,0.28,TRTm,0
Sep-2009 ,1.33,-3.9,-2.2,-3.0,1.02,0.48,20.0,-3.0,0.0,-8.0,0.0,2.96,-10.3,417.1,9.9,0.0,-10.3,0.0,-1.3,-4.6,2.96,-7.9,0.12,TRTm,0
Dec-2009 ,1.41,17.5,16.6,-3.8,0.87,0.72,26.7,14.1,-0.27,14.8,0.81,2.51,18.3,152.3,6.1,3.3,18.3,19.2,6.4,20.2,2.51,19.0,0.35,TRTm,0
Mar-2010 ,2.08,10.9,14.1,8.8,0.4,0.89,34.6,8.8,1.0,17.6,0.81,1.71,21.8,251.4,7.0,2.9,21.8,19.2,5.2,25.4,1.71,23.5,0.24,TRTm,0
Jun-2010 ,1.7,2.1,2.8,1.7,0.54,0.68,24.2,1.7,1.0,5.2,0.81,1.93,6.4,309.4,7.5,10.36,6.4,18.7,1.2,9.0,1.93,6.1,0.18,TRTm,0
Sep-2010 ,1.78,3.7,6.8,2.8,0.49,0.82,25.6,2.8,1.0,6.2,0.77,1.85,8.1,234.6,7.1,6.99,8.1,22.9,1.9,12.2,1.85,9.7,0.24,TRTm,0
Dec-2010 ,1.77,3.6,5.8,-5.8,0.41,0.8,29.6,2.8,-2.09,7.1,0.78,1.81,9.1,251.2,5.6,5.23,9.1,22.2,2.0,12.9,1.81,10.5,0.21,TRTm,0
Mar-2011 ,1.85,4.0,10.5,3.0,0.37,0.89,28.8,3.0,1.0,7.9,0.76,1.85,10.3,229.2,5.4,3.01,10.3,23.6,2.2,14.6,1.85,12.2,0.21,TRTm,0
Jun-2011 ,1.72,5.1,10.4,0.4,0.43,0.91,24.0,4.7,0.07,8.5,0.92,1.91,9.2,160.0,3.5,3.52,9.2,7.7,2.7,11.7,1.91,10.1,0.29,TRTm,0
Sep-2011 ,1.66,10.5,19.3,8.2,0.47,0.82,36.2,8.2,1.0,15.7,0.78,1.97,20.0,191.8,3.1,2.09,20.0,21.5,5.4,24.0,1.97,21.8,0.27,TRTm,0
Dec-2011 ,1.72,5.3,10.6,-2.6,0.49,0.81,30.6,4.1,-0.63,10.0,0.78,1.8,12.8,235.5,1.5,3.58,12.8,22.2,2.8,17.2,1.8,14.6,0.22,TRTm,0
Mar-2012 ,1.47,-3.6,-6.6,-2.9,0.47,0.45,14.6,-2.9,0.0,-14.8,0.0,1.93,-18.7,434.6,1.4,0.0,-18.7,0.0,-2.0,-12.8,1.93,-18.5,0.1,TRTm,0
Jun-2012 ,1.89,6.2,10.3,4.7,1.27,1.05,28.5,4.7,1.0,9.8,0.77,2.76,12.8,229.5,26.8,5.76,12.8,23.1,2.6,17.2,2.76,14.8,0.21,TRTm,0
Sep-2012 ,2.38,2.7,2.1,1.9,0.87,1.24,15.6,1.9,1.0,3.1,0.73,2.33,4.2,164.4,31.8,13.95,4.2,26.9,1.0,6.5,2.33,4.6,0.25,TRTm,0
Dec-2012 ,2.11,-0.7,0.4,-1.1,0.94,0.96,17.9,-0.8,0.0,-1.3,0.0,2.42,-1.3,180.0,30.5,36.51,-1.3,0.0,-0.3,2.9,2.42,0.8,0.24,TRTm,0
Mar-2013 ,2.19,4.5,3.5,3.4,0.89,0.9,28.4,3.4,1.0,8.1,0.76,2.39,10.5,284.8,30.1,13.77,10.5,22.6,1.9,11.8,2.39,8.8,0.18,TRTm,0
Jun-2013 ,2.52,3.5,4.8,-0.2,0.78,1.35,22.1,2.9,-0.06,4.1,0.83,2.26,5.1,181.7,30.9,10.45,5.1,18.6,1.5,9.3,2.26,7.6,0.3,TRTm,0
Sep-2013 ,2.42,-0.7,0.4,-0.5,0.87,1.27,19.5,-0.5,0.0,-1.1,0.0,2.35,-1.3,241.2,30.4,40.81,-1.3,0.0,-0.3,3.1,2.35,0.8,0.23,TRTm,0
Dec-2013 ,2.68,12.8,13.8,5.0,0.74,1.6,33.9,10.2,0.49,15.5,0.8,2.18,19.4,183.7,29.1,3.06,19.4,20.1,5.7,23.3,2.18,21.7,0.29,TRTm,0
