Exchange Date,Close,Company name,Fraud
27-ก.ย.-2024,0.96,AKR,0
20-ก.ย.-2024,0.95,AKR,0
13-ก.ย.-2024,0.94,AKR,0
06-ก.ย.-2024,0.93,AKR,0
30-ส.ค.-2024,0.9,AKR,0
23-ส.ค.-2024,0.88,AKR,0
16-ส.ค.-2024,0.85,AKR,0
09-ส.ค.-2024,0.85,AKR,0
02-ส.ค.-2024,0.85,AKR,0
26-ก.ค.-2024,0.87,AKR,0
19-ก.ค.-2024,0.87,AKR,0
12-ก.ค.-2024,0.89,AKR,0
05-ก.ค.-2024,0.89,AKR,0
28-มิ.ย.-2024,0.91,AKR,0
21-มิ.ย.-2024,0.87,AKR,0
14-มิ.ย.-2024,0.87,AKR,0
07-มิ.ย.-2024,0.86,AKR,0
31-พ.ค.-2024,0.87,AKR,0
24-พ.ค.-2024,0.88,AKR,0
17-พ.ค.-2024,0.86,AKR,0
10-พ.ค.-2024,1.0,AKR,0
03-พ.ค.-2024,1.01,AKR,0
26-เม.ย.-2024,0.99,AKR,0
19-เม.ย.-2024,0.97,AKR,0
12-เม.ย.-2024,1.01,AKR,0
05-เม.ย.-2024,0.98,AKR,0
29-มี.ค.-2024,1.0,AKR,0
22-มี.ค.-2024,0.97,AKR,0
15-มี.ค.-2024,0.97,AKR,0
08-มี.ค.-2024,0.99,AKR,0
01-มี.ค.-2024,0.98,AKR,0
23-ก.พ.-2024,0.91,AKR,0
16-ก.พ.-2024,0.93,AKR,0
09-ก.พ.-2024,0.9,AKR,0
02-ก.พ.-2024,0.9,AKR,0
26-ม.ค.-2024,0.9,AKR,0
19-ม.ค.-2024,0.9,AKR,0
12-ม.ค.-2024,0.9,AKR,0
05-ม.ค.-2024,0.87,AKR,0
29-ธ.ค.-2023,0.83,AKR,0
22-ธ.ค.-2023,0.8,AKR,0
15-ธ.ค.-2023,0.8,AKR,0
08-ธ.ค.-2023,0.79,AKR,0
01-ธ.ค.-2023,0.79,AKR,0
24-พ.ย.-2023,0.83,AKR,0
17-พ.ย.-2023,0.81,AKR,0
10-พ.ย.-2023,0.79,AKR,0
03-พ.ย.-2023,0.81,AKR,0
27-ต.ค.-2023,0.8,AKR,0
20-ต.ค.-2023,0.78,AKR,0
13-ต.ค.-2023,0.79,AKR,0
06-ต.ค.-2023,0.82,AKR,0
29-ก.ย.-2023,0.84,AKR,0
22-ก.ย.-2023,0.86,AKR,0
15-ก.ย.-2023,0.89,AKR,0
08-ก.ย.-2023,0.89,AKR,0
01-ก.ย.-2023,0.9,AKR,0
25-ส.ค.-2023,0.9,AKR,0
18-ส.ค.-2023,0.88,AKR,0
11-ส.ค.-2023,0.89,AKR,0
04-ส.ค.-2023,0.91,AKR,0
28-ก.ค.-2023,0.89,AKR,0
21-ก.ค.-2023,0.89,AKR,0
14-ก.ค.-2023,0.9,AKR,0
07-ก.ค.-2023,0.91,AKR,0
30-มิ.ย.-2023,0.89,AKR,0
