Period End Date,"Issuance (Retirement) of Debt, Net",Net Income/Starting Line,"Long Term Debt, Net",Non-Cash Items,Other Investing Cash Flow,Cash Taxes Paid,Long Term Debt Reduction,Financing Cash Flow Items,Net Change in Cash,Depreciation/Depletion,Sale/Maturity of Investment,Depreciation,Other Operating Cash Flow,Net Cash - Ending Balance,Free Cash Flow,"Other Investing Cash Flow Items, Total",Other Assets,Net Cash - Beginning Balance,"Lease liability Reduced, Supplemental",Accounts Receivable,Changes in Working Capital,Other Liabilities,Net Changes in Working Capital,Other Financing Cash Flow,Cash from Operating Activities,Cash from Financing Activities,Capital Expenditures,Purchase of Fixed Assets,Other Non-Cash Items,Sale of Fixed Assets,Cash Interest Paid,Cash from Investing Activities,Unusual Items,Company name,Fraud
2012-12-31,0.4144447562915146,0.673506374350813,0.379799611919412,0.4597026104571492,0.18290322580645163,0.761834807375206,0.7750202036528204,0.5217398146253953,0.4066158161366954,0.25535544580678327,1.0,0.25535544580678327,0.17107048258931457,0.07949599699102682,0.5744776032979123,0.5379406245053926,0.8272750489486678,0.01989283322170127,0.8962584209761062,0.47425656582955145,0.49181784492466,0.16545022673288706,0.4842184030540579,0.5217398146253953,0.4471945490464009,0.42501059179186335,0.7929102995312375,0.7961927092056049,0.5107954642049608,0.13825830447608053,0.45425664998683174,0.7576219642050923,0.1374688279301745,LNE,0
2013-03-31,0.34252959589996373,0.2873130313138922,0.27487358527313516,0.0789776064142175,0.061612903225806454,0.03492729725678309,0.963819298529174,0.8864305159960344,0.28827384870774775,0.04918441428949787,0.001543069801216302,0.04918441428949787,0.6931972349634989,0.0308419751759712,0.5775231662647632,0.5240350916860741,0.827360177066485,0.12364367046215671,0.9175107836960209,0.7277214400176149,0.5700179854313713,0.22504858561865687,0.5278921198298322,0.8864305159960344,0.33500166833500167,0.40747364484837234,0.987111240587233,0.9884039524367778,0.09505958756226518,0.05951006797486212,0.07278772715301554,0.942395498803145,0.4630610972568578,LNE,0
2013-06-30,0.4109832538123304,0.39708439289334924,0.2750467067250471,0.19947399331001203,0.0932258064516129,0.6271323639634238,0.9046791659932115,0.7762286181881127,0.3020478548327084,0.12791530995372896,0.001543069801216302,0.12791530995372896,0.2678252255744342,0.04377115684272742,0.5373377987892463,0.5686797657539512,0.8486422065208138,0.12364367046215671,0.9175107836960209,0.6893218877295135,0.4796887676187832,0.21930468581299933,0.46559014382682185,0.7762286181881127,0.30920205920205923,0.44674982617984904,0.9351523257148405,0.9362295539552281,0.21539926216827324,0.05955281946047625,0.18805965235712405,0.9006674276562939,0.4630610972568578,LNE,0
2013-09-30,0.4579592512659378,0.7107273726120962,0.29038478647152033,0.4225501961885794,0.1941935483870968,0.8349572777694498,0.8692742847906901,0.6577808551151116,0.3715690202925098,0.18989826600401952,0.001543069801216302,0.18989826600401952,0.11854770980037477,0.10902826285530064,0.512027218609968,0.5724218237728085,0.8333191453136971,0.12364367046215671,0.9804924150632481,0.3961409313875399,0.36111512536146134,0.21209242064348952,0.356522188741465,0.6577808551151116,0.3180389384093088,0.48132927705162765,0.8606115981178879,0.8615709261430247,0.42864793186107,0.0603223462015305,0.3119568080063208,0.8294439096693954,0.550498753117207,LNE,0
2013-12-31,0.48139187025441343,0.9792883154836407,0.28161810850387,0.6707266212156032,0.26064516129032256,0.889132064158297,0.8398092775173751,0.5348010134231356,0.42391024356736023,0.2635969900447131,0.001543069801216302,0.2635969900447131,0.07963477399487484,0.15815915318897425,0.5002689733622978,0.6422434259615167,0.6390567804545841,0.12364367046215671,0.9699268162652062,0.3552337031645647,0.26004472749281365,0.21209242064348952,0.257663151665915,0.5348010134231356,0.33842969954081065,0.4946954967430837,0.7988382460693697,0.8004934963434378,0.6874585607181108,0.06395622247873113,0.4405945483276271,0.7829880484875331,0.4500467581047381,LNE,0
2014-03-31,0.563462491787131,0.31708076820696957,0.28332527837689025,0.11687902697273787,0.0061290322580645155,0.06643681606955479,0.9922256343946986,0.8672793365540465,0.31904175849337413,0.043700437783351774,0.001543069801216302,0.043700437783351774,0.6705644206128734,0.13838590081134813,0.43161072082993224,0.4547335338141859,0.8356176044947646,0.2543871399866041,0.99294818979305,0.5908191537511163,0.4401551583275981,0.21818181818181817,0.39904546329356816,0.8672793365540465,0.22675056008389344,0.5668239256862668,0.8227398324461276,0.8295829844247196,0.11956614134407778,0.001453550510880253,0.0928199894653674,0.7707298685589185,0.5854114713216957,LNE,0
2014-06-30,0.724382032017016,0.4507637327473423,0.5622960713452739,0.24315467831030996,0.034516129032258064,0.7446859541298155,0.9169225796023921,0.7089555761877036,0.4972165774635794,0.10830853599638557,0.001543069801216302,0.10830853599638557,0.18338824644141527,0.30563242168609966,0.33826949263031664,0.45651977298935037,0.4707584915297523,0.2543871399866041,0.9660979983521543,0.6229433999192651,0.40716899008297336,0.21818181818181817,0.39842643632927066,0.7089555761877036,0.25810466551207295,0.6860325108237114,0.5499042170961448,0.557452129738179,0.23955730096394146,0.004446154503869009,0.2584277060837504,0.5077923350171649,0.6415211970074812,LNE,0
2014-09-30,0.8838165349919296,0.8642441679362507,0.8852685666746015,0.49384197669569074,0.040967741935483866,0.9029530804976764,0.8217391304347825,0.5188915291044424,0.4549572111394144,0.17765279573745463,0.001543069801216302,0.17765279573745463,0.06970734543575163,0.2659650206866907,0.2054106606844998,0.45705112261740566,0.46079850174512643,0.2543871399866041,0.9402171279019047,0.3457014764706602,0.18812589515795558,0.21818181818181817,0.18613322149675265,0.5188915291044424,0.2028549713734899,0.8162775996273983,0.3280365828897305,0.33168536816836935,0.48891552336750477,0.005600444615450386,0.4572359757703451,0.29380020614868263,0.650716957605985,LNE,0
2014-12-31,1.0,1.0,1.0,0.7185864208564207,0.2596774193548387,0.9594663468745315,0.71786002909326,0.2953719294380537,0.3334740547811901,0.2540000311589574,0.001543069801216302,0.2540000311589574,0.029114714559510757,0.15193299661490517,0.0,0.5777692359870668,0.0,0.2543871399866041,0.8882615228032763,0.34217849759630087,0.0,0.21818181818181817,0.0,0.2953719294380537,0.1084417751084418,1.0,0.0,0.0,0.7121096207136907,0.005600444615450386,0.6910389781406373,0.0,0.6622506234413965,LNE,0
2015-03-31,0.5791043106943113,0.26554225874597176,0.5156951427410417,0.14414966507502833,0.013225806451612903,0.05753260380752511,0.9260788750606109,0.7574551119643729,0.35339448753541886,0.06294888373035037,0.001543069801216302,0.06294888373035037,0.6769601826130026,0.16440545913706947,0.42793008186876713,0.46417346869559317,0.7238443858006299,0.24403884795713326,0.971017302379683,0.5905561535920929,0.4810738032247864,0.21917512416324766,0.43969298560582776,0.7574551119643729,0.2600815100815101,0.5740607734542439,0.7584858356065219,0.7583431027745213,0.15378011254483942,0.03621050831516395,0.20769686594680012,0.7105059161264492,0.5214307980049875,LNE,0
