Period End Date,"Tangible Book Value, Common Equity",Total Equity & Minority Interest,"Accounts Receivable - Trade, Gross",Total Liabilities,Minority Interest,Total Assets,Total Liabilities & Shareholders' Equity,Net Debt Incl. Pref.Stock & Min.Interest,Total Long Term Debt,"Other Liabilities, Total","Other Current liabilities, Total",Receivables - Other,Common Stock,Income Taxes Payable,Additional Paid-In Capital,Cash & Equivalents,Capital Lease Obligations,"Common Stock, Total",Notes Payable/Short Term Debt,Long Term Investments,Current Port. of LT Debt/Capital Leases,Defered Income Tax - Long Term Asset,Total Debt,"Property/Plant/Equipment, Total - Net",Total Equity,Cash and Short Term Investments,Long Term Debt,Treas Shares - Common Stock Prmry Issue,Other Long Term Assets,"Accounts Receivable - Trade, Net","Total Receivables, Net",Other Property/Plant/Equipment - Net,Total Current Assets less Inventory,Total Current Liabilities,Other Payables,Total Current Assets,Total Common Shares Outstanding,Minority Interest - Non Redeemable,Shares Outs - Common Stock Primary Issue,Retained Earnings (Accumulated Deficit),"Curr. Port. of LT Capital Leases, Suppl.","Other Long Term Assets, Total",Company name,Fraud
2007-12-31,0.7573016301206211,0.772809831861065,0.46380317741465155,0.5131384482727012,0.9936906774510778,0.7443769546647724,0.7443773577141348,0.6811932348532349,0.4016790173428402,0.47053291329882735,0.6888992143279548,0.1417668490189743,0.4213080269637137,0.4270679296057978,1.0,0.25916802766836394,0.398675171736997,0.4213080269637137,0.08574580555531537,0.015364608419227432,0.38849855801028643,0.32536504945831374,0.6439242848929136,0.9999999999999999,0.7420075238840206,0.20757539260099614,0.3972712449458491,0.0,0.4325254224329077,0.41851799850957433,0.46275825944206234,0.4369959446257653,0.4336155039292112,0.3276579393915255,0.4521530407232826,0.2132799654472265,1.7029755239761357e-05,0.9936906774510778,1.7029755239761357e-05,0.8123029912736053,0.7122888998196426,0.019893468589029198,AKR,0
2008-03-31,0.742448649273575,0.7646722315712196,0.7932844444924452,0.765657703073612,0.9936906774510778,0.9690995113879527,0.9690989531979362,0.8393071792113268,0.339099230936887,0.47053291329882735,0.36349581819717836,0.09769032789990306,0.4213080269637137,0.5085061881352997,1.0,0.31456624075319434,0.4388493621197252,0.4213080269637137,0.3214590412944917,0.015364608419227432,0.39086173403083496,0.32536504945831374,0.8300812131665948,0.9744209099179534,0.7327257883727017,0.26347586892837993,0.33418921495756265,0.0,0.4611973392461197,0.7428502770247649,0.7764091542374529,1.0,0.7199471144765535,0.6248452924083308,0.01886929139942818,0.7168226530908391,1.7029755239761357e-05,0.9936906774510778,1.7029755239761357e-05,0.8019427330884277,0.7122888998196426,0.022350535728388778,AKR,0
2008-06-30,0.6610505221781185,0.692294648007415,0.31320268708621785,0.7267057272646089,0.9936906774510778,0.875892864877977,0.8758922562204128,0.8290875123932527,0.5903586885450073,0.47053291329882735,0.3268226746641886,0.18471805956346865,0.4213080269637137,0.1475826972010178,1.0,0.3641963685272361,0.3730372914622178,0.4213080269637137,0.25970681400905615,0.015364608419227432,0.09828391609930474,0.32536504945831374,0.8284117315892866,0.9627656670196459,0.6501720177696025,0.3136417676175083,0.5862534878019356,0.0,0.4491933634069883,0.2609432882245574,0.31559222818632476,0.9904781949029821,0.448069354060185,0.3971983062850088,0.05072540761919481,0.5291373347059986,1.7029755239761357e-05,0.9936906774510778,1.7029755239761357e-05,0.7095825218333686,0.7122888998196426,0.09204349008836665,AKR,0
2008-09-30,0.6645774403637905,0.6949084324171921,0.9378827315829832,0.8599927729811216,0.9936906774510778,0.9999999999999999,1.0,1.0,0.5656217890836629,0.47053291329882735,0.38976936723832056,0.128853631633483,0.4213080269637137,0.2556385969119273,1.0,0.24377365741185514,0.3283243375858685,0.4213080269637137,0.4200821739343474,0.015364608419227432,0.13625610813150163,0.32536504945831374,0.9944974486129079,0.956396656615596,0.6531532966123879,0.19170428850054003,0.5620869605824872,0.0,0.44460585671687436,0.8795104275793544,0.9206213346869565,0.007713692463789058,0.8099135554449004,0.5478209732242381,0.0,0.8105082022845508,1.7029755239761357e-05,0.9936906774510778,1.7029755239761357e-05,0.7129588831327072,0.7122888998196426,0.021648516545714612,AKR,0
2008-12-31,0.6520073991290608,0.6865420068116393,0.540751800930976,0.7219537553589055,0.9936906774510778,0.8669680063069073,0.8669679342755798,0.8799239768015858,0.5467470498489896,0.47053291329882735,0.2475669510855791,0.0,0.4213080269637137,0.37818898791681654,1.0,0.2548794312614084,0.5026373895976447,0.4213080269637137,0.28944766779940456,0.015364608419227432,0.17352411527604414,0.32536504945831374,0.8634416475013176,0.9440646775236684,0.6436105632659529,0.20279269268724795,0.5410025411823308,0.0,0.5017203150087928,0.503744964413388,0.5136298344331522,0.007448569624587316,0.5658674694887542,0.42530896123773104,0.015416119310717874,0.5428041906664091,1.7029755239761357e-05,0.9936906774510778,1.7029755239761357e-05,0.7023144370080486,0.7122888998196426,0.02700141281360513,AKR,0
2009-03-31,0.6369717522833249,0.6732027167558019,0.3041656316488643,0.6388578234844995,0.9936906774510778,0.7802832260523785,0.780284731460861,0.8806171215527523,0.5053616464800573,0.47053291329882735,0.21658359381600065,0.05296758882711441,0.4213080269637137,0.4918934761467034,1.0,0.072525698914401,0.4279931305201177,0.4213080269637137,0.25765246565037314,0.015364608419227432,0.2357051079077762,0.32536504945831374,0.8286819929567342,0.9351494471911218,0.6283957876813683,0.018412034842609934,0.500569333805508,0.0,0.4674669317226087,0.2665512846820965,0.2892721754814182,0.4369959446257653,0.18502301817605993,0.3741519271016071,0.0024969090487597587,0.3735675852935899,1.7029755239761357e-05,0.9936906774510778,1.7029755239761357e-05,0.6852953164610868,0.7122888998196426,0.024281088480742737,AKR,0
2009-06-30,0.5244787853096458,0.5736351012586074,0.06085634672916368,0.6707264928199982,0.9936906774510778,0.7303006610123973,0.7302994320639917,0.9042252133259272,0.4635636890120497,0.47053291329882735,0.1772366309031004,0.07747930431294775,0.4213080269637137,0.13655196301773176,1.0,0.26383322125084063,0.32084151128557403,0.4213080269637137,0.32044807996610436,0.015364608419227432,0.29849737214337496,0.32536504945831374,0.8921761954386469,0.9145359089297648,0.5148291046764443,0.21202396400736637,0.4601361264286854,0.0,0.4596681703494151,0.024735125444157624,0.053396118413236715,0.4369959446257653,0.11311625848276552,0.437167191974476,0.04764411560157639,0.2991191556508753,1.7029755239761357e-05,0.9936906774510778,1.7029755239761357e-05,0.5581911741828729,0.7122888998196426,0.023386014022833176,AKR,0
2009-09-30,0.4690901383482986,0.5241591180418547,0.22935814496009327,0.6557378212608014,0.9936906774510778,0.6772404465082432,0.6772402717472819,0.8722683381331526,0.014908771055827132,0.47053291329882735,0.28022302948382194,0.05565273584169888,0.4213080269637137,0.06848913579260088,1.0,0.054014794889038334,0.27306182531894013,0.4213080269637137,0.24886005643513273,0.015364608419227432,1.0,0.32536504945831374,0.8158734008911888,0.9015164273865909,0.4583968674045552,0.0,0.012141636863877463,0.0,0.23572138542702042,0.1919949023123197,0.21536920435031476,0.4369959446257653,0.11062651793090161,0.7599277904329353,0.01976276949231126,0.21578458448118842,1.7029755239761357e-05,0.9936906774510778,1.7029755239761357e-05,0.49502844921161754,0.7122888998196426,0.029335626595996735,AKR,0
2009-12-31,0.40319626960576516,0.46538642534676233,0.07453478199825031,0.6258610176849055,0.9936906774510778,0.6031591930970553,0.6031589782241564,0.9045991200368777,0.012770495376280475,0.47053291329882735,0.1637281405761595,0.07070515748777201,0.4213080269637137,0.019756737673687436,1.0,0.14020559131520802,0.22417811579980368,0.4213080269637137,0.8880852118623306,0.015364608419227432,0.004802149719976478,0.32536504945831374,0.8685204649992813,0.9347818563950415,0.39136081630180053,0.08710652483041034,0.01062393225589278,0.0,0.2664576802507837,0.0404682960546921,0.06748766078776552,0.9676166901738062,0.04170363120551135,0.7319465831953436,0.06484719109806043,0.014770625114975955,1.7029755239761357e-05,0.9936906774510778,1.7029755239761357e-05,0.42003585808679816,0.7122888998196426,0.0,AKR,0
2010-03-31,0.3643254075301553,0.43048988367365426,0.3370197967405039,0.7452197883110363,0.9936906774510778,0.6846914553535074,0.6846912846269593,0.855918356052328,0.010618986829404988,0.47053291329882735,0.13446396891104165,0.13522667765979968,0.4213080269637137,0.06366652012309659,1.0,0.1516994908252474,0.17425171736997053,0.4213080269637137,0.25427298694036843,0.015364608419227432,0.9990182978041902,0.32536504945831374,0.8167702793349624,0.9190177481756959,0.35155786966731317,0.09877382608222668,0.009106227647908097,0.0,0.2694395595993577,0.3059476622997915,0.3486029959715307,0.0055499885343795845,0.23969237872292526,0.8517794374940328,0.0317353759369446,0.21112613019219972,1.7029755239761357e-05,0.9936906774510778,1.7029755239761357e-05,0.37549309214728765,0.7122888998196426,0.000342234351553658,AKR,0
2010-06-30,0.3102763112258661,0.38220365589303507,0.13846918166992467,0.7185087975056731,0.9936906774510778,0.6218465463618329,0.6218463416073634,0.9658003594633832,0.008453467011240154,0.47053291329882735,0.2569696713694348,0.25708332869096295,0.4213080269637137,0.0,1.0,0.0666423287539629,0.12322129538763492,0.4213080269637137,0.9445895194366863,0.015364608419227432,0.003190837772183963,0.32536504945831374,0.9220876155910114,0.9033259276861235,0.29648266578217397,0.012790128445214571,0.007588523039923414,0.0,0.2775441547518923,0.10792355628516809,0.18010929787992352,0.9419186223664413,0.09453764277851229,0.8269547630023202,0.017232053164361327,0.10258654475692508,1.7029755239761357e-05,0.9936906774510778,1.7029755239761357e-05,0.31387123939835593,0.7122888998196426,0.0012724097685969243,AKR,0
2010-09-30,0.2825349724459517,0.3572153865956037,0.1187453424198896,0.7972501843717787,0.9936906774510778,0.6740707491185057,0.6740705726412841,0.9877737904894062,0.006273157517825451,0.47053291329882735,0.1736166258342485,0.20714627923300616,0.4213080269637137,0.0001465435700678097,1.0,0.22643481602459412,0.07102551521099117,0.4213080269637137,1.0,0.015364608419227432,0.0032788608831407617,0.32536504945831374,0.9776139739351253,0.8850632786791953,0.2679810807640711,0.17446558864895526,0.006070818431938732,0.0,0.27471519229298874,0.0840524457020661,0.1441365791491614,0.926998866003022,0.1404518926797812,0.9065815084231805,0.004906885093887647,0.23700071870683048,1.7029755239761357e-05,0.9936906774510778,1.7029755239761357e-05,0.2819561516259983,0.7122888998196426,0.029879691462569212,AKR,0
2010-12-31,0.124573586650738,0.21717156927175665,0.251649728375328,0.7262751814590891,0.9936906774510778,0.49774645019882346,0.49774617824928,0.8984748790708756,0.004183921287791513,0.0,0.17765481118526652,0.30103729123260503,0.4213080269637137,0.2968173401009818,1.0,0.003981170141223941,0.026005888125613344,0.4213080269637137,0.9284213438940242,0.0,0.0032018406610535635,0.32536504945831374,0.9011898986632169,0.7034411266427194,0.10824729855588963,0.29190398856192645,0.004553113823954048,0.0,0.32234880342533834,0.216292620233068,0.2991300450367746,0.0067449260703078134,0.2773990701152912,0.8378588293592104,0.04764411560157639,0.12963003166194953,1.7029755239761357e-05,0.9936906774510778,1.7029755239761357e-05,0.1032393079719498,0.7122888998196426,0.0638661951437823,AKR,0
2011-03-31,0.08289799221549962,0.18011344559848377,0.23035716214318885,0.7623357583076711,0.9936906774510778,0.5012978757504613,0.5012976057238681,0.9101409034369046,0.0023359902855185732,0.02108503068049536,0.2107713102982174,0.08705001504127996,0.4213080269637137,0.3766036529315375,1.0,0.27671438178499375,0.0,0.4213080269637137,0.9291116510590955,0.0,0.0051090080651175415,0.32536504945831374,0.9012977037516171,0.6886229110576386,0.06597885451467997,0.22530751478324382,0.003035409215969366,0.0,0.16629711751662973,0.1974030953332397,0.22838342819496488,0.008237655610457903,0.24640800074787605,0.87308676569905,0.006944981067923656,0.16552309631242834,1.7029755239761357e-05,0.9936906774510778,1.7029755239761357e-05,0.05595113010332453,0.7122888998196426,0.01787516343884097,AKR,0
2011-06-30,0.05623954680334503,0.15632787126396702,0.44463554773142094,0.8396346984434704,0.9936906774510778,0.5531571355551897,0.5531568936082427,0.9520198049070869,0.002691720895475916,0.042163484620291874,0.2794289093520318,0.09411384577674284,0.4213080269637137,0.4385116502138204,1.0,0.29055240657123643,0.14763248282630026,0.4213080269637137,0.9774324320429346,0.0,0.0028216297234485,0.32536504945831374,0.9504433484260457,0.6746575368801999,0.03884906168947935,0.2392787486498877,0.001517704607984683,0.0,0.15964523281596454,0.40613288548563037,0.43882504779082193,0.00637174368527029,0.4056922528050123,0.9474981153935591,0.010287072096437679,0.2820073059005944,1.7029755239761357e-05,0.9936906774510778,1.7029755239761357e-05,0.02560124868878122,0.7122888998196426,0.12606509472871344,AKR,0
2011-09-30,0.03401518362942696,0.13625185494926684,0.6104994005896902,0.8851726056951512,0.9936906774510778,0.5788872380424329,0.5788870100272734,0.9578599037696411,0.0007433757822959803,0.06324851530078723,0.3301047562727042,0.16935367062939402,0.4213080269637137,0.19606197460799596,1.0,0.2385205110961668,0.1137144259077527,0.4213080269637137,0.9759372468993824,0.0,0.0022861557984613073,0.32536504945831374,0.9466881378467731,0.6614788685278449,0.01595038555439124,0.1861717420527923,0.0,0.0,0.15306980656013458,0.5651872212202049,0.6161127971401108,0.008062372975061492,0.5590907963544856,0.9921880353995571,0.025456881230198597,0.34346416692280346,1.7029755239761357e-05,0.9936906774510778,1.7029755239761357e-05,0.0,0.7122888998196426,0.22710320559509287,AKR,0
2011-12-31,0.0485459940652819,0.14872487773849763,0.858541866920111,0.8937929843507246,0.9936906774510778,0.5966963458056468,0.5966961274333831,0.9392968529068547,0.0,0.07767130765335314,0.23747571175128832,0.1392265439595334,0.4213080269637137,0.4389912473522241,1.0,0.3343299068114132,0.055139842983316964,0.4213080269637137,0.976129639397372,0.0,0.0,0.0,0.9447723515883282,0.659254098291318,0.030177097906036093,0.28308843526842953,0.0,0.0,0.39376099090144506,0.858541866920111,0.858541866920111,0.4369959446257653,0.6624274302634166,1.0,0.04764411560157639,0.3730488366433077,1.7029755239761357e-05,0.9936906774510778,1.7029755239761357e-05,0.015904964771993546,0.7122888998196426,0.3186377317760208,AKR,0
2012-03-31,0.0366942849435431,0.13784477879878967,0.4975186573209059,0.9406627448359639,0.9936906774510778,0.6309571251591887,0.6309569253377214,0.9409436622475034,1.0,0.09886814292572886,0.3030413111430261,0.41314496451372096,0.4213080269637137,0.606104205800461,1.0,0.09588240945335767,0.045632973503434746,0.4213080269637137,0.03359663003282922,0.0,0.04114102402664166,0.32536504945831374,0.9524804154089406,0.643836048352801,0.017767272269679113,0.3136106858958917,1.0,0.0,0.41218747610673595,0.4510292577032325,0.6045268978626432,0.4369959446257653,0.514201060381455,0.2920492744777722,0.04764411560157639,0.4697166192670562,1.7029755239761357e-05,0.9936906774510778,1.7029755239761357e-05,0.0019936609577047015,0.7122888998196426,0.31267056872329035,AKR,0
2012-06-30,0.036419129831592734,0.13731562025621624,0.48596245855428705,0.9056306283662265,0.9936906774510778,0.5984631245181021,0.5984629071024758,0.9282767287617276,0.9926028271631846,0.11805249554425817,0.24948889076624145,0.39886131939879443,0.4213080269637137,0.6135779278739192,1.0,0.05266211931981939,0.035942100098135435,0.4213080269637137,0.010286873787639034,0.0,0.039066368203118214,0.32536504945831374,0.9198776112788078,0.6304897339888446,0.01716371477597295,0.21733116797339405,0.9927274708425595,0.0,0.19244590565027908,0.4367703124493741,0.5729147541337711,0.4369959446257653,0.4394554241048858,0.26121084572702463,0.04764411560157639,0.42553385977561253,1.7029755239761357e-05,0.9936906774510778,1.7029755239761357e-05,0.0012966617911488454,0.7122888998196426,0.28136051317602256,AKR,0
2012-09-30,0.06020424679178388,0.1586944426094531,0.8025618040630298,1.0,0.9936906774510778,0.7018594763880827,0.7018593149573087,0.9664233123410138,0.9873812933960208,0.1388678798561009,0.2572991467432626,0.1366862389000925,0.18520372185303813,0.49229314042870653,0.0,0.024036891151887792,0.16407016683022568,0.18520372185303813,0.09358994313252457,0.0,0.03677409968861824,0.32536504945831374,1.0,0.6243737306390004,0.04154836965682668,0.41355007653873943,0.9858798989753548,0.0,0.18617631317379002,0.749235886857254,0.8454574418680001,0.4369959446257653,0.7713025444957655,0.3567502883286778,0.04764411560157639,0.6509507154503685,1.7029755239761357e-05,0.9936906774510778,1.7029755239761357e-05,0.4236746804189296,0.7122888998196426,0.29099572645822547,AKR,0
2012-12-31,0.13508189140236618,0.2247248477732777,0.3605021006361309,0.7647280080100445,0.9936906774510778,0.5389568479324952,0.5389565982966793,0.8822976769864469,0.9826478189121026,0.13670413216618107,0.3897060065895075,0.12282597796173944,0.18520372185303813,0.7992353090071007,0.0,0.01812277836487655,0.430937193326791,0.18520372185303813,0.0005620454997449179,0.0,0.03854556479662382,0.005013121593432479,0.8998805160270231,0.6190305907830068,0.11686255745253685,0.3782334703519228,0.977759790167609,0.0,0.1434360425108953,0.3086612089727943,0.38260468080050974,0.4369959446257653,0.39681885563511277,0.1274901845244964,0.04764411560157639,0.30291950369237053,1.7029755239761357e-05,0.9936906774510778,1.7029755239761357e-05,0.507941184394519,0.7122888998196426,0.386426459102995,AKR,0
2013-03-31,0.15718062353077192,0.24411302608540494,0.49852577464332387,0.8079611941022322,0.9936906774510778,0.5939533176238206,0.5939530977663205,0.8631271964488312,0.6982672727838839,0.15764447455130187,0.38873447664104077,0.16576604681737658,0.18520372185303813,1.0,0.0,0.06746085118647324,0.397080471050049,0.18520372185303813,0.023319844241339455,0.0,0.4732807069233844,0.007054258349595138,0.9162339490201714,0.6112073665810749,0.1389766865237341,0.5734577638255383,0.6938431783069421,0.0,0.1381604098172643,0.4361817023252799,0.5465731010573383,0.4369959446257653,0.5935178984681895,0.38243482366116804,0.04764411560157639,0.41796287176510505,1.7029755239761357e-05,0.9936906774510778,1.7029755239761357e-05,0.5326829166547169,0.7122888998196426,0.48525320954395085,AKR,0
2013-06-30,0.15244132721877526,0.23950314941271575,0.4434367271117063,0.7709596854176857,0.9936906774510778,0.556411841911478,0.5564116017268201,0.8661980909160242,0.6880289254911729,0.17871635175039954,0.1254625327363352,0.18730293137833834,0.244225689630444,0.29657754153177995,0.0,0.03354020559131521,0.397877821393523,0.244225689630444,0.007667597644597013,0.0,0.47812075548280064,0.012572056613507396,0.893088046811365,0.624326820516488,0.1337186676371229,0.4356647214689221,0.683596726427907,0.0,0.14917042587353774,0.3774286917734984,0.4920942640213411,0.4369959446257653,0.48384148842604524,0.3516163099435175,0.04764411560157639,0.32683907251397704,8.514877619880679e-06,0.9936906774510778,8.514877619880679e-06,0.49246641237495087,0.7122888998196426,0.4323999403283695,AKR,0
2013-09-30,0.14161933022467146,0.22950089521094494,0.6878017301897592,0.7881732379114508,0.9936906774510778,0.5642196718329017,0.5642194358758608,0.9229279730139244,0.6770946850577576,0.2627210606967399,0.10200219650249218,0.09229775049301975,0.244225689630444,0.19542251175679096,0.0,0.020797386876741285,0.3597276741903827,0.244225689630444,0.015193242771950761,0.0,0.48318941962206297,0.040475068972478295,0.8934960591251018,0.6019899120166046,0.12231011048131571,0.11121039994405288,0.673147913934474,0.0,0.17455462955883477,0.6184078366147898,0.738730006156106,0.4369959446257653,0.5190145587817251,0.36941039201571185,0.04764411560157639,0.32237257807795616,0.0,0.9936906774510778,0.0,0.4797031583100639,0.0,0.8537781794887545,AKR,0
