Period End Date,Pretax ROE,(Total Debt - Cash) / EBITDA,Reinvestment Rate,Current Ratio,Pretax Margin,x Earnings Retention,Gross Margin,% LT Debt to Total Capital,Effective Tax Rate,x Pretax Margin,ROE,Times Interest Earned,x Leverage (Assets/Equity),Quick Ratio,Cash Cycle (Days),Operating Margin,Net Margin,Pretax ROA,Asset Turnover,Assets/Equity,x Tax Complement,Debt/Equity,EBITDA Margin,Company name,Fraud
2022-12-01,-0.8,5.33,-0.8,2.66,-12.6,1.0,27.4,21.7,3.5,-12.6,-0.8,-0.1,1.59,2.63,134.1,-1.3,-11.6,-0.5,0.04,1.59,0.94,0.52,14.6,ETC,0
2023-03-01,0.1,4.55,0.0,2.76,1.0,1.0,26.5,21.0,11.6,1.0,0.0,1.1,1.58,2.75,146.9,14.4,0.9,0.0,0.04,1.58,0.57,0.51,30.5,ETC,0
2023-06-01,0.3,3.45,0.2,3.76,6.0,1.0,25.9,31.8,19.6,6.0,0.2,1.3,1.78,3.76,148.5,23.6,4.8,0.2,0.03,1.78,0.72,0.72,41.5,ETC,0
2023-09-01,0.3,4.71,0.4,3.42,5.3,1.0,33.5,31.3,-15.9,5.3,0.4,1.3,1.77,3.42,133.1,22.8,6.1,0.2,0.03,1.77,1.09,0.71,39.2,ETC,0
2023-12-01,0.5,5.77,0.4,3.18,7.5,1.0,38.5,30.7,2.0,7.5,0.4,1.4,1.76,3.13,139.3,25.1,7.4,0.3,0.04,1.76,0.88,0.7,40.2,ETC,0
2024-03-01,-0.2,6.75,-0.2,3.32,-2.6,1.0,30.0,30.2,2.0,-2.6,-0.2,0.9,1.76,3.27,165.9,14.7,-3.0,-0.1,0.04,1.76,0.88,0.69,30.5,ETC,0
2024-06-01,2.1,0.42,2.0,2.56,31.3,1.0,37.8,19.6,-0.3,31.3,2.0,2.1,1.59,2.53,92.5,46.2,31.4,1.2,0.04,1.59,0.98,0.53,43.8,ETC,0
2003-03-01,9.9,9.92,6.6,1.12,0.6,1.0,25.1,4.7,71.4,0.6,6.6,1.7,3.73,0.7,114.5,3.7,0.2,3.0,0.44,3.73,0.29,1.6,3.7,LNE,0
2003-06-01,9.9,9.92,6.6,1.12,3.8,1.0,26.2,4.7,30.8,3.8,6.6,3.2,3.73,0.7,114.5,5.9,2.6,3.0,0.44,3.73,0.69,1.6,8.3,LNE,0
2003-09-01,9.9,9.92,6.6,1.12,5.8,1.0,26.7,4.7,34.7,5.8,6.6,4.5,3.73,0.7,114.5,7.4,3.8,3.0,0.44,3.73,0.65,1.6,8.5,LNE,0
2003-12-01,9.9,9.92,6.6,1.12,6.5,1.0,28.4,4.7,33.5,6.5,6.6,6.9,3.73,0.7,114.5,6.8,4.3,3.0,0.44,3.73,0.67,1.6,7.8,LNE,0
2004-03-01,9.9,9.92,6.6,1.12,4.5,1.0,27.8,4.7,33.2,4.5,6.6,4.0,3.73,0.7,114.5,5.7,3.0,3.0,0.44,3.73,0.67,1.6,5.7,LNE,0
2004-06-01,9.9,9.92,6.6,1.06,2.2,1.0,25.6,3.0,39.5,2.2,6.6,3.2,3.9,0.58,114.5,4.2,1.4,3.0,0.44,3.9,0.6,1.71,6.8,LNE,0
2004-09-01,9.9,9.92,6.6,1.24,6.9,1.0,27.0,2.1,33.2,6.9,6.6,7.9,2.88,0.72,114.5,8.4,4.6,3.0,0.44,2.88,0.67,1.1,9.4,LNE,0
2004-12-01,10.9,7.89,0.5,1.25,7.6,0.07,27.3,2.2,31.2,7.6,7.5,11.3,2.92,0.8,106.6,8.3,5.2,3.8,0.49,2.92,0.69,1.02,9.2,LNE,0
2005-03-01,6.5,15.53,4.5,1.29,6.7,1.0,24.9,2.6,29.9,6.7,4.5,4.5,2.67,0.79,152.3,7.3,4.7,2.3,0.35,2.67,0.7,0.86,6.2,LNE,0
2005-06-01,5.1,14.28,3.4,1.2,4.5,1.0,25.8,2.2,33.9,4.5,3.4,5.8,3.11,0.75,139.8,5.8,3.0,1.8,0.39,3.11,0.66,1.28,6.5,LNE,0
2005-09-01,7.2,12.22,5.8,1.19,6.3,1.0,26.7,4.4,19.3,6.3,5.8,5.9,3.12,0.71,142.3,7.4,5.1,2.3,0.37,3.12,0.81,1.26,8.9,LNE,0
2005-12-01,9.1,8.56,-1.0,1.24,6.7,-0.14,25.9,3.9,24.1,6.7,6.9,7.8,2.88,0.82,114.3,7.9,5.1,3.0,0.45,2.88,0.76,1.15,10.3,LNE,0
2006-03-01,4.2,15.8,3.2,1.23,4.8,1.0,29.5,3.9,24.0,4.8,3.2,3.4,2.81,0.76,169.8,5.9,3.6,1.5,0.31,2.81,0.76,1.02,7.5,LNE,0
2006-06-01,5.9,12.55,4.5,1.15,5.8,1.0,29.6,3.1,24.5,5.8,4.5,4.1,3.04,0.73,147.6,7.5,4.4,2.0,0.35,3.04,0.76,1.29,8.7,LNE,0
2006-09-01,15.1,6.63,11.2,1.19,11.3,1.0,34.2,3.7,25.9,11.3,11.2,8.2,3.08,0.74,118.6,12.7,8.3,4.9,0.44,3.08,0.74,1.17,13.6,LNE,0
2006-12-01,10.1,9.36,5.0,1.2,8.2,0.65,27.3,3.1,23.3,8.2,7.7,6.1,2.96,0.82,127.9,9.5,6.3,3.3,0.41,2.96,0.77,1.2,10.1,LNE,0
2007-03-01,2.7,20.03,2.0,1.22,3.3,1.0,26.4,5.1,26.1,3.3,2.0,2.4,2.76,0.76,186.9,5.5,2.5,0.9,0.28,2.76,0.74,1.14,7.0,LNE,0
2007-06-01,3.4,18.04,2.6,1.24,4.2,1.0,27.8,7.7,22.2,4.2,2.6,2.9,2.69,0.72,177.8,6.1,3.3,1.2,0.29,2.69,0.78,1.14,7.6,LNE,0
2007-09-01,3.5,18.07,2.7,1.22,3.9,1.0,26.9,7.1,22.3,3.9,2.7,3.5,2.65,0.71,156.2,5.4,3.1,1.3,0.33,2.65,0.78,1.14,7.0,LNE,0
2007-12-01,3.5,17.99,-3.0,1.21,3.6,-1.08,28.3,6.6,20.2,3.6,2.8,3.5,2.66,0.72,140.5,5.2,2.9,1.3,0.37,2.66,0.8,1.09,6.2,LNE,0
2008-03-01,4.0,15.98,3.0,1.22,4.5,1.0,27.9,6.7,23.9,4.5,3.0,3.7,2.64,0.68,146.4,5.4,3.4,1.5,0.34,2.64,0.76,0.96,7.0,LNE,0
2008-06-01,3.2,16.03,2.5,1.21,3.6,1.0,26.2,6.4,22.2,3.6,2.5,3.8,2.81,0.63,152.2,5.5,2.8,1.2,0.33,2.81,0.78,1.17,7.3,LNE,0
2008-09-01,3.4,18.33,2.7,1.21,3.6,1.0,25.0,5.8,19.3,3.6,2.7,3.3,2.74,0.62,155.8,5.0,2.9,1.2,0.34,2.74,0.81,1.17,6.6,LNE,0
2008-12-01,3.4,17.87,-1.6,1.21,3.5,-0.57,26.2,5.2,19.2,3.5,2.8,3.3,2.69,0.69,153.8,5.2,2.9,1.3,0.35,2.69,0.81,1.15,6.7,LNE,0
2009-03-01,1.4,25.18,1.0,1.19,1.7,1.0,25.5,4.6,29.4,1.7,1.0,2.0,2.68,0.68,178.6,3.5,1.2,0.5,0.3,2.68,0.71,1.15,5.7,LNE,0
2009-06-01,-1.7,92.17,-1.6,1.18,-2.6,1.0,24.3,5.4,29.4,-2.6,-1.6,-0.5,2.65,0.65,209.5,-0.9,-2.3,-0.7,0.26,2.65,0.71,1.24,1.9,LNE,0
2009-09-01,1.3,25.59,1.0,1.23,1.5,1.0,25.6,7.5,26.6,1.5,1.0,2.1,2.63,0.69,159.0,2.8,1.1,0.5,0.33,2.63,0.73,1.09,5.1,LNE,0
2009-12-01,3.4,51.95,0.3,1.25,3.5,0.09,25.2,6.8,16.3,3.5,2.9,4.5,2.56,0.77,129.4,4.6,3.0,1.3,0.37,2.56,0.84,1.0,2.0,LNE,0
2010-03-01,2.5,18.33,1.9,1.26,3.0,1.0,26.5,6.0,23.3,3.0,1.9,3.6,2.5,0.73,146.6,3.9,2.3,1.0,0.33,2.5,0.77,0.94,6.2,LNE,0
2010-06-01,0.9,28.22,0.4,1.23,1.2,1.0,26.5,5.0,52.5,1.2,0.4,1.7,2.58,0.66,170.4,2.2,0.5,0.3,0.29,2.58,0.47,1.03,4.5,LNE,0
2010-09-01,5.8,11.61,4.1,1.24,6.0,1.0,28.4,4.5,29.9,6.0,4.1,6.8,2.59,0.71,139.7,7.0,4.2,2.3,0.37,2.59,0.7,1.02,8.8,LNE,0
2010-12-01,6.0,11.36,0.2,1.22,6.0,0.05,28.1,3.3,23.9,6.0,4.6,7.1,2.57,0.71,136.6,6.7,4.6,2.3,0.39,2.57,0.76,0.95,8.5,LNE,0
2011-03-01,4.3,13.38,3.2,1.22,4.7,1.0,27.1,2.7,26.7,4.7,3.2,5.5,2.73,0.69,151.7,6.0,3.5,1.6,0.34,2.73,0.73,1.0,7.9,LNE,0
2011-06-01,3.9,18.46,2.7,1.19,4.4,1.0,28.5,2.1,29.9,4.4,2.7,4.2,2.88,0.62,170.5,6.0,3.1,1.4,0.31,2.88,0.7,1.14,6.6,LNE,0
2011-09-01,9.8,9.12,6.8,1.23,8.1,1.0,26.8,1.5,31.3,8.1,6.8,7.9,3.06,0.7,133.5,9.1,5.6,3.3,0.41,3.06,0.69,1.2,10.5,LNE,0
2011-12-01,2.9,21.26,-3.6,1.24,2.6,-1.7,22.5,1.0,26.7,2.6,2.1,2.8,3.05,0.78,157.3,3.7,1.9,0.9,0.36,3.05,0.73,1.28,5.2,LNE,0
2012-03-01,4.8,16.07,3.6,1.31,5.0,1.0,26.2,5.3,24.6,5.0,3.6,4.3,2.81,0.79,185.0,6.4,3.8,1.6,0.32,2.81,0.75,1.19,8.0,LNE,0
2012-06-01,0.8,30.74,0.5,1.29,1.0,1.0,23.4,5.2,36.4,1.0,0.5,1.6,2.8,0.71,190.0,2.6,0.6,0.3,0.3,2.8,0.64,1.15,4.5,LNE,0
2012-09-01,7.0,12.26,5.4,1.29,6.6,1.0,26.8,4.8,22.0,6.6,5.4,5.5,2.86,0.74,150.4,6.9,5.2,2.5,0.37,2.86,0.78,1.11,8.7,LNE,0
2012-12-01,7.7,10.86,-0.6,1.31,6.9,-0.1,26.1,4.4,22.2,6.9,6.0,6.8,2.82,0.78,143.5,7.7,5.4,2.7,0.39,2.82,0.78,1.06,8.8,LNE,0
2013-03-01,3.8,15.77,3.2,1.46,5.0,1.0,28.2,4.2,15.2,5.0,3.2,4.2,2.35,0.78,205.5,6.0,4.2,1.5,0.3,2.35,0.85,0.85,7.8,LNE,0
2013-06-01,3.6,13.81,2.8,1.42,4.8,1.0,28.5,3.8,21.0,4.8,2.8,4.8,2.43,0.75,207.8,6.6,3.8,1.5,0.31,2.43,0.79,0.93,8.6,LNE,0
2013-09-01,9.5,7.92,7.7,1.37,10.2,1.0,32.0,3.8,19.0,10.2,7.7,10.1,2.61,0.77,175.1,11.2,8.3,3.8,0.37,2.61,0.81,0.92,12.4,LNE,0
2013-12-01,7.4,8.98,4.2,1.37,7.3,0.68,28.1,2.9,16.3,7.3,6.2,9.0,2.59,0.77,157.5,8.6,6.1,2.8,0.39,2.59,0.84,0.9,9.8,LNE,0
2014-03-01,3.9,16.16,3.3,1.33,5.3,1.0,29.4,2.8,16.2,5.3,3.3,4.7,2.58,0.7,218.1,6.4,4.5,1.5,0.28,2.58,0.84,1.03,7.8,LNE,0
2014-06-01,3.2,21.68,2.9,1.31,4.4,1.0,28.5,8.0,10.4,4.4,2.9,3.5,2.72,0.69,223.0,5.4,4.0,1.2,0.27,2.72,0.9,1.2,6.7,LNE,0
2014-09-01,9.9,9.93,8.4,1.33,10.9,1.0,32.0,13.4,14.7,10.9,8.4,9.6,2.89,0.74,184.4,11.8,9.3,3.5,0.32,2.89,0.85,1.26,13.0,LNE,0
2014-12-01,3.2,22.21,-5.5,1.3,4.9,-2.24,31.8,14.0,23.3,4.9,2.5,3.9,2.74,0.67,253.2,6.7,3.8,1.2,0.23,2.74,0.77,1.22,8.2,LNE,0
2015-03-01,2.0,38.15,1.7,1.29,3.6,1.0,29.5,15.7,16.7,3.6,1.7,2.1,2.72,0.62,289.9,4.0,3.0,0.7,0.2,2.72,0.83,1.32,5.9,LNE,0
2015-06-01,1.9,29.04,1.6,1.2,2.9,1.0,29.4,14.7,15.9,2.9,1.6,2.2,2.92,0.59,259.9,5.1,2.5,0.7,0.23,2.92,0.85,1.48,7.4,LNE,0
2015-09-01,1.8,29.16,1.4,1.2,2.7,1.0,29.1,14.1,25.3,2.7,1.4,2.0,2.92,0.63,246.2,4.9,2.0,0.6,0.23,2.92,0.76,1.46,7.3,LNE,0
2015-12-01,2.0,27.5,-2.5,1.23,2.7,-1.72,28.9,14.9,26.8,2.7,1.5,1.9,2.8,0.64,210.9,4.0,2.0,0.7,0.26,2.8,0.74,1.36,6.7,LNE,0
2016-03-01,0.3,41.93,0.2,1.23,0.4,1.0,25.0,14.3,31.1,0.4,0.2,0.8,2.67,0.62,222.2,1.8,0.3,0.1,0.23,2.67,0.68,1.29,4.8,LNE,0
2016-06-01,1.4,29.18,1.1,1.19,2.3,1.0,29.4,13.1,20.4,2.3,1.1,1.7,2.77,0.6,242.7,4.1,1.8,0.5,0.22,2.77,0.79,1.37,7.3,LNE,0
2016-09-01,3.3,19.99,2.6,1.21,4.6,1.0,31.0,12.3,20.6,4.6,2.6,3.1,2.68,0.65,209.5,6.3,3.7,1.2,0.26,2.68,0.79,1.25,9.1,LNE,0
2016-12-01,4.0,17.57,-3.2,1.26,4.9,-1.03,27.8,12.5,22.7,4.9,3.1,3.1,2.45,0.67,154.2,4.9,3.8,1.6,0.32,2.45,0.77,0.93,7.2,LNE,0
2017-03-01,0.4,30.4,0.3,1.28,0.8,1.0,31.3,11.1,23.2,0.8,0.3,1.1,2.37,0.62,238.6,2.2,0.6,0.2,0.21,2.37,0.76,0.97,6.0,LNE,0
2017-06-01,1.1,25.93,0.7,1.27,2.1,1.0,32.0,9.9,31.6,2.1,0.7,1.7,2.36,0.62,246.7,3.5,1.5,0.5,0.22,2.36,0.68,0.97,7.1,LNE,0
2017-09-01,3.0,17.54,2.3,1.25,5.0,1.0,32.8,8.6,23.2,5.0,2.3,3.7,2.45,0.61,221.0,6.1,3.8,1.2,0.25,2.45,0.76,0.98,9.1,LNE,0
2017-12-01,2.7,18.77,-3.0,1.25,4.2,-1.5,29.7,7.6,25.1,4.2,2.0,3.2,2.43,0.63,201.5,5.0,3.1,1.1,0.27,2.43,0.75,0.97,7.7,LNE,0
2018-03-01,2.3,20.68,1.7,1.26,4.4,1.0,33.5,6.4,28.3,4.4,1.7,2.9,2.37,0.59,259.2,5.3,3.2,1.0,0.22,2.37,0.72,0.97,8.5,LNE,0
2018-06-01,2.7,19.08,2.1,1.2,4.6,1.0,32.4,4.8,22.0,4.6,2.1,3.6,2.47,0.6,248.4,5.9,3.6,1.1,0.24,2.47,0.79,1.07,8.9,LNE,0
2018-09-01,3.8,16.47,3.0,1.2,6.2,1.0,35.1,3.9,21.8,6.2,3.0,4.8,2.52,0.61,248.9,7.5,4.8,1.5,0.25,2.52,0.78,1.08,10.4,LNE,0
2018-12-01,4.2,16.29,-3.4,1.22,5.8,-1.12,31.0,3.1,26.5,5.8,3.1,4.9,2.49,0.7,208.1,6.5,4.2,1.7,0.29,2.49,0.73,1.07,8.8,LNE,0
2019-03-01,1.8,23.43,1.3,1.26,3.7,1.0,36.1,2.6,28.7,3.7,1.3,2.7,2.27,0.67,311.0,5.0,2.6,0.7,0.2,2.27,0.71,0.92,8.5,LNE,0
2019-06-01,-1.4,78.41,-1.4,1.2,-3.1,1.0,34.9,2.0,28.7,-3.1,-1.4,-0.8,2.46,0.6,322.8,-1.5,-3.0,-0.6,0.19,2.46,0.71,1.07,2.7,LNE,0
2019-09-01,2.7,19.68,2.0,1.2,4.4,1.0,32.5,1.3,26.3,4.4,2.0,3.6,2.5,0.64,247.0,5.4,3.2,1.1,0.25,2.5,0.74,1.06,8.5,LNE,0
2019-12-01,5.2,13.07,-1.6,1.22,7.3,-0.39,34.8,0.5,20.5,7.3,4.2,6.4,2.48,0.7,221.8,8.0,5.8,2.1,0.29,2.48,0.8,0.99,10.6,LNE,0
2020-03-01,1.1,24.56,0.7,1.22,2.3,1.0,35.1,2.9,32.0,2.3,0.7,1.9,2.37,0.66,308.3,3.7,1.6,0.4,0.19,2.37,0.68,0.99,7.9,LNE,0
2020-06-01,-0.5,27.29,-0.5,1.16,-1.2,1.0,34.3,2.9,32.0,-1.2,-0.5,0.3,2.46,0.55,340.0,0.7,-1.3,-0.2,0.17,2.46,0.68,1.05,8.3,LNE,0
2020-09-01,2.2,18.35,1.7,1.18,3.6,1.0,29.5,2.5,23.4,3.6,1.7,3.3,2.45,0.61,225.2,4.3,2.7,0.9,0.25,2.45,0.77,1.03,8.8,LNE,0
2020-12-01,1.5,21.47,-1.9,1.19,2.8,-1.45,31.1,2.2,16.0,2.8,1.3,2.4,2.38,0.63,234.5,3.3,2.3,0.6,0.23,2.38,0.84,0.88,7.5,LNE,0
2021-03-01,-0.3,35.3,-0.2,1.18,-0.6,-1.45,28.6,2.7,16.0,-0.6,-0.2,-0.3,2.52,0.61,247.1,-0.5,-0.5,-0.1,0.19,2.52,0.84,0.92,4.9,LNE,0
2021-06-01,0.5,27.43,0.4,1.13,0.9,1.0,26.9,2.1,19.1,0.9,0.4,0.9,2.73,0.54,226.6,1.2,0.7,0.2,0.21,2.73,0.81,1.06,6.2,LNE,0
2021-09-01,0.9,32.32,0.7,1.14,1.6,1.0,26.8,1.7,22.4,1.6,0.7,0.9,2.7,0.53,230.8,1.2,1.3,0.3,0.21,2.7,0.78,1.08,5.4,LNE,0
2021-12-01,3.6,16.95,-0.7,1.14,5.0,-0.24,26.2,1.0,18.5,5.0,2.9,3.6,2.88,0.55,194.2,4.2,4.1,1.3,0.26,2.88,0.82,1.08,8.3,LNE,0
2022-03-01,0.7,53.13,0.8,1.13,1.0,1.0,24.6,1.3,-14.1,1.0,0.8,-0.8,3.04,0.55,209.1,-1.0,1.2,0.2,0.23,3.04,1.14,1.14,2.9,LNE,0
2022-06-01,0.9,29.01,0.9,1.12,1.2,1.0,24.3,0.9,-1.4,1.2,0.9,1.3,3.16,0.52,209.8,1.6,1.2,0.3,0.23,3.16,1.01,1.2,5.5,LNE,0
2022-09-01,1.5,26.54,1.2,1.12,2.1,1.0,27.4,1.2,18.2,2.1,1.2,1.7,3.06,0.52,230.7,2.2,1.7,0.5,0.22,3.06,0.82,1.23,6.4,LNE,0
2022-12-01,0.3,35.26,-2.8,1.13,0.4,1.0,25.9,1.5,160.3,0.4,-0.2,0.8,2.92,0.53,230.2,1.2,-0.3,0.1,0.23,2.92,-0.6,1.24,4.8,LNE,0
2023-03-01,-0.3,37.7,-0.1,1.15,-0.5,1.0,31.3,1.3,160.3,-0.5,-0.1,0.4,2.89,0.51,299.3,0.7,-0.3,-0.1,0.2,2.89,-0.6,1.25,5.6,LNE,0
2023-06-01,-2.0,90.8,-1.6,1.11,-3.6,1.0,28.0,1.3,160.3,-3.6,-1.6,-1.2,3.0,0.52,302.0,-2.6,-2.8,-0.7,0.19,3.0,-0.6,1.33,2.5,LNE,0
2023-09-01,0.4,30.1,0.3,1.11,0.7,1.0,30.4,1.3,26.3,0.7,0.3,0.9,3.0,0.54,277.2,2.0,0.5,0.1,0.2,3.0,0.74,1.31,6.9,LNE,0
2023-12-01,0.4,24.48,-2.5,1.11,0.6,1.0,30.9,1.5,281.8,0.6,-0.7,1.5,2.98,0.59,242.0,3.0,-1.0,0.1,0.23,2.98,-1.82,1.29,7.4,LNE,0
2024-03-01,-1.1,51.32,-1.2,1.12,-2.2,1.0,35.5,1.2,281.8,-2.2,-1.2,-0.3,2.91,0.58,345.2,-0.9,-2.4,-0.4,0.17,2.91,-1.82,1.29,4.8,LNE,0
2024-06-01,-1.6,51.64,-1.5,1.12,-3.0,1.0,32.7,1.0,281.8,-3.0,-1.5,-0.3,2.84,0.52,328.5,-0.9,-2.8,-0.5,0.19,2.84,-1.82,1.34,4.6,LNE,0
2014-03-01,17.4,0.91,15.1,0.87,4.8,1.0,14.4,10.9,26.4,4.8,15.1,4.2,7.08,0.67,61.7,6.3,3.5,4.7,0.32,7.08,0.74,1.31,7.4,SCI,0
2014-06-01,17.4,0.91,15.1,0.87,12.7,1.0,17.5,10.9,21.8,12.7,15.1,14.3,7.08,0.67,61.7,13.6,9.9,4.7,0.32,7.08,0.78,1.31,14.3,SCI,0
2014-09-01,17.4,0.91,15.1,0.87,17.5,1.0,21.1,10.9,22.1,17.5,15.1,27.0,7.08,0.67,61.7,18.1,13.6,4.7,0.32,7.08,0.78,1.31,18.6,SCI,0
2014-12-01,17.4,0.91,15.1,0.87,18.6,1.0,25.9,10.9,20.8,18.6,15.1,17.7,7.08,0.67,61.7,19.7,14.8,4.7,0.32,7.08,0.79,1.31,21.5,SCI,0
2015-03-01,17.4,0.91,15.1,0.87,13.5,1.0,18.8,10.9,18.6,13.5,15.1,13.8,7.08,0.67,61.7,14.5,11.0,4.7,0.32,7.08,0.81,1.31,15.7,SCI,0
2015-06-01,17.4,0.91,15.1,1.25,14.7,1.0,20.4,6.6,13.2,14.7,15.1,15.0,2.45,0.99,61.7,15.8,12.8,4.7,0.32,2.45,0.87,0.47,16.7,SCI,0
2015-09-01,8.2,1.92,6.1,1.27,16.4,1.0,22.7,6.1,25.6,16.4,6.1,9.7,2.31,0.93,109.1,18.3,12.2,3.5,0.21,2.31,0.74,0.38,19.8,SCI,0
2015-12-01,-0.6,1.92,-5.8,2.38,-1.5,1.0,7.2,2.8,25.6,-1.5,-0.2,-0.7,1.56,2.16,98.6,-0.6,-0.5,-0.3,0.21,1.56,0.74,0.15,2.7,SCI,0
2016-03-01,0.1,1.92,-0.3,3.27,0.8,1.0,16.2,2.7,329.3,0.8,-0.3,1.6,1.36,2.85,148.8,2.3,-1.8,0.1,0.1,1.36,-2.29,0.09,5.4,SCI,0
2016-06-01,0.1,1.92,-0.2,3.75,0.6,1.0,13.2,2.4,343.5,0.6,-0.2,2.0,1.31,3.16,135.0,2.2,-1.4,0.1,0.11,1.31,-2.44,0.1,5.4,SCI,0
2016-09-01,3.8,1.92,3.2,2.83,11.2,1.0,16.3,2.2,15.6,11.2,3.2,15.2,1.42,2.36,68.1,12.4,9.5,2.8,0.25,1.42,0.84,0.09,13.8,SCI,0
2016-12-01,7.0,1.92,4.0,2.31,16.2,0.67,19.3,1.9,13.3,16.2,6.0,52.0,1.56,2.01,55.2,16.8,14.0,4.7,0.29,1.56,0.87,0.07,17.9,SCI,0
2017-03-01,0.6,1.92,0.3,2.16,1.8,1.0,10.6,1.8,41.5,1.8,0.3,9.0,1.64,1.88,80.2,2.5,1.1,0.3,0.19,1.64,0.59,0.03,4.1,SCI,0
2017-06-01,0.5,1.92,0.2,2.06,3.0,1.0,15.8,5.2,68.2,3.0,0.2,12.6,1.73,1.74,134.7,4.3,1.0,0.3,0.09,1.73,0.33,0.06,7.5,SCI,0
2017-09-01,2.1,1.92,1.7,2.02,9.8,1.0,19.1,4.4,18.3,9.8,1.7,37.5,1.72,1.7,113.5,10.2,8.0,1.2,0.13,1.72,0.82,0.06,12.5,SCI,0
2017-12-01,-1.1,1.92,-3.1,2.03,-5.9,1.0,7.5,8.0,18.3,-5.9,-1.2,37.5,1.74,1.74,182.0,-6.7,-6.4,-0.6,0.11,1.74,0.82,0.11,-4.0,SCI,0
2018-03-01,-1.2,1.92,-1.2,2.01,-6.2,1.0,9.5,11.4,18.3,-6.2,-1.2,-67.8,1.79,1.71,147.4,-6.5,-6.2,-0.7,0.11,1.79,0.82,0.13,-4.1,SCI,0
2018-06-01,1.2,1.92,1.1,1.9,6.7,1.0,10.4,14.1,4.7,6.7,1.1,27.7,1.84,1.61,152.6,6.4,6.4,0.6,0.1,1.84,0.96,0.17,9.3,SCI,0
2018-09-01,-0.3,1.92,-0.4,1.97,-1.8,1.0,16.1,16.0,4.7,-1.8,-0.4,-15.4,1.83,1.68,137.6,-3.7,-2.4,-0.2,0.09,1.83,0.96,0.21,-0.6,SCI,0
2018-12-01,-2.2,1.92,-4.0,2.04,-15.2,1.0,4.3,15.6,4.7,-15.2,-2.0,-6.5,1.78,1.8,196.5,-13.8,-14.1,-1.2,0.08,1.78,0.96,0.21,-8.8,SCI,0
2019-03-01,-1.0,1.92,-1.2,1.84,-8.6,1.0,12.7,14.6,4.7,-8.6,-1.2,-2.2,1.87,1.5,706.8,-6.0,-10.4,-0.5,0.06,1.87,0.96,0.23,1.2,SCI,0
2019-06-01,-3.1,1.92,-2.8,1.82,-23.2,1.0,0.7,15.5,4.7,-23.2,-2.8,-8.2,1.9,1.42,647.2,-20.8,-21.0,-1.7,0.07,1.9,0.96,0.22,-14.5,SCI,0
2019-09-01,-2.0,1.92,-1.9,1.91,-9.8,1.0,3.9,16.2,4.7,-9.8,-1.9,-4.5,1.84,1.58,439.3,-7.1,-9.8,-1.1,0.11,1.84,0.96,0.21,-2.6,SCI,0
2019-12-01,-1.9,1.75,-2.9,1.44,-9.8,1.0,16.5,0.1,4.7,-9.8,-2.0,0.1,1.83,1.18,452.2,0.5,-10.4,-1.1,0.11,1.83,0.96,0.21,4.2,SCI,0
2020-03-01,0.9,63.12,0.9,1.37,6.4,1.0,12.5,0.1,11.8,6.4,0.9,-2.3,1.93,1.08,639.4,9.7,5.6,0.5,0.08,1.93,0.92,0.23,0.4,SCI,0
2020-06-01,0.5,3.97,0.2,1.39,2.5,1.0,22.8,0.1,73.8,2.5,0.2,2.5,1.95,1.09,501.4,4.3,0.6,0.3,0.11,1.95,0.34,0.21,8.2,SCI,0
2020-09-01,0.3,7.05,0.1,1.38,1.3,1.0,9.9,0.1,83.7,1.3,0.1,-0.2,1.98,1.1,419.9,2.6,0.2,0.2,0.13,1.98,0.27,0.22,3.3,SCI,0
2020-12-01,-13.0,5.22,-13.0,1.29,-48.8,1.0,9.9,0.1,83.7,-48.8,-13.0,-0.3,2.05,1.02,384.5,-5.2,-48.9,-6.4,0.13,2.05,0.27,0.25,2.5,SCI,0
2021-03-01,1.0,0.57,0.6,1.29,3.8,1.0,13.4,0.1,44.9,3.8,0.6,4.2,2.1,1.02,385.7,5.1,2.1,0.5,0.13,2.1,0.59,0.26,8.5,SCI,0
2021-06-01,-1.2,0.57,-1.1,1.28,-5.5,1.0,6.5,0.1,44.9,-5.5,-1.1,-3.5,2.12,0.97,454.8,-4.1,-4.9,-0.6,0.1,2.12,0.59,0.26,0.0,SCI,0
2021-09-01,0.9,0.57,0.6,1.25,3.0,1.0,7.1,0.0,38.0,3.0,0.6,5.1,2.19,0.96,340.8,4.4,1.9,0.4,0.14,2.19,0.65,0.26,7.5,SCI,0
2021-12-01,-0.3,0.57,0.1,1.24,-0.9,1.0,6.8,0.0,38.0,-0.9,0.1,0.4,2.17,0.93,367.6,0.4,0.2,-0.1,0.13,2.17,0.65,0.26,3.8,SCI,0
2022-03-01,-2.9,0.57,-2.8,1.22,-11.0,1.0,0.0,0.1,38.0,-11.0,-2.8,-10.1,2.19,0.89,393.8,-9.9,-10.9,-1.3,0.12,2.19,0.65,0.27,-6.4,SCI,0
2022-06-01,-4.3,0.57,-4.1,1.17,-15.4,1.0,-8.6,0.1,38.0,-15.4,-4.1,-11.9,2.26,0.9,365.4,-14.1,-15.3,-1.9,0.13,2.26,0.65,0.29,-10.6,SCI,0
2022-09-01,-4.4,0.57,-4.4,1.1,-17.3,1.0,-11.3,0.1,38.0,-17.3,-4.4,-8.9,2.32,0.88,405.7,-15.6,-17.5,-1.9,0.11,2.32,0.65,0.32,-11.4,SCI,0
