Period End Date,"Issuance (Retirement) of Debt, Net",Net Income/Starting Line,"Long Term Debt, Net",Non-Cash Items,Other Investing Cash Flow,Cash Taxes Paid,Long Term Debt Reduction,Financing Cash Flow Items,Net Change in Cash,Depreciation/Depletion,Sale/Maturity of Investment,Depreciation,Other Operating Cash Flow,Net Cash - Ending Balance,Free Cash Flow,"Other Investing Cash Flow Items, Total",Other Assets,Net Cash - Beginning Balance,"Lease liability Reduced, Supplemental",Accounts Receivable,Changes in Working Capital,Other Liabilities,Net Changes in Working Capital,Other Financing Cash Flow,Cash from Operating Activities,Cash from Financing Activities,Capital Expenditures,Purchase of Fixed Assets,Other Non-Cash Items,Sale of Fixed Assets,Cash Interest Paid,Cash from Investing Activities,Unusual Items,Company name,Fraud
2004-06-30,-11402.0,60301.0,-626.0,-7705.0,179.0,2720.0,-626.0,-10.0,40499.0,56369.0,0.0,56369.0,-28718.0,59899.0,51142.0,187.0,-7347.0,19400.0,-7444.0,-59562.0,-55841.0,81382.0,-55841.0,-10.0,54229.0,-11402.0,-3087.0,-3087.0,-6790.0,187.0,2116.0,-2900.0,-187.0,AKR,0
2004-12-31,47882.0,1532320.0,20866.0,-1501984.0,179.0,5126.0,-643253.0,-10.0,14550.0,113428.0,25.0,113428.0,-28718.0,33950.0,-30402.0,428.0,-20705.0,19400.0,-7444.0,-250754.0,-98420.0,78617.0,-98420.0,-10.0,47939.0,50608.0,-78341.0,-78341.0,-11762.0,403.0,26881.0,-77913.0,-1605063.0,AKR,0
2005-03-31,-114314.0,2520.0,-167628.0,-443.0,-5742.0,1230.0,-167628.0,-10.0,-10854.0,5404.0,0.0,5404.0,-28718.0,23096.0,-90814.0,-5742.0,-26572.0,33950.0,-7444.0,59022.0,-95091.0,530.0,-95091.0,-10.0,-87610.0,85686.0,-3204.0,-3204.0,-532.0,823.0,3894.0,-8946.0,89.0,AKR,0
2005-06-30,2012.0,68398.0,-182932.0,-959.0,-5742.0,2116.0,-182932.0,-10.0,4345.0,15741.0,0.0,15741.0,-28718.0,38295.0,-191941.0,-5742.0,-879.0,33950.0,-7444.0,-236946.0,-261066.0,13573.0,-261066.0,-10.0,-177886.0,202012.0,-14055.0,-14055.0,-1048.0,0.0,7217.0,-19797.0,89.0,AKR,0
2005-09-30,-44793.0,128614.0,-195323.0,9401.0,-5742.0,5117.0,-195323.0,-10.0,12409.0,26213.0,0.0,26213.0,-28718.0,46359.0,-137072.0,-5742.0,-12774.0,33950.0,-7444.0,-210757.0,-273379.0,14505.0,-273379.0,-10.0,-109151.0,155207.0,-27921.0,-27921.0,9365.0,0.0,14689.0,-33663.0,36.0,AKR,0
2005-12-31,119863.0,175271.0,-210655.0,-12022.0,-5742.0,8178.0,-210655.0,-10.0,11064.0,37280.0,0.0,37280.0,-28718.0,45014.0,-303073.0,-5742.0,-22257.0,33950.0,-7444.0,-140102.0,-231722.0,8967.0,-231722.0,-10.0,-31193.0,319863.0,-271880.0,-271880.0,-12208.0,0.0,21513.0,-277622.0,186.0,AKR,0
2006-03-31,-19042.0,3851.0,5677.0,3716.0,0.0,1062.0,-15339.0,-10.0,41613.0,11404.0,0.0,11404.0,-28718.0,87349.0,60655.0,0.0,-6709.0,45736.0,-7444.0,32832.0,69184.0,-7723.0,69184.0,-10.0,88155.0,-19042.0,-27500.0,-27500.0,3716.0,0.0,8674.0,-27500.0,0.0,AKR,0
2006-06-30,20781.0,48505.0,38445.0,3418.0,0.0,2466.0,-30685.0,-10.0,313.0,22397.0,0.0,22397.0,-28718.0,46049.0,-20677.0,209.0,-9652.0,45736.0,-7444.0,-66324.0,-18596.0,-6507.0,-18596.0,-10.0,55724.0,20781.0,-76401.0,-76401.0,3350.0,209.0,20721.0,-76192.0,68.0,AKR,0
2006-09-30,-257059.0,99327.0,23559.0,4183.0,179.0,4314.0,-76197.0,-10.0,106589.0,33380.0,0.0,33380.0,-28718.0,151603.0,-110433.0,423.0,3104.0,45014.0,-7444.0,-96777.0,-111651.0,-8010.0,-111651.0,-10.0,25239.0,216599.0,-135672.0,-135672.0,4189.0,423.0,32316.0,-135249.0,-6.0,AKR,0
2006-12-31,-290037.0,137576.0,49018.0,7340.0,-91.0,6959.0,-92103.0,-10.0,58210.0,44874.0,0.0,44874.0,-28718.0,103223.0,-126363.0,951.0,-10073.0,45014.0,-7444.0,-70150.0,-51454.0,-14505.0,-51454.0,-10.0,138336.0,183621.0,-264699.0,-264699.0,7484.0,1042.0,38444.0,-263748.0,-144.0,AKR,0
2007-03-31,360444.0,-5459.0,194172.0,18049.0,0.0,1594.0,-15965.0,-10.0,92448.0,11859.0,0.0,11859.0,-10352.0,195671.0,-238019.0,-29978.0,10962.0,103223.0,-7444.0,93462.0,-82895.0,502.0,-72543.0,-10.0,-58446.0,360444.0,-179573.0,-179573.0,17948.0,22.0,8759.0,-209551.0,101.0,AKR,0
2007-06-30,748925.0,3719.0,580273.0,20245.0,462.0,21336.0,-31954.0,-10.0,-53687.0,24359.0,0.0,24359.0,-30477.0,49536.0,-723622.0,26.0,12629.0,103223.0,-7444.0,104636.0,-157908.0,29521.0,-127431.0,-10.0,-109389.0,669911.0,-614233.0,-613984.0,20229.0,22.0,9141.0,-614207.0,16.0,AKR,0
2007-09-30,861876.0,84349.0,619650.0,63159.0,845.0,37099.0,-47967.0,-10.0,-26534.0,37785.0,0.0,37785.0,-84222.0,76689.0,-810856.0,1459.0,-8066.0,103223.0,-7444.0,-128944.0,-302332.0,29939.0,-218110.0,-10.0,-116714.0,782862.0,-694142.0,-694142.0,63395.0,722.0,47123.0,-692683.0,-236.0,AKR,0
2007-12-31,678895.0,93756.0,629338.0,83685.0,1044.0,37194.0,-61019.0,-10.0,-34632.0,56797.0,0.0,56797.0,-105801.0,68591.0,-636308.0,1795.0,298.0,103223.0,-7444.0,48063.0,-70564.0,30989.0,35237.0,-10.0,164116.0,599881.0,-800424.0,-798461.0,83871.0,859.0,68607.0,-798629.0,-186.0,AKR,0
2008-03-31,161005.0,-4493.0,-81205.0,28671.0,26.0,1315.0,-81205.0,-10.0,15502.0,23275.0,0.0,23275.0,-16767.0,83007.0,-145723.0,222.0,-12880.0,67505.0,-7444.0,-125385.0,-262989.0,9012.0,-246222.0,-10.0,-214476.0,161005.0,68753.0,68783.0,28858.0,196.0,15452.0,68975.0,-187.0,AKR,0
2008-06-30,158481.0,-22641.0,-82940.0,43488.0,263.0,37515.0,-82940.0,-10.0,28417.0,50919.0,0.0,50919.0,-94100.0,95922.0,-43663.0,-7384.0,-21399.0,67505.0,-7444.0,55352.0,-180274.0,18379.0,-86174.0,-10.0,-106555.0,79464.0,62892.0,63326.0,43701.0,357.0,56585.0,55508.0,-213.0,AKR,0
2008-09-30,379639.0,1720.0,-84349.0,64483.0,271.0,49880.0,-84349.0,-10.0,-2921.0,79370.0,0.0,79370.0,-128918.0,64584.0,-302122.0,-1422.0,-12547.0,67505.0,-7444.0,-177521.0,-406584.0,35669.0,-277666.0,-10.0,-258248.0,300622.0,-43874.0,-43367.0,65670.0,1343.0,79038.0,-45296.0,-1187.0,AKR,0
2008-12-31,199528.0,2725.0,-83167.0,85510.0,414.0,53934.0,-88027.0,-10.0,-1211.0,112698.0,0.0,112698.0,-155031.0,67475.0,-120836.0,-888.0,-43625.0,68686.0,-7444.0,-31434.0,-269574.0,-10383.0,-114543.0,-10.0,-65103.0,120511.0,-55733.0,-50428.0,84191.0,1808.0,101097.0,-56621.0,1319.0,AKR,0
2009-03-31,-46430.0,-8716.0,-2305.0,41789.0,0.0,2333.0,-2305.0,-10.0,-47315.0,28641.0,0.0,28641.0,-25179.0,20022.0,-1291.0,405.0,61909.0,67337.0,-7444.0,85666.0,-44802.0,-13195.0,-19623.0,-10.0,17781.0,-46430.0,-19072.0,-18283.0,41660.0,471.0,22846.0,-18667.0,129.0,AKR,0
2009-06-30,38382.0,-71848.0,-4640.0,102152.0,86.0,33107.0,-4640.0,0.0,2467.0,57759.0,0.0,57759.0,-62725.0,69805.0,42348.0,757.0,65411.0,67337.0,-7444.0,172973.0,-24162.0,-5182.0,38563.0,0.0,65743.0,-40635.0,-23395.0,-22606.0,102053.0,671.0,29618.0,-22638.0,99.0,AKR,0
2009-09-30,-63539.0,-137870.0,-7212.0,168930.0,90.0,44872.0,-7212.0,-10.0,-52133.0,87458.0,0.0,87458.0,-80814.0,15204543.0,91111.0,-687.0,80037.0,67337.0,-7444.0,110307.0,4330.0,30080.0,85143.0,-10.0,125649.0,-142556.0,-34538.0,-33743.0,170305.0,3238.0,35942.0,-35225.0,-1375.0,AKR,0
2009-12-31,-117564.0,-225365.0,18006.0,177510.0,171.0,39376.0,-10349.0,-10.0,-29841.0,121875.0,0.0,121875.0,-81558.0,37634.0,163238.0,3503.0,68806.0,67475.0,-7444.0,164653.0,195056.0,-3075.0,276613.0,-10.0,272806.0,-196582.0,-109568.0,-107932.0,181950.0,3332.0,42182.0,-106065.0,-4440.0,AKR,0
2010-03-31,55224.0,-47021.0,-31531.0,44145.0,17.0,937.0,-30315.0,-10.0,2991.0,29560.0,0.0,29560.0,-4827.0,40625.0,-52249.0,17.0,3351.0,37634.0,-7444.0,-104249.0,-68789.0,-3346.0,-63962.0,-10.0,-41289.0,55224.0,-10960.0,-10952.0,44208.0,0.0,3891.0,-10943.0,-63.0,AKR,0
2010-06-30,486.0,-120607.0,-6864.0,85187.0,72.0,4476.0,-6864.0,-10.0,-19143.0,58435.0,0.0,58435.0,-13095.0,18491.0,-19769.0,150.0,584.0,37634.0,-7444.0,-41714.0,-28659.0,33438.0,-15564.0,-10.0,-4053.0,476.0,-15716.0,-15708.0,85156.0,364.0,8619.0,-15566.0,31.0,AKR,0
2010-09-30,40049.0,-154950.0,-9593.0,114383.0,78.0,5403.0,-9593.0,-10.0,22439.0,84056.0,0.0,84056.0,-18613.0,60073.0,-15469.0,-2131.0,-4245.0,37634.0,-7444.0,-30505.0,-39506.0,16245.0,-20893.0,-10.0,6309.0,40039.0,-21778.0,-21735.0,114484.0,1089.0,13210.0,-23909.0,-100.0,AKR,0
2010-12-31,-96650.0,-335333.0,-12340.0,365601.0,155.0,8391.0,-12340.0,-10.0,50222.0,111447.0,0.0,111447.0,-27384.0,90297.0,152063.0,-5191.0,-1288.0,40075.0,-7444.0,-77917.0,32701.0,5875.0,60085.0,-10.0,177431.0,-96650.0,-25368.0,-25325.0,157231.0,1200.0,18993.0,-30560.0,208371.0,AKR,0
2011-03-31,-33710.0,-47207.0,-814.0,55537.0,3.0,1217.0,-814.0,-10.0,-14585.0,23344.0,0.0,23344.0,-4450.0,75711.0,15922.0,3203.0,77.0,90297.0,-7444.0,6347.0,-10641.0,-16624.0,-6191.0,-10.0,21680.0,-33710.0,-5758.0,-5454.0,55005.0,0.0,3233.0,-2555.0,532.0,AKR,0
2011-06-30,-6444.0,-68346.0,-6376.0,91349.0,158.0,10353.0,-6376.0,-10.0,-12781.0,46996.0,0.0,46996.0,-15949.0,77516.0,2721.0,-9058.0,-1565.0,90297.0,-7444.0,-76069.0,-57468.0,2630.0,-41518.0,-10.0,13848.0,-6444.0,-11127.0,-10491.0,90956.0,0.0,5597.0,-20185.0,392.0,AKR,0
2011-09-30,-46066.0,-80304.0,-9317.0,147584.0,179.0,46051.0,-9317.0,-10.0,-27020.0,70855.0,118.0,70855.0,-54770.0,63277.0,39564.0,-20519.0,-643.0,90297.0,-7444.0,-167751.0,-79132.0,33901.0,-24362.0,-10.0,60963.0,-46066.0,-21399.0,-20763.0,146740.0,0.0,8719.0,-41918.0,844.0,AKR,0
2011-12-31,-83229.0,-45205.0,-12143.0,175744.0,515.0,49503.0,-12143.0,-10.0,-2147.0,91522.0,118.0,91522.0,-61781.0,88150.0,103609.0,-22526.0,-840.0,90297.0,-7444.0,-200237.0,-82294.0,18564.0,-20513.0,-10.0,142366.0,-83229.0,-38757.0,-38021.0,175563.0,50.0,11266.0,-61283.0,181.0,AKR,0
2012-03-31,-22902.0,5723.0,-2520.0,43411.0,27.0,4297.0,-2520.0,-10.0,7825.0,23482.0,0.0,23482.0,-5906.0,95975.0,34464.0,-3737.0,-1.0,88150.0,-7444.0,61854.0,-27664.0,-2253.0,-21758.0,-10.0,45584.0,-22902.0,-11119.0,-11087.0,43676.0,205.0,1609.0,-14857.0,-265.0,AKR,0
2012-06-30,-66451.0,18513.0,-4954.0,67985.0,382.0,17329.0,-4954.0,-10.0,-16676.0,44318.0,274.0,44318.0,-29756.0,71474.0,50894.0,-1119.0,2194.0,88150.0,-7444.0,88726.0,-65899.0,-25307.0,-36143.0,-10.0,66174.0,-66451.0,-15281.0,-15235.0,69436.0,1501.0,12427.0,-16399.0,-1451.0,AKR,0
2012-09-30,37239.0,72779.0,-7947.0,92985.0,382.0,49306.0,-7947.0,-10.0,33827.0,66537.0,274.0,66537.0,-72248.0,121977.0,-1931.0,-1481.0,2080.0,88150.0,-7444.0,-36799.0,-206493.0,-14353.0,-134245.0,-10.0,27736.0,37239.0,-29667.0,-28422.0,94917.0,2319.0,22942.0,-31148.0,-1933.0,AKR,0
2012-12-31,-103647.0,209893.0,-37420.0,130952.0,739.0,71757.0,-37420.0,-10.0,24676.0,93340.0,284.0,93340.0,-109547.0,112826.0,133817.0,-5494.0,2009.0,88150.0,-7444.0,142102.0,-250154.0,3673.0,-140607.0,-10.0,186647.0,-103647.0,-52830.0,-50895.0,129111.0,4034.0,34292.0,-58324.0,1841.0,AKR,0
2013-03-31,21844.0,45205.0,-9739.0,22867.0,-8.0,1848.0,-9739.0,-10.0,48801.0,22504.0,0.0,22504.0,-11542.0,161626.0,38991.0,-12035.0,-15.0,112826.0,-7444.0,-62661.0,-44336.0,-15300.0,-32794.0,-10.0,46907.0,21844.0,-7916.0,-7873.0,22730.0,570.0,9694.0,-19950.0,137.0,AKR,0
2013-06-30,-10116.0,51458.0,-1291.0,40492.0,587.0,63772.0,-1291.0,-10.0,14729.0,45334.0,0.0,45334.0,-82453.0,127554.0,29255.0,-20.0,-239.0,112826.0,-7444.0,-30963.0,-73119.0,-24826.0,9333.0,-10.0,65506.0,-14506.0,-36251.0,-35732.0,43296.0,3938.0,18680.0,-36271.0,-2805.0,AKR,0
2013-09-30,-9572.0,60144.0,-29877.0,96838.0,589.0,87602.0,-29877.0,-10.0,-68783.0,68629.0,0.0,68629.0,-115833.0,44042.0,-9999.0,-44822.0,-463.0,112826.0,-7444.0,-136031.0,-184789.0,-22787.0,-68956.0,-10.0,42832.0,-13962.0,-52831.0,-52307.0,70313.0,4334.0,28177.0,-97653.0,26525.0,AKR,0
2013-12-31,-462960.0,557970.0,-462180.0,-353225.0,1204.0,90757.0,-862180.0,-4000.0,93071.0,91912.0,0.0,91912.0,-132704.0,205896.0,151507.0,9928.0,-528.0,112826.0,-7444.0,-28283.0,-68867.0,-5332.0,63836.0,-4000.0,230562.0,-68364.0,-79055.0,-78204.0,130559.0,4852.0,39598.0,-69127.0,-483784.0,AKR,0
2014-03-31,1006.0,-880.0,-25717.0,7089.0,2743.0,1327.0,-25717.0,-10.0,-27031.0,21575.0,0.0,21575.0,-8129.0,178865.0,-47287.0,19250.0,-3.0,205896.0,-7444.0,16997.0,-42492.0,19252.0,-34363.0,-10.0,-14525.0,1006.0,-32762.0,-32762.0,7052.0,46.0,6482.0,-13512.0,37.0,AKR,0
2014-06-30,16451.0,18965.0,-32063.0,19834.0,436.0,27274.0,-52106.0,-10.0,-87082.0,43648.0,55.0,43648.0,-40797.0,118814.0,-74063.0,37694.0,302.0,205896.0,-7444.0,-41019.0,-114159.0,16327.0,-73362.0,-10.0,-31342.0,-50713.0,-42720.0,-42651.0,21338.0,823.0,13204.0,-5027.0,-1505.0,AKR,0
2014-09-30,22070.0,55498.0,-59320.0,29681.0,437.0,34052.0,-79320.0,-10.0,-58141.0,66834.0,55.0,66834.0,-54174.0,147755.0,-53140.0,40093.0,124.0,205896.0,-7444.0,-86495.0,-154852.0,26055.0,-100678.0,-10.0,-2277.0,-45094.0,-50863.0,-50794.0,32736.0,3221.0,19803.0,-10770.0,-3055.0,AKR,0
2014-12-31,-30433.0,135482.0,-88021.0,62347.0,824.0,38491.0,-108021.0,0.0,48286.0,90429.0,55.0,90429.0,-69068.0,254182.0,99872.0,46011.0,101.0,205896.0,-7444.0,-159301.0,-128153.0,33603.0,-59085.0,0.0,160856.0,-97596.0,-60984.0,-60914.0,47200.0,8751.0,26379.0,-14973.0,15147.0,AKR,0
2015-03-31,-38796.0,-7060.0,-33465.0,6591.0,122.0,0.0,-33465.0,-10.0,18678.0,22911.0,0.0,22911.0,-5581.0,272860.0,62491.0,-5017.0,0.0,254182.0,-7444.0,210040.0,56395.0,-749.0,61976.0,-10.0,79020.0,-38796.0,-16529.0,-16259.0,6733.0,861.0,5581.0,-21546.0,-141.0,AKR,0
2015-06-30,-618.0,9760.0,-61235.0,17860.0,965.0,25571.0,-61235.0,-10.0,-176235.0,46248.0,0.0,46248.0,-36532.0,77947.0,-77934.0,-3659.0,0.0,254182.0,-7444.0,49489.0,-128108.0,-3717.0,-91577.0,-10.0,-53856.0,-94643.0,-24079.0,-23790.0,17672.0,1376.0,10679.0,-27737.0,189.0,AKR,0
2015-09-30,19461.0,33749.0,-80250.0,33143.0,979.0,29190.0,-89576.0,-10.0,-149153.0,70121.0,0.0,70121.0,-46725.0,105029.0,-71299.0,-3290.0,0.0,254182.0,-7444.0,19305.0,-169022.0,-25616.0,-122297.0,-10.0,-31406.0,-74564.0,-39893.0,-39576.0,33004.0,1730.0,17254.0,-43183.0,139.0,AKR,0
2015-12-31,-27729.0,122473.0,-99319.0,46749.0,1168.0,33209.0,-118850.0,-10.0,-167520.0,94534.0,0.0,94534.0,-63489.0,86662.0,-43005.0,-2762.0,-15.0,254182.0,-7444.0,54701.0,-247170.0,-30894.0,-183681.0,-10.0,17411.0,-121754.0,-60416.0,-60103.0,41334.0,2070.0,22981.0,-63178.0,5415.0,AKR,0
2016-03-31,-64993.0,975.0,-29300.0,-6765.0,117.0,366.0,-29300.0,-10.0,15853.0,24030.0,0.0,24030.0,-5818.0,102515.0,76688.0,4159.0,-395.5,86662.0,-7444.0,153855.0,61615.0,-13281.0,67433.0,-10.0,80073.0,-64993.0,-3385.0,-3385.0,-4923.0,42.0,4800.0,773.0,-1841.0,AKR,0
2016-06-30,-97812.0,-18236.0,-58804.0,-4784.0,409.0,9765.0,-58804.0,-10.0,-27532.0,48043.0,0.0,48043.0,-19628.0,59130.0,129083.0,8347.0,-395.5,86662.0,-7444.0,197484.0,114765.0,-7261.0,134393.0,-10.0,140211.0,-164962.0,-11128.0,-11108.0,-1230.0,1938.0,9212.0,-2781.0,-3554.0,AKR,0
2016-09-30,-78199.0,-27223.0,-88191.0,-24020.0,-3417.0,24837.0,-88191.0,-10.0,-25951.0,72138.0,0.0,72138.0,-38831.0,60711.0,111513.0,7884.0,-395.5,86662.0,-7444.0,258784.0,127062.0,2474.0,165893.0,-10.0,148575.0,-145349.0,-37062.0,-36906.0,-16467.0,5302.0,13343.0,-29177.0,-7553.0,AKR,0
2016-12-31,56725.0,-74475.0,-18343.0,-636.0,-4578.0,26775.0,-122283.0,-10.0,-21534.0,100982.0,0.0,100982.0,-53998.0,65128.0,-22046.0,10936.0,-4642.0,86662.0,-7444.0,50.0,28373.0,-22806.0,82371.0,-10.0,55057.0,-10424.0,-77103.0,-67922.0,-7529.0,11164.0,19485.0,-66167.0,6893.0,AKR,0
2017-03-31,8538.0,-25323.0,-29305.0,1336.0,5.0,2944.0,-29305.0,-10.0,-20440.0,24905.0,0.0,24905.0,-11963.0,44688.0,-31748.0,2770.0,-16.0,65128.0,-7444.0,184957.0,18680.0,-2414.0,30643.0,-10.0,19873.0,8538.0,-51621.0,-51527.0,2766.0,2765.0,8285.0,-48851.0,-1430.0,AKR,0
2017-06-30,68957.0,-46249.0,-63225.0,8230.0,108.0,5296.0,-63225.0,-10.0,-29710.0,49670.0,0.0,49670.0,-21552.0,35417.0,-73260.0,8171.0,-395.5,65127.0,-7444.0,154413.0,-25356.0,22520.0,-3804.0,-10.0,-13139.0,35379.0,-60121.0,-59515.0,12682.0,8063.0,15579.0,-51950.0,-4452.0,AKR,0
2017-09-30,-20962.0,25551.0,-93959.0,13868.0,210.0,9579.0,-93959.0,-10.0,54303.0,75071.0,0.0,75071.0,-33538.0,119430.0,97084.0,11759.0,-2484.0,65127.0,-7444.0,185470.0,50334.0,22872.0,83872.0,-10.0,165661.0,-54540.0,-68577.0,-67941.0,20144.0,11549.0,23282.0,-56818.0,-6276.0,AKR,0
2017-12-31,-89923.0,50023.0,-82993.0,20464.0,278.0,11806.0,-124053.0,-10.0,-13178.0,104891.0,0.0,104891.0,-44641.0,51949.0,100870.0,9453.0,-854.0,65128.0,-7444.0,212488.0,11777.0,4927.0,56418.0,-10.0,188216.0,-123501.0,-87346.0,-86710.0,27886.0,12174.0,29459.0,-77893.0,-7422.0,AKR,0
2018-03-31,39150.0,-7689.0,-8674.0,16397.0,17.0,2214.0,-8674.0,-10.0,-7524.0,25647.0,0.0,25647.0,-9226.0,44425.0,-47242.0,567.0,1240.0,51949.0,-7444.0,7311.0,-78785.0,15416.0,-69559.0,-10.0,-44221.0,39150.0,-3021.0,-3021.0,11168.0,550.0,7012.0,-2453.0,5229.0,AKR,0
2018-06-30,-40726.0,-14341.0,-18035.0,36878.0,106.0,6.0,-18035.0,-10.0,9663.0,52178.0,0.0,52178.0,-12934.0,61612.0,89182.0,1501.0,1902.0,51949.0,-7444.0,53331.0,30435.0,14896.0,43369.0,-10.0,105548.0,-81020.0,-16366.0,-16341.0,32798.0,1395.0,12737.0,-14865.0,4080.0,AKR,0
2018-09-30,-52828.0,-8401.0,-20768.0,41041.0,118.0,1588.0,-28715.0,-10.0,2092.0,79197.0,0.0,79197.0,-19142.0,54041.0,106440.0,-11227.0,1953.0,51949.0,-7444.0,28907.0,14613.0,3995.0,33754.0,-10.0,127019.0,-93122.0,-20579.0,-20554.0,35917.0,1655.0,17363.0,-31805.0,5124.0,AKR,0
2018-12-31,-23390.0,-347680.0,-29289.0,380839.0,399.0,3528.0,-35647.0,-10.0,-16.0,106434.0,0.0,106434.0,-33155.0,51933.0,74294.0,-10626.0,1254.0,51949.0,-7444.0,-23908.0,-33595.0,-4018.0,-440.0,-10.0,106732.0,-63684.0,-32438.0,-32400.0,26881.0,2975.0,21044.0,-43064.0,353958.0,AKR,0
2019-03-31,-25497.0,-25511.0,10155.0,13772.0,43.0,1782.0,-9345.0,-10.0,5441.0,16362.0,1225.0,16362.0,-6597.0,57375.0,29547.0,1391.0,135.0,51933.0,-2697.0,88985.0,33162.0,3073.0,39759.0,-10.0,37942.0,-25497.0,-8396.0,-8396.0,11364.0,123.0,4816.0,-7005.0,2408.0,AKR,0
2019-06-30,80830.0,24935.0,1262.0,40100.0,169.0,-8486.0,-18238.0,-10.0,17609.0,32930.0,1225.0,32930.0,-1543.0,69542.0,-64825.0,1604.0,-328.0,51933.0,-5229.0,-89273.0,-144207.0,14706.0,-142664.0,-10.0,-45926.0,80830.0,-18899.0,-18893.0,39017.0,209.0,10029.0,-17295.0,1082.0,AKR,0
2019-09-30,29304.0,44957.0,-7699.0,49417.0,204.0,-5065.0,-27199.0,-10.0,10916.0,49357.0,1225.0,49357.0,-10840.0,62849.0,-19595.0,1208.0,-34667.0,51933.0,-7795.0,-19555.0,-141294.0,7121.0,-130454.0,-10.0,2912.0,29304.0,-22508.0,-22501.0,48461.0,779.0,15905.0,-21300.0,956.0,AKR,0
2019-12-31,-2351.0,82883.0,-4362.0,21702.0,328.0,-2129.0,-36525.0,-10.0,-10560.0,65579.0,1225.0,65579.0,-24368.0,41373.0,-10907.0,2697.0,-12570.0,51933.0,-10253.0,-149669.0,-154118.0,24055.0,-129750.0,-10.0,16680.0,-2351.0,-27587.0,-27580.0,11592.0,2144.0,21692.0,-24890.0,10110.0,AKR,0
2020-03-31,22566.0,-5729.0,-9652.0,9472.0,63.0,2995.0,-9652.0,-10.0,16603.0,16339.0,0.0,16339.0,-8961.0,57976.0,-7926.0,1964.0,9683.0,41373.0,-2584.0,29095.0,-21440.0,-19263.0,-12479.0,-10.0,-1298.0,22566.0,-6628.0,-6612.0,9968.0,1901.0,5966.0,-4665.0,-496.0,AKR,0
2020-06-30,-3074.0,1736.0,-19127.0,9467.0,237.0,-3775.0,-19127.0,-10.0,77255.0,32843.0,0.0,32843.0,-8990.0,118628.0,77512.0,2817.0,12329.0,41373.0,-4991.0,114431.0,43801.0,-7610.0,52791.0,-10.0,87957.0,-3074.0,-10445.0,-10420.0,10201.0,2580.0,11463.0,-7628.0,-734.0,AKR,0
2020-09-30,-74498.0,29472.0,-30567.0,18633.0,243.0,-2064.0,-30567.0,-10.0,28911.0,49926.0,0.0,49926.0,-15484.0,70284.0,99978.0,3431.0,11021.0,41373.0,-9363.0,112608.0,21621.0,-10482.0,37106.0,-10.0,119812.0,-74498.0,-19834.0,-19809.0,19621.0,3188.0,15974.0,-16403.0,-988.0,AKR,0
2020-12-31,-220675.0,97658.0,-41866.0,45161.0,302.0,1345.0,-41866.0,-10.0,19834.0,75983.0,0.0,75983.0,-34457.0,61207.0,236137.0,4372.0,6669.0,41373.0,-13594.0,155363.0,40526.0,-24531.0,74983.0,-10.0,259538.0,-220675.0,-23401.0,-23277.0,45914.0,4070.0,19520.0,-19029.0,-753.0,AKR,0
2021-03-31,-29728.0,23615.0,-10484.0,13204.0,0.0,2861.0,-10484.0,-10.0,31945.0,19255.0,0.0,19255.0,-11451.0,93152.0,61299.0,375.0,-3091.0,61207.0,-3416.0,-2872.0,8802.0,7844.0,20252.0,-10.0,64927.0,-29728.0,-3628.0,-3592.0,13385.0,375.0,2327.0,-3253.0,-181.0,AKR,0
2021-06-30,-30281.0,35397.0,-21229.0,19276.0,94.0,10097.0,-21229.0,-10.0,160005.0,38744.0,0.0,38744.0,-21180.0,221212.0,61294.0,749.0,-32778.0,61207.0,-7093.0,10545.0,-23144.0,4491.0,-1964.0,-10.0,70374.0,97963.0,-9081.0,-9003.0,19472.0,655.0,4819.0,-8332.0,-195.0,AKR,0
2021-09-30,78012.0,55599.0,-33210.0,32270.0,104.0,2768.0,-33210.0,-10.0,56374.0,58707.0,0.0,58707.0,-16782.0,117580.0,-74658.0,-75224.0,-23917.0,61207.0,-10451.0,17869.0,-206851.0,23155.0,-190069.0,-10.0,-60122.0,206256.0,-14536.0,-14433.0,32448.0,672.0,7751.0,-89760.0,-178.0,AKR,0
2021-12-31,141312.0,89812.0,-41554.0,53422.0,196.0,6029.0,-41554.0,-10.0,65672.0,78686.0,0.0,78686.0,-28920.0,126879.0,-205593.0,1710.0,-26286.0,61207.0,-13290.0,-24287.0,-408700.0,47115.0,-379780.0,-10.0,-186573.0,269555.0,-19020.0,-18903.0,48403.0,1514.0,12417.0,-17310.0,5018.0,AKR,0
2022-03-31,-32992.0,20192.0,-8737.0,11469.0,215.0,4790.0,-8737.0,-10.0,-68310.0,18949.0,0.0,18949.0,-9881.0,58569.0,-35541.0,223.0,-6661.0,126879.0,-3232.0,47213.0,-81853.0,51129.0,-71972.0,-10.0,-31194.0,-32992.0,-4348.0,-4313.0,11177.0,8.0,5090.0,-4125.0,292.0,AKR,0
2022-06-30,-42821.0,56165.0,-17324.0,23524.0,300.0,11498.0,-17324.0,-10.0,-54788.0,37879.0,0.0,37879.0,-21073.0,72091.0,30222.0,1953.0,-8160.0,126879.0,-6314.0,-62281.0,-78393.0,58242.0,-57320.0,-10.0,39261.0,-86963.0,-9039.0,-8883.0,24343.0,1653.0,9575.0,-7086.0,-820.0,AKR,0
