Period End Date,"Tangible Book Value, Common Equity",Total Equity & Minority Interest,"Accounts Receivable - Trade, Gross",Total Liabilities,Minority Interest,Total Assets,Total Liabilities & Shareholders' Equity,Net Debt Incl. Pref.Stock & Min.Interest,Total Long Term Debt,"Other Liabilities, Total","Other Current liabilities, Total",Receivables - Other,Common Stock,Income Taxes Payable,Additional Paid-In Capital,Cash & Equivalents,Capital Lease Obligations,"Common Stock, Total",Notes Payable/Short Term Debt,Long Term Investments,Current Port. of LT Debt/Capital Leases,Defered Income Tax - Long Term Asset,Total Debt,"Property/Plant/Equipment, Total - Net",Total Equity,Cash and Short Term Investments,Long Term Debt,Treas Shares - Common Stock Prmry Issue,Other Long Term Assets,"Accounts Receivable - Trade, Net","Total Receivables, Net",Other Property/Plant/Equipment - Net,Total Current Assets less Inventory,Total Current Liabilities,Other Payables,Total Current Assets,Total Common Shares Outstanding,Minority Interest - Non Redeemable,Shares Outs - Common Stock Primary Issue,Retained Earnings (Accumulated Deficit),"Curr. Port. of LT Capital Leases, Suppl.","Other Long Term Assets, Total",Company name,Fraud
2007-12-31,1195763.0,1200617.0,356826.0,1332414.0,326.0,2533030.0,2533031.0,904688.0,518470.0,71545.0,196373.0,16385.0,790174.0,32057.0,296582.0,68591.0,8042.0,790174.0,128997.0,1632.0,326191.0,33901.5,973658.0,1624977.0,1200617.0,68970.0,510428.0,0.0,5803.0,340054.0,356439.0,695573.0,471497.0,813944.0,103993.0,889275.0,1002140.0,326.0,1002140.0,113900.0,11101.5,5898.0,AKR,0
2008-03-31,1176492.0,1188668.0,478854.0,1759393.0,326.0,2948062.0,2948061.0,1138958.0,438075.0,71545.0,119337.0,12429.0,790174.0,38170.0,296582.0,83007.0,8697.0,790174.0,456117.0,1632.0,328124.0,33901.5,1222316.0,1591715.0,1188668.0,83358.0,429378.0,0.0,6178.0,460175.0,472604.0,1591715.0,621578.0,1321318.0,14279.0,1329967.0,1002140.0,326.0,1002140.0,101979.0,11101.5,6178.0,AKR,0
2008-06-30,1070882.0,1082391.0,301049.0,1693530.0,326.0,2775922.0,2775921.0,1123816.0,760863.0,71545.0,110655.0,20240.0,790174.0,11078.0,296582.0,95922.0,7624.0,790174.0,370418.0,1632.0,88805.0,33901.5,1220086.0,1576559.0,1082391.0,96270.0,753239.0,0.0,6021.0,281694.0,301934.0,1576559.0,479073.0,932667.0,20875.0,1165708.0,1002140.0,326.0,1002140.0,-4295.0,11101.5,14120.0,AKR,0
2008-09-30,1075458.0,1086229.0,532408.0,1918902.0,326.0,3005131.0,3005131.0,1377049.0,729084.0,71545.0,125557.0,15226.0,790174.0,19189.0,296582.0,64585.0,6895.0,790174.0,592985.0,1632.0,119865.0,33901.5,1441934.0,1568277.0,1086229.0,64885.0,722189.0,0.0,5961.0,510789.0,526015.0,12278.0,668734.0,1189818.0,10372.0,1411959.0,1002140.0,326.0,1002140.0,-410.0,11101.5,6098.0,AKR,0
2008-12-31,1059149.0,1073944.0,385325.0,1685495.0,326.0,2759439.0,2759439.0,1199138.0,704836.0,71545.0,91892.0,3661.0,790174.0,28388.0,296582.0,67475.0,9737.0,790174.0,411692.0,1632.0,150349.0,33901.5,1266877.0,1552241.0,1073944.0,67739.0,695099.0,0.0,6708.0,371619.0,375280.0,11856.0,540817.0,980659.0,13564.0,1177669.0,1002140.0,326.0,1002140.0,-12658.0,11101.5,6708.0,AKR,0
2009-03-31,1039641.0,1054357.0,297702.0,1544990.0,326.0,2599344.0,2599347.0,1200165.0,651669.0,71545.0,84557.0,8415.0,790174.0,36923.0,296582.0,20022.0,8520.0,790174.0,367567.0,1632.0,201211.0,33901.5,1220447.0,1540648.0,1054357.0,20282.0,643149.0,0.0,6260.0,283771.0,292186.0,695573.0,341197.0,893321.0,10889.0,1029556.0,1002140.0,326.0,1002140.0,-32241.0,11101.5,6398.0,AKR,0
2009-06-30,893687.0,908155.0,207589.0,1598876.0,326.0,2507033.0,2507031.0,1235144.0,597972.0,71545.0,75242.0,10615.0,790174.0,10250.0,296582.0,69805.0,6773.0,790174.0,454714.0,1632.0,252573.0,33901.5,1305259.0,1513843.0,908155.0,70115.0,591199.0,0.0,6158.0,194211.0,204826.0,695573.0,303507.0,1000904.0,20237.0,964400.0,1002140.0,326.0,1002140.0,-178493.0,11101.5,6296.0,AKR,0
2009-09-30,821823.0,835506.0,269996.0,1573532.0,326.0,2409038.0,2409038.0,1187795.0,21594.0,71545.0,99623.0,8656.0,790174.0,5141.0,296582.0,15205.0,5994.0,790174.0,355365.0,1632.0,826379.0,33901.5,1203338.0,1496913.0,835506.0,15543.0,15600.0,0.0,3229.0,256158.0,264815.0,695573.0,302202.0,1551938.0,14464.0,891467.0,1002140.0,326.0,1002140.0,-251171.0,11101.5,6974.0,AKR,0
2009-12-31,736329.0,749206.0,212655.0,1523014.0,326.0,2272220.0,2272220.0,1235698.0,18847.0,71545.0,72044.0,10007.0,790174.0,1483.0,296582.0,37634.0,5197.0,790174.0,1242474.0,1632.0,12340.0,33901.5,1273661.0,1540170.0,749206.0,37963.0,13650.0,0.0,3631.0,200038.0,210045.0,1540170.0,266076.0,1504167.0,23799.0,715543.0,1002140.0,326.0,1002140.0,-337461.0,11101.5,3631.0,AKR,0
2010-03-31,685896.0,697965.0,309870.0,1724835.0,326.0,2422799.0,2422799.0,1163570.0,16083.0,71545.0,65116.0,15798.0,790174.0,4779.0,296582.0,40625.0,4383.0,790174.0,362877.0,1632.0,825576.0,33901.5,1204536.0,1519671.0,697965.0,40966.0,11700.0,0.0,3670.0,298362.0,314160.0,8834.0,369852.0,1708752.0,16943.0,887390.0,1002140.0,326.0,1002140.0,-388714.0,11101.5,3670.0,AKR,0
2010-06-30,615770.0,627063.0,236334.0,1679670.0,326.0,2306733.0,2306733.0,1326377.0,13301.0,71545.0,94118.0,26735.0,790174.0,0.0,296582.0,18491.0,3551.0,790174.0,1320890.0,1632.0,11022.0,33901.5,1345213.0,1499266.0,627063.0,18835.0,9750.0,0.0,3776.0,225021.0,251756.0,1499266.0,293769.0,1666370.0,13940.0,792398.0,1002140.0,326.0,1002140.0,-459619.0,11101.5,3776.0,AKR,0
2010-09-30,579777.0,590371.0,229029.0,1812812.0,326.0,2403184.0,2403184.0,1358934.0,10500.0,71545.0,74385.0,22253.0,790174.0,11.0,296582.0,60073.0,2700.0,790174.0,1397788.0,1632.0,11094.0,33901.5,1419382.0,1475518.0,590371.0,60448.0,7800.0,0.0,3739.0,216180.0,238433.0,1475518.0,317835.0,1802313.0,11388.0,910035.0,1002140.0,326.0,1002140.0,-496342.0,11101.5,7036.0,AKR,0
2010-12-31,374830.0,384735.0,278252.0,1692802.0,326.0,2077537.0,2077537.0,1226624.0,7816.0,0.0,75341.0,30680.0,790174.0,22280.0,296582.0,2185.0,1966.0,790174.0,1298452.0,1313.0,11031.0,33901.5,1317299.0,1239344.0,384735.0,90675.0,5850.0,0.0,4362.0,265157.0,295837.0,10736.0,389616.0,1684986.0,20237.0,816066.0,1002140.0,326.0,1002140.0,-701982.0,11101.5,10909.0,AKR,0
2011-03-31,320758.0,330320.0,270366.0,1753776.0,326.0,2084096.0,2084096.0,1243909.0,5442.0,3206.0,83181.0,11474.0,790174.0,28269.0,296582.0,73157.0,1542.0,790174.0,1299410.0,1313.0,12591.0,33901.5,1317443.0,1220075.0,330320.0,73534.0,3900.0,0.0,2321.0,258161.0,269635.0,13112.0,373372.0,1745129.0,11810.0,847479.0,1002140.0,326.0,1002140.0,-756394.0,11101.5,5668.0,AKR,0
2011-06-30,286170.0,295394.0,349727.0,1884479.0,326.0,2179873.0,2179873.0,1305959.0,5899.0,6411.0,99435.0,12108.0,790174.0,32916.0,296582.0,76758.0,3949.0,790174.0,1366469.0,1313.0,10720.0,33901.5,1383089.0,1201915.0,295394.0,77130.0,1950.0,0.0,2234.0,335467.0,347575.0,10142.0,456861.0,1872168.0,12502.0,949424.0,1002140.0,326.0,1002140.0,-791316.0,11101.5,17997.0,AKR,0
2011-09-30,257335.0,265915.0,411157.0,1961478.0,326.0,2227393.0,2227393.0,1314612.0,3396.0,9617.0,111432.0,18861.0,790174.0,14717.0,296582.0,63218.0,3396.0,790174.0,1364394.0,1313.0,10282.0,33901.5,1378073.0,1184778.0,265915.0,63461.0,0.0,0.0,2148.0,394375.0,413236.0,12833.0,537265.0,1948465.0,15643.0,1003210.0,1002140.0,326.0,1002140.0,-820774.0,11101.5,29511.0,AKR,0
2011-12-31,276188.0,284230.0,503023.0,1976054.0,326.0,2260284.0,2260284.0,1287108.0,2441.0,11810.0,89503.0,16157.0,790174.0,32952.0,296582.0,88150.0,2441.0,790174.0,1364661.0,1313.0,8412.0,4890.0,1375514.0,1181885.0,284230.0,88406.0,0.0,0.0,5296.0,503023.0,503023.0,695573.0,591429.0,1961802.0,20237.0,1029102.0,1002140.0,326.0,1002140.0,-802473.0,11101.5,39942.0,AKR,0
2012-03-31,260811.0,268254.0,369313.0,2055305.0,326.0,2323559.0,2323559.0,1289548.0,1287121.0,15033.0,105025.0,40742.0,790174.0,45496.0,296582.0,26100.0,2286.0,790174.0,56625.0,1313.0,42064.0,33901.5,1385810.0,1161836.0,268254.0,96262.0,1284835.0,0.0,5537.0,352095.0,408945.0,695573.0,513736.0,753151.0,20237.0,1113704.0,1002140.0,326.0,1002140.0,-818480.0,11101.5,39262.0,AKR,0
2012-06-30,260454.0,267477.0,365033.0,1996070.0,326.0,2263547.0,2263547.0,1270780.0,1277618.0,17950.0,92347.0,39460.0,790174.0,46057.0,296582.0,14853.0,2128.0,790174.0,24276.0,1313.0,40367.0,33901.5,1342261.0,1144481.0,267477.0,71481.0,1275491.0,0.0,2663.0,346814.0,397237.0,695573.0,474558.0,700502.0,20237.0,1075036.0,1002140.0,326.0,1002140.0,-819282.0,11101.5,35694.0,AKR,0
2012-09-30,291314.0,298869.0,482290.0,2155637.0,326.0,2454506.0,2454506.0,1327300.0,1270910.0,21115.0,94196.0,15929.0,632139.0,36953.0,0.0,7404.0,4217.0,632139.0,139883.0,1313.0,38492.0,33901.5,1449284.0,1136528.0,298869.0,121985.0,1266693.0,0.0,2581.0,462540.0,498177.0,695573.0,648496.0,863612.0,20237.0,1272317.0,1002140.0,326.0,1002140.0,-333274.0,11101.5,36792.0,AKR,0
2012-12-31,388464.0,395826.0,318567.0,1757821.0,326.0,2153647.0,2153647.0,1202655.0,1264829.0,20786.0,125542.0,14685.0,632139.0,59993.0,0.0,5865.0,8568.0,632139.0,10780.0,1313.0,39941.0,5337.0,1315550.0,1129580.0,395826.0,112895.0,1256260.0,0.0,2022.0,299367.0,326753.0,695573.0,452210.0,472207.0,20237.0,967726.0,1002140.0,326.0,1002140.0,-236313.0,11101.5,47667.0,AKR,0
2013-03-31,417136.0,424295.0,369686.0,1830923.0,326.0,2255218.0,2255218.0,1174251.0,899491.0,23970.0,125312.0,18539.0,632139.0,75063.0,0.0,18704.0,8016.0,632139.0,42363.0,1313.0,395540.0,5519.0,1337394.0,1119407.0,424295.0,163143.0,891474.0,0.0,1953.0,346596.0,387481.0,695573.0,555310.0,907462.0,20237.0,1068410.0,1002140.0,326.0,1002140.0,-207844.0,11101.5,58929.0,AKR,0
2013-06-30,410987.0,417526.0,349283.0,1768358.0,326.0,2185884.0,2185884.0,1178801.0,886338.0,27174.0,62985.0,20472.0,671645.0,22262.0,0.0,9877.0,8029.0,671645.0,20641.0,1313.0,399499.0,6011.0,1306477.0,1136467.0,417526.0,127677.0,878309.0,0.0,2097.0,324836.0,367304.0,695573.0,497823.0,854847.0,20237.0,988660.0,1002136.0,326.0,1002136.0,-254119.0,11101.5,52906.0,AKR,0
2013-09-30,396946.0,402839.0,439787.0,1797464.0,326.0,2200304.0,2200304.0,1262855.0,872291.0,39947.0,57431.0,11945.0,671645.0,14669.0,0.0,6561.0,7407.0,671645.0,31085.0,1313.0,403645.0,8499.0,1307022.0,1107421.0,402839.0,44167.0,864884.0,0.0,2429.0,414086.0,458649.0,695573.0,516259.0,885226.0,20237.0,984751.0,1002132.0,326.0,1002132.0,-268805.0,2413.0,100925.0,AKR,0
2013-12-31,1285899.0,1288455.0,305196.0,821004.0,326.0,2109460.0,2109460.0,211747.0,306454.0,43939.0,84253.0,50639.0,1074632.0,24036.0,296582.0,6301.0,8845.0,1074632.0,10000.0,1313.0,101314.0,8924.0,417767.0,1144637.0,1288455.0,206021.0,297609.0,0.0,1343.0,276191.0,340589.0,7382.0,569803.0,470612.0,20237.0,914307.0,1343289.0,326.0,1343289.0,213824.0,2878.0,46647.0,AKR,0
2014-03-31,1284298.0,1286671.0,272554.0,847640.0,326.0,2134311.0,2134311.0,240180.0,281029.0,47358.0,103432.0,50500.0,1074632.0,24036.0,296582.0,3775.0,8086.0,1074632.0,36701.0,1313.0,101439.0,9347.0,419169.0,1164187.0,1286671.0,178989.0,272943.0,0.0,1346.0,242261.0,306854.0,8376.0,521229.0,519253.0,20237.0,935826.0,1343289.0,326.0,1343289.0,212039.0,2941.0,30613.0,AKR,0
2014-06-30,1231583.0,1233838.0,338816.0,895802.0,326.0,2129640.0,2129640.0,316048.0,268742.0,51097.0,80264.0,40001.0,1074632.0,4341.0,296582.0,4322.0,7311.0,1074632.0,58373.0,1313.0,107816.0,10122.0,434932.0,1155184.0,1233838.0,118884.0,261431.0,0.0,1042.0,307462.0,372984.0,8019.0,520522.0,575963.0,20237.0,959725.0,1343289.0,326.0,1343289.0,159207.0,3004.0,11163.0,AKR,0
2014-09-30,1262523.0,1264587.0,381456.0,960173.0,326.0,2224760.0,2224760.0,293384.0,241609.0,54835.0,89798.0,33254.0,1074632.0,4147.0,296582.0,4956.0,6519.0,1074632.0,91499.0,1313.0,108101.0,10922.0,441208.0,1132550.0,1264587.0,147824.0,235089.0,0.0,1219.0,350094.0,406081.0,6655.0,592915.0,663729.0,20237.0,1076693.0,1343289.0,326.0,1343289.0,189956.0,3069.0,12141.0,AKR,0
2014-12-31,1324094.0,1325970.0,471097.0,945875.0,326.0,2271844.0,2271844.0,141551.0,218349.0,54695.0,115703.0,13512.0,1074632.0,22504.0,296582.0,2854.0,9659.0,1074632.0,68246.0,1313.0,109207.0,15116.0,395803.0,1105384.0,1325970.0,254251.0,208690.0,0.0,1242.0,436494.0,470401.0,695573.0,768368.0,672831.0,20237.0,1146914.0,1343289.0,326.0,1343289.0,251338.0,3951.0,16358.0,AKR,0
2015-03-31,1317928.0,1319891.0,252529.0,845148.0,326.0,2165039.0,2165039.0,87420.0,188153.0,58408.0,114891.0,16515.0,1074632.0,22504.0,296582.0,5295.0,10921.0,1074632.0,61943.0,1313.0,110253.0,16097.0,360350.0,1091746.0,1319891.0,272929.0,177232.0,0.0,948.0,218987.0,248257.0,695573.0,570337.0,598588.0,20237.0,1046972.0,1343289.0,326.0,1343289.0,245259.0,4769.0,23045.0,AKR,0
2015-06-30,1236267.0,1238308.0,410836.0,942917.0,326.0,2181226.0,2181226.0,323105.0,160384.0,61840.0,91071.0,13781.0,1074632.0,1653.0,296582.0,1597.0,9669.0,1074632.0,130157.0,1313.0,110579.0,16439.0,401121.0,1087676.0,1238308.0,78016.0,150715.0,0.0,948.0,378201.0,410843.0,695573.0,532127.0,720693.0,20237.0,1066809.0,1343289.0,326.0,1343289.0,163677.0,4863.0,23387.0,AKR,0
2015-09-30,1254864.0,1256713.0,463032.0,1017199.0,326.0,2273912.0,2273912.0,319314.0,138619.0,65553.0,72418.0,14110.0,1074632.0,4913.0,296582.0,1192.0,8591.0,1074632.0,172165.0,1313.0,113628.0,17734.0,424412.0,1070720.0,1256713.0,105098.0,130028.0,0.0,895.0,431627.0,466820.0,695573.0,603365.0,813027.0,20237.0,1175402.0,1343289.0,326.0,1343289.0,182082.0,4761.0,24629.0,AKR,0
2015-12-31,1324874.0,1326554.0,439456.0,783581.0,326.0,2110136.0,2110136.0,288184.0,116627.0,62249.0,82864.0,11343.0,1074632.0,20723.0,296582.0,1149.0,7547.0,1074632.0,141466.0,1313.0,116822.0,18680.0,374915.0,1065477.0,1326554.0,86731.0,109080.0,0.0,906.0,406718.0,437967.0,0.0,542950.0,604706.0,20237.0,1016080.0,1343289.0,326.0,1343289.0,251923.0,4478.0,25586.0,AKR,0
2016-03-31,1326094.0,1327576.0,307549.0,712322.0,0.0,2039898.0,2039898.0,206356.0,87254.0,63280.0,67739.0,16157.0,1074632.0,20723.0,296582.0,102515.0,6482.0,1074632.0,104552.0,1313.0,117134.0,19093.0,308940.0,1044330.0,1327576.0,102584.0,80772.0,0.0,906.0,307549.0,307549.0,1044330.0,410133.0,561788.0,20237.0,970773.0,1343289.0,0.0,1343289.0,252944.0,11101.5,21999.0,AKR,0
2016-06-30,1240442.0,1241855.0,268020.0,723443.0,0.0,1965298.0,1965298.0,217820.0,58420.0,64963.0,66535.0,16157.0,1074632.0,13713.0,296582.0,59130.0,5433.0,1074632.0,101924.0,1313.0,116675.0,19366.0,277020.0,1027734.0,1241855.0,59199.0,52987.0,0.0,906.0,268020.0,268020.0,1027734.0,327219.0,600060.0,20237.0,914566.0,1343289.0,0.0,1343289.0,167223.0,11101.5,20272.0,AKR,0
2016-09-30,1235535.0,1236752.0,213233.0,711394.0,0.0,1948145.0,1948145.0,235827.0,30741.0,66646.0,61963.0,16157.0,1074632.0,0.0,296582.0,60711.0,4382.0,1074632.0,150719.0,1313.0,115147.0,23250.0,296607.0,1032286.0,1236752.0,60780.0,26360.0,0.0,826.0,213233.0,213233.0,1032286.0,274013.0,614007.0,20237.0,887675.0,1343289.0,0.0,1343289.0,162120.0,11101.5,25655.0,AKR,0
2016-12-31,1180178.0,1190225.0,453828.0,928964.0,0.0,2119190.0,2119190.0,387435.0,114786.0,69204.0,44036.0,16157.0,1074632.0,14717.0,296582.0,65128.0,17846.0,1074632.0,218551.0,1632.0,119294.0,32353.0,452632.0,1133776.0,1190225.0,65197.0,96940.0,0.0,347.0,453828.0,453828.0,1133776.0,525128.0,744974.0,20237.0,928257.0,1343289.0,0.0,1343289.0,115594.0,11101.5,39426.0,AKR,0
2017-03-31,1156387.0,1166347.0,281411.0,927426.0,0.0,2093773.0,2093773.0,397408.0,99003.0,70036.0,33283.0,16157.0,1074632.0,0.0,296582.0,44688.0,2966.0,1074632.0,252403.0,1632.0,90759.0,33171.0,442165.0,1139564.0,1166347.0,44757.0,96037.0,0.0,6415.0,281411.0,281411.0,1139564.0,326168.0,758387.0,20237.0,896348.0,1343289.0,0.0,1343289.0,91715.0,11101.5,46269.0,AKR,0
2017-06-30,1101597.0,1111778.0,319700.0,1008305.0,0.0,2120083.0,2120083.0,468557.0,89694.0,71545.0,58203.0,16157.0,1074632.0,0.0,296582.0,35417.0,2346.0,1074632.0,348048.0,1632.0,66301.0,33105.0,504043.0,1119027.0,1111778.0,35486.0,87348.0,0.0,6451.0,319700.0,319700.0,1119027.0,355186.0,847066.0,20237.0,943054.0,1343289.0,0.0,1343289.0,37146.0,11101.5,46189.0,AKR,0
2017-09-30,1175165.0,1185105.0,283083.0,938855.0,0.0,2123960.0,2123960.0,297606.0,87686.0,77875.0,53734.0,16157.0,1074632.0,14717.0,296582.0,119430.0,4486.0,1074632.0,288298.0,1632.0,41121.0,34632.0,417105.0,1113041.0,1185105.0,119499.0,83200.0,0.0,2831.0,283083.0,283083.0,1113041.0,402582.0,773294.0,20237.0,939990.0,1343289.0,0.0,1343289.0,110473.0,11101.5,44045.0,AKR,0
2017-12-31,1191232.0,1200949.0,250326.0,810952.0,326.0,2011900.0,2011900.0,311482.0,119562.0,77352.0,43290.0,16157.0,1074632.0,14717.0,296582.0,51949.0,8837.0,1074632.0,209942.0,1632.0,33997.0,26632.0,363501.0,1120909.0,1200949.0,52019.0,110725.0,0.0,3620.0,250326.0,250326.0,1120909.0,305711.0,614038.0,20237.0,822003.0,1343289.0,326.0,1343289.0,126317.0,12267.0,39782.0,AKR,0
2018-03-31,1184994.0,1194513.0,242006.0,804222.0,326.0,1998735.0,1998735.0,352976.0,112572.0,78304.0,59282.0,16157.0,1074632.0,14717.0,296582.0,44425.0,7435.0,1074632.0,252799.0,1632.0,32099.0,27886.0,397470.0,1096302.0,1194513.0,44494.0,105137.0,0.0,2706.0,242006.0,242006.0,1096302.0,288622.0,613346.0,20237.0,831139.0,1343289.0,326.0,1343289.0,119881.0,11101.5,40072.0,AKR,0
2018-06-30,1136459.0,1145803.0,195829.0,776920.0,326.0,1922723.0,1922723.0,266430.0,106582.0,79852.0,58536.0,16157.0,1074632.0,14717.0,296582.0,61612.0,6857.0,1074632.0,190984.0,1632.0,30510.0,26121.0,328076.0,1084614.0,1145803.0,61646.0,99725.0,0.0,210.0,195829.0,195829.0,1084614.0,258940.0,590486.0,20237.0,773521.0,1343289.0,326.0,1343289.0,71171.0,11101.5,35761.0,AKR,0
2018-09-30,1143406.0,1152579.0,220078.0,760305.0,326.0,1912884.0,1912884.0,265857.0,109388.0,81651.0,47256.0,16157.0,1074632.0,14717.0,296582.0,54042.0,15079.0,1074632.0,178062.0,1632.0,32483.0,26956.0,319933.0,1071357.0,1152579.0,54076.0,94309.0,0.0,210.0,220078.0,220078.0,1071357.0,276190.0,569266.0,20237.0,761747.0,1343289.0,326.0,1343289.0,77947.0,11101.5,49544.0,AKR,0
2018-12-31,871562.0,881008.0,276502.0,735239.0,0.0,1616247.0,1616247.0,296743.0,101573.0,74672.0,36385.0,16157.0,1074632.0,14717.0,296582.0,51933.0,12683.0,1074632.0,215271.0,1632.0,31866.0,94056.0,348710.0,711273.0,881008.0,51968.0,88890.0,0.0,206.0,276502.0,276502.0,711273.0,331123.0,558994.0,20237.0,754936.0,1343289.0,0.0,1343289.0,-193624.0,10211.0,117588.0,AKR,0
2019-03-31,854408.0,864556.0,185050.0,694376.0,861.0,1558071.0,1558071.0,265696.0,109062.0,63894.0,39459.0,16157.0,1074632.0,14717.0,296582.0,57375.0,11139.0,1074632.0,178651.0,1632.0,34531.0,89478.0,322245.0,708048.0,863695.0,57409.0,97924.0,0.0,206.0,185050.0,185050.0,708048.0,244217.0,520559.0,20237.0,702616.0,1343289.0,861.0,1343289.0,-210936.0,9058.0,112961.0,AKR,0
