Period End Date,"Tangible Book Value, Common Equity",Total Equity & Minority Interest,"Accounts Receivable - Trade, Gross",Total Liabilities,Minority Interest,Total Assets,Total Liabilities & Shareholders' Equity,Net Debt Incl. Pref.Stock & Min.Interest,Total Long Term Debt,"Other Liabilities, Total","Other Current liabilities, Total",Receivables - Other,Common Stock,Income Taxes Payable,Additional Paid-In Capital,Cash & Equivalents,Capital Lease Obligations,"Common Stock, Total",Notes Payable/Short Term Debt,Long Term Investments,Current Port. of LT Debt/Capital Leases,Defered Income Tax - Long Term Asset,Total Debt,"Property/Plant/Equipment, Total - Net",Total Equity,Cash and Short Term Investments,Long Term Debt,Treas Shares - Common Stock Prmry Issue,Other Long Term Assets,"Accounts Receivable - Trade, Net","Total Receivables, Net",Other Property/Plant/Equipment - Net,Total Current Assets less Inventory,Total Current Liabilities,Other Payables,Total Current Assets,Total Common Shares Outstanding,Minority Interest - Non Redeemable,Shares Outs - Common Stock Primary Issue,Retained Earnings (Accumulated Deficit),"Curr. Port. of LT Capital Leases, Suppl.","Other Long Term Assets, Total",Company name,Fraud
2023-03-31,26488996.0,37902128.0,1923250.0,42320099.0,11359493.0,68862734.0,68862734.0,35402074.0,27137861.0,136262.0,173542.0,863208.0,8129383.0,4281.0,13319246.0,4400383.0,335311.0,8129383.0,0.0,20437566.0,2665977.0,6940.0,29803838.0,8273483.0,26542635.0,5761257.0,26802550.0,0.0,157476.0,1923250.0,2830851.0,8273483.0,9078582.0,3686483.0,14301.0,9145266.0,8129383.0,11359493.0,8129383.0,5680777.0,27642.0,8135601.0,CKP,0
2023-06-30,25420595.0,36788667.0,1461966.0,41863478.0,11317296.0,67334849.0,67334849.0,34736282.0,25372455.0,142008.0,155351.0,838242.0,8129383.0,831.0,13319246.0,4698900.0,341704.0,8129383.0,0.0,19940435.0,4110771.0,8398.0,29483226.0,8166397.0,25471371.0,6064240.0,25030751.0,0.0,154907.0,1461966.0,2300208.0,8166397.0,8515839.0,5031719.0,10751.0,8583527.0,8129383.0,11317296.0,8129383.0,4991589.0,30745.0,8011643.0,CKP,0
2023-09-30,26176023.0,37647318.0,1769808.0,41915117.0,11423376.0,68139059.0,68139059.0,34221850.0,25374821.0,147755.0,332251.0,1029556.0,8129383.0,8280.0,13319246.0,4946806.0,340452.0,8129383.0,0.0,20381076.0,3814301.0,7358.0,29189122.0,8055937.0,26223942.0,6390648.0,25034369.0,0.0,153237.0,1769808.0,2845279.0,8055937.0,9398444.0,4969165.0,179586.0,9467071.0,8129383.0,11423376.0,8129383.0,6013529.0,30611.0,7886086.0,CKP,0
2023-12-31,27218752.0,38917943.0,1963763.0,41500819.0,11653485.0,68765278.0,68765278.0,33030814.0,23701752.0,130433.0,170132.0,982892.0,8129383.0,43282.0,13319246.0,0.0,339909.0,8129383.0,1000000.0,21219805.0,3634357.0,5383.0,28336109.0,8008125.0,27264458.0,6958780.0,23361843.0,0.0,149957.0,1963763.0,2946655.0,8008125.0,10030057.0,6015149.0,21890.0,10101874.0,8129383.0,11653485.0,8129383.0,6558100.0,31220.0,7775013.0,CKP,0
2024-03-31,26261353.0,37940183.0,1956028.0,41636068.0,11635953.0,67940298.0,67940298.0,33157949.0,22527197.0,131381.0,173268.0,1090523.0,8129383.0,23770.0,13319246.0,5534625.0,361620.0,8129383.0,1000000.0,20802237.0,4915407.0,6149.0,28442604.0,7950836.0,26304230.0,6920608.0,22165577.0,0.0,147311.0,1956028.0,3046551.0,7950836.0,10050188.0,7341537.0,7545.0,10120488.0,8129383.0,11635953.0,8129383.0,6097126.0,32592.0,7651405.0,CKP,0
2024-06-30,25566337.0,37406970.0,2015117.0,44320760.0,11800581.0,69927149.0,69927149.0,33835431.0,26183930.0,137253.0,111096.0,899008.0,8129383.0,31988.0,13319246.0,8601072.0,358642.0,8129383.0,1500000.0,21220992.0,3340284.0,6298.0,31024214.0,7897463.0,25606389.0,8989364.0,25825288.0,0.0,144054.0,2015117.0,2914125.0,7897463.0,12040646.0,6198996.0,8898.0,12108677.0,8129383.0,11800581.0,8129383.0,5480049.0,31487.0,7525645.0,CKP,0
2017-06-30,455182.0,455665.0,268647.0,309932.0,122.0,765596.0,765596.0,-56799.0,2444.0,29939.0,104623.0,53108.0,315000.0,6800.0,469629.0,8792.0,2444.0,315000.0,21045.0,89281.0,1588.0,10257.0,25077.0,180202.0,455665.0,81875.0,0.0,0.0,188.0,268647.0,321755.0,180202.0,404333.0,277549.0,3929.0,572080.0,630000.0,122.0,630000.0,140665.0,1936.5,12831.0,CPT,0
2017-09-30,518744.0,519499.0,386406.0,435413.0,122.0,954912.0,954912.0,-70716.0,2070.0,31249.0,129071.0,65521.0,315000.0,16038.0,469629.0,60584.0,2070.0,315000.0,32386.0,89281.0,1594.0,10854.0,36050.0,192165.0,519499.0,106766.0,0.0,0.0,220.0,386406.0,451927.0,192165.0,559252.0,402094.0,11227.0,748533.0,630000.0,122.0,630000.0,204499.0,1936.5,13459.0,CPT,0
2017-12-31,1086460.0,1087213.0,388979.0,435930.0,0.0,1523143.0,1523143.0,-634621.0,1739.0,34298.0,93756.0,59338.0,450000.0,26097.0,469629.0,3146.0,1739.0,450000.0,34448.0,89281.0,1551.0,11652.0,37738.0,257835.0,1087213.0,672359.0,0.0,0.0,168.0,388979.0,448317.0,257835.0,1123982.0,399893.0,2471.0,1250336.0,900000.0,0.0,900000.0,167584.0,1551.0,14219.0,CPT,0
2018-03-31,1087589.0,1088252.0,272216.0,289485.0,122.0,1377737.0,1377737.0,-630917.0,1420.0,33975.0,112785.0,36224.0,450000.0,26097.0,469629.0,5298.0,1420.0,450000.0,20543.0,89281.0,1491.0,11574.0,23454.0,288415.0,1088252.0,654370.0,0.0,0.0,30.0,272216.0,308440.0,288415.0,974550.0,254090.0,30324.0,1074657.0,900000.0,122.0,900000.0,168623.0,1936.5,14003.0,CPT,0
2018-06-30,975954.0,976522.0,305812.0,314192.0,122.0,1290713.0,1290713.0,-472520.0,2699.0,36733.0,69528.0,22216.0,450000.0,2143.0,469629.0,5013.0,2699.0,450000.0,15331.0,89281.0,2012.0,11851.0,20042.0,331894.0,976522.0,492562.0,0.0,0.0,40.0,305812.0,328028.0,331894.0,824845.0,274760.0,31762.0,943949.0,900000.0,122.0,900000.0,56893.0,1936.5,14303.0,CPT,0
2018-09-30,983400.0,985318.0,280706.0,331447.0,877.0,1315888.0,1315888.0,-439864.0,2238.0,28872.0,79139.0,46862.0,450000.0,0.0,469629.0,1847.0,2238.0,450000.0,37084.0,89281.0,1924.0,10730.0,41246.0,344426.0,984441.0,481987.0,0.0,0.0,1524.0,280706.0,327568.0,344426.0,825863.0,299460.0,12271.0,958167.0,900000.0,877.0,900000.0,64812.0,1936.5,12254.0,CPT,0
2018-12-31,990391.0,992196.0,331029.0,330330.0,834.0,1321692.0,1321692.0,-416195.0,1770.0,24395.0,56897.0,75037.0,450000.0,5577.0,469629.0,526.0,1770.0,450000.0,24670.0,89281.0,1889.0,15289.0,28329.0,343159.0,991362.0,445358.0,0.0,0.0,1894.0,331029.0,406066.0,343159.0,865511.0,303331.0,8293.0,960380.0,900000.0,834.0,900000.0,71733.0,1889.0,17183.0,CPT,0
2019-03-31,988419.0,996116.0,242924.0,237059.0,820.0,1232355.0,1232355.0,-442027.0,1782.0,25555.0,45192.0,14357.0,450000.0,5577.0,469629.0,66334.0,1782.0,450000.0,18047.0,89281.0,1989.0,15321.0,21818.0,384284.0,995296.0,464665.0,0.0,0.0,44.0,242924.0,257281.0,384284.0,721946.0,208903.0,11227.0,825830.0,900000.0,820.0,900000.0,75667.0,1989.0,15365.0,CPT,0
2019-06-30,962056.0,970509.0,140427.0,191909.0,804.0,1161614.0,1161614.0,-445377.0,3044.0,28599.0,38605.0,34169.0,450000.0,0.0,469629.0,53629.0,3044.0,450000.0,6043.0,89281.0,2392.0,15571.0,11480.0,387695.0,969705.0,457661.0,0.0,0.0,2561.0,140427.0,174596.0,387695.0,632258.0,159461.0,11227.0,748137.0,900000.0,804.0,900000.0,50076.0,2392.0,18132.0,CPT,0
2019-09-30,967139.0,975557.0,221417.0,217628.0,927.0,1192258.0,1192258.0,-414848.0,5002.0,28117.0,46529.0,20261.0,450000.0,0.0,469629.0,38399.0,5002.0,450000.0,4534.0,89281.0,2430.0,15918.0,11965.0,397652.0,974630.0,427740.0,0.0,0.0,3492.0,221417.0,241678.0,397652.0,669419.0,183582.0,11227.0,767706.0,900000.0,927.0,900000.0,55001.0,2430.0,19410.0,CPT,0
2019-12-31,963590.0,970879.0,218183.0,222193.0,124.0,1192948.0,1192948.0,-377866.0,9112.0,29884.0,61795.0,30785.0,450000.0,0.0,469629.0,38298.0,9112.0,450000.0,24266.0,89281.0,2616.0,17423.0,35993.0,406047.0,970755.0,413983.0,0.0,0.0,588.0,218183.0,248968.0,406047.0,662951.0,183073.0,11227.0,756626.0,900000.0,124.0,900000.0,51126.0,2616.0,18011.0,CPT,0
2020-03-31,952837.0,959740.0,238378.0,270726.0,124.0,1230343.0,1230343.0,-367467.0,8586.0,26499.0,85324.0,41543.0,450000.0,2143.0,469629.0,65878.0,8586.0,450000.0,22909.0,60000.0,2414.0,17528.0,33908.0,399049.0,959616.0,401499.0,0.0,0.0,652.0,238378.0,238378.0,399049.0,639877.0,235517.0,11227.0,741236.0,900000.0,124.0,900000.0,39988.0,2414.0,18180.0,CPT,0
2020-06-30,956070.0,962639.0,346769.0,320545.0,123.0,1283060.0,1283060.0,-288877.0,8145.0,24658.0,69256.0,41543.0,450000.0,2143.0,469629.0,17152.0,8145.0,450000.0,7774.0,89281.0,2200.0,16784.0,18120.0,394085.0,962515.0,307120.0,0.0,0.0,1858.0,346769.0,346769.0,394085.0,653889.0,287619.0,11227.0,847274.0,900000.0,123.0,900000.0,42886.0,2200.0,18642.0,CPT,0
2020-09-30,990042.0,997059.0,312230.0,305464.0,123.0,1302400.0,1302400.0,-217523.0,7699.0,26296.0,63066.0,124915.0,450000.0,2143.0,469629.0,169972.0,7699.0,450000.0,13704.0,89281.0,1984.0,16335.0,23387.0,389680.0,996936.0,241033.0,0.0,0.0,2520.0,312230.0,437145.0,389680.0,678178.0,271346.0,11227.0,871693.0,900000.0,123.0,900000.0,54907.0,1984.0,18855.0,CPT,0
2020-12-31,995470.0,1002163.0,531150.0,267207.0,123.0,1269248.0,1269248.0,-199843.0,7646.0,26701.0,73327.0,41543.0,450000.0,2143.0,469629.0,217415.0,7646.0,450000.0,7956.0,89281.0,1848.0,16354.0,17450.0,389095.0,1002041.0,217415.0,0.0,0.0,3064.0,531150.0,531150.0,389095.0,748565.0,232738.0,11227.0,838146.0,900000.0,123.0,900000.0,60012.0,1848.0,19419.0,CPT,0
2021-03-31,979197.0,985519.0,465680.0,279255.0,122.0,1264651.0,1264651.0,-249089.0,7531.0,28370.0,60066.0,41543.0,450000.0,2143.0,469629.0,118067.0,7531.0,450000.0,0.0,89281.0,1859.0,16756.0,9389.0,385714.0,985396.0,258600.0,0.0,0.0,7621.0,465680.0,465680.0,385714.0,724280.0,243232.0,11227.0,831237.0,900000.0,122.0,900000.0,43368.0,1859.0,24377.0,CPT,0
2021-06-30,954001.0,960401.0,388599.0,268713.0,122.0,1228991.0,1228991.0,-301089.0,7158.0,29110.0,82112.0,41543.0,450000.0,2143.0,469629.0,290030.0,7158.0,450000.0,0.0,89281.0,1770.0,22842.0,8928.0,383401.0,960279.0,310139.0,0.0,0.0,9483.0,388599.0,388599.0,383401.0,698738.0,232323.0,11227.0,794299.0,900000.0,122.0,900000.0,18250.0,1770.0,32326.0,CPT,0
2021-09-30,919452.0,925358.0,409346.0,338832.0,122.0,1264069.0,1264069.0,-186347.0,6811.0,31932.0,86475.0,41543.0,450000.0,2143.0,469629.0,33095.0,6811.0,450000.0,0.0,70467.0,1651.0,31545.0,8463.0,379305.0,925237.0,194931.0,0.0,0.0,11389.0,409346.0,409346.0,379305.0,604277.0,299967.0,11227.0,752488.0,900000.0,122.0,900000.0,-16792.0,1651.0,42934.0,CPT,0
2021-12-31,898099.0,903573.0,362710.0,430897.0,121.0,1334349.0,1334349.0,-280577.0,6459.0,23616.0,135893.0,41543.0,450000.0,2143.0,469629.0,146883.0,6459.0,450000.0,0.0,70322.0,1532.0,37045.0,7991.0,377666.0,903451.0,288689.0,0.0,0.0,25952.0,362710.0,362710.0,377666.0,651399.0,400702.0,11227.0,805250.0,900000.0,121.0,900000.0,-38578.0,1532.0,62997.0,CPT,0
2022-03-31,904680.0,909597.0,462489.0,474013.0,121.0,1383488.0,1383488.0,-167857.0,6101.0,25568.0,113788.0,41543.0,450000.0,2143.0,469629.0,55687.0,6101.0,450000.0,0.0,90178.0,1430.0,35523.0,7531.0,375673.0,909476.0,175509.0,0.0,0.0,28177.0,462489.0,462489.0,375673.0,637998.0,442222.0,11227.0,835870.0,900000.0,121.0,900000.0,-32553.0,1430.0,63700.0,CPT,0
2022-06-30,904130.0,908492.0,441387.0,472483.0,0.0,1380975.0,1380975.0,-166093.0,5738.0,26682.0,97180.0,41543.0,450000.0,2143.0,431195.0,56132.0,5738.0,450000.0,0.0,90032.0,1421.0,35950.0,7159.0,370811.0,908492.0,173252.0,0.0,0.0,3486.0,441387.0,441387.0,370811.0,614640.0,440062.0,11227.0,816583.0,900000.0,0.0,900000.0,4898.0,1421.0,39436.0,CPT,0
2022-09-30,883178.0,886990.0,536378.0,486722.0,0.0,1373713.0,1373713.0,-61422.0,5446.0,26726.0,92845.0,41543.0,450000.0,2143.0,431195.0,16955.0,5446.0,450000.0,0.0,89883.0,1365.0,40620.0,6811.0,365445.0,886990.0,68233.0,0.0,0.0,3351.0,536378.0,536378.0,365445.0,604611.0,454551.0,11227.0,807698.0,900000.0,0.0,900000.0,-16604.0,1365.0,43970.0,CPT,0
2022-12-31,854898.0,858167.0,284304.0,443210.0,0.0,1301377.0,1301377.0,-190681.0,1894.0,27242.0,114963.0,41543.0,450000.0,2143.0,431195.0,142880.0,1894.0,450000.0,0.0,89733.0,2781.0,42557.0,4675.0,357733.0,858167.0,195356.0,0.0,0.0,3530.0,284304.0,284304.0,357733.0,479661.0,414074.0,11227.0,707236.0,900000.0,0.0,900000.0,-45427.0,2781.0,46086.0,CPT,0
2023-03-31,860293.0,864130.0,344018.0,407892.0,122.0,1272022.0,1272022.0,-130273.0,293.0,29234.0,117193.0,41543.0,450000.0,2143.0,431195.0,81770.0,293.0,450000.0,0.0,89585.0,4091.0,41067.0,4385.0,352759.0,864130.0,134657.0,0.0,0.0,3402.0,344018.0,344018.0,352759.0,478675.0,378365.0,11227.0,716370.0,900000.0,122.0,900000.0,-39465.0,4091.0,44469.0,CPT,0
2023-06-30,896157.0,899796.0,312241.0,384893.0,0.0,1284689.0,1284689.0,-228256.0,198.0,31453.0,100454.0,41543.0,450000.0,2143.0,408268.0,154369.0,198.0,450000.0,0.0,89434.0,3892.0,32021.0,4091.0,341428.0,899796.0,232347.0,0.0,0.0,2590.0,312241.0,312241.0,341428.0,544588.0,353242.0,11227.0,753500.0,900000.0,0.0,900000.0,41528.0,3892.0,34611.0,CPT,0
2023-09-30,908241.0,912029.0,315336.0,305880.0,0.0,1217910.0,1217910.0,-193334.0,2904.0,32184.0,106741.0,41543.0,450000.0,2143.0,408268.0,81385.0,2904.0,450000.0,0.0,89281.0,2558.0,28817.0,5463.0,340135.0,912029.0,198797.0,0.0,0.0,2548.0,315336.0,315336.0,340135.0,514132.0,270792.0,11227.0,690257.0,900000.0,0.0,900000.0,53762.0,2558.0,31365.0,CPT,0
2023-12-31,932230.0,935320.0,301928.0,259351.0,0.0,1194671.0,1194671.0,-253437.0,3831.0,29282.0,68815.0,41543.0,450000.0,2143.0,408268.0,120099.0,3831.0,450000.0,0.0,89126.0,2477.0,22586.0,6309.0,338717.0,935320.0,259746.0,0.0,0.0,3805.0,301928.0,301928.0,338717.0,561674.0,226238.0,11227.0,713150.0,900000.0,0.0,900000.0,77052.0,2477.0,26392.0,CPT,0
2024-03-31,947297.0,950725.0,287984.0,320775.0,0.0,1271499.0,1271499.0,-313305.0,3643.0,31287.0,69232.0,41543.0,450000.0,750.0,408268.0,147377.0,3643.0,450000.0,0.0,88974.0,916.0,21409.0,4559.0,335687.0,950725.0,317864.0,0.0,0.0,3607.0,287984.0,287984.0,335687.0,605848.0,285845.0,11227.0,796920.0,900000.0,0.0,900000.0,92457.0,916.0,25016.0,CPT,0
2024-06-30,938709.0,942425.0,231891.0,340479.0,0.0,1282904.0,1282904.0,-336813.0,3481.0,31988.0,60603.0,41543.0,450000.0,1332.0,408268.0,140439.0,3481.0,450000.0,0.0,88819.0,832.0,21609.0,4312.0,334949.0,942425.0,341125.0,0.0,0.0,3585.0,231891.0,231891.0,334949.0,573016.0,305011.0,11227.0,816037.0,900000.0,0.0,900000.0,84157.0,832.0,25194.0,CPT,0
2019-09-30,879827.0,890144.0,148069.0,1638931.0,10317.0,2518758.0,2518758.0,1473123.0,1318772.0,15956.0,1943.0,8318.0,820000.0,38.5,1173586.0,76862.0,48368.0,820000.0,30000.0,1590.0,190896.0,2094.0,1539668.0,2142419.0,879827.0,76862.0,1318772.0,0.0,134806.0,148069.0,156387.0,2142419.0,241533.0,293886.0,32416.0,241533.0,1640000.0,10317.0,1640000.0,59827.0,2533.0,134806.0,ETC,0
2019-12-31,883041.0,893492.0,188080.0,1713102.0,10451.0,2596142.0,2596142.0,1525302.0,1261027.0,17304.0,0.0,7750.0,820000.0,0.0,1173586.0,33751.0,0.0,820000.0,27583.0,1590.0,259991.0,1181.0,1548601.0,2122018.0,883041.0,33751.0,1261027.0,0.0,94957.0,188080.0,195831.0,2122018.0,240514.0,424319.0,32416.0,241271.0,1640000.0,10451.0,1640000.0,63041.0,2533.0,232853.0,ETC,0
2020-06-30,965224.0,978593.0,202045.0,1662899.0,13369.0,2628123.0,2628123.0,1500527.0,1172393.0,16875.0,1943.0,2370.0,820000.0,38.5,1173586.0,11971.0,47802.0,820000.0,41705.0,1590.0,285031.0,415.0,1499129.0,2193197.0,965224.0,11971.0,1124591.0,0.0,204121.0,202045.0,204415.0,2193197.0,228701.0,460262.0,32416.0,230390.0,1640000.0,13369.0,1640000.0,145224.0,2533.0,204536.0,ETC,0
2020-09-30,2486909.0,2502061.0,209968.0,1557459.0,15152.0,4044368.0,4044368.0,-22715.0,1098112.0,16714.0,9.0,3200.0,1120000.0,9.0,1173586.0,1436462.0,47596.0,1120000.0,13240.0,1590.0,287243.0,466.0,1398595.0,2166912.0,2486909.0,1436462.0,1050516.0,0.0,208163.0,209968.0,213168.0,2166912.0,1667251.0,427481.0,32416.0,1668827.0,2240000.0,15152.0,2240000.0,193323.0,1367.0,208629.0,ETC,0
2020-12-31,2551843.0,2569045.0,224579.0,1473555.0,17202.0,4025397.0,4025397.0,-15161.0,1023396.0,18969.0,19.0,5335.0,1120000.0,19.0,1173586.0,1358251.0,47559.0,1120000.0,12240.0,1590.0,290252.0,503.0,1325888.0,2198346.0,2551843.0,1358251.0,975837.0,0.0,14609.0,224579.0,229914.0,2198346.0,1606458.0,413987.0,32416.0,1608632.0,2240000.0,17202.0,2240000.0,258256.0,1490.0,218419.0,ETC,0
2021-03-31,2596387.0,2614832.0,184526.0,1401452.0,18445.0,3997839.0,3997839.0,-76115.0,956214.0,18661.0,19.0,370.0,1120000.0,19.0,1173586.0,1345834.0,47955.0,1120000.0,2468.0,1590.0,292592.0,503.0,1251274.0,2174296.0,2596387.0,1345834.0,908259.0,0.0,12138.0,184526.0,184896.0,2174296.0,1549705.0,408132.0,32416.0,1551486.0,2240000.0,18445.0,2240000.0,302801.0,1529.0,272057.0,ETC,0
2021-06-30,2660865.0,2681677.0,196677.0,1383515.0,20812.0,4044380.0,4044380.0,-38336.0,881356.0,18140.0,0.0,615.0,1120000.0,0.0,1173586.0,1262044.0,49104.0,1120000.0,27000.0,1590.0,294540.0,503.0,1202896.0,2171548.0,2660865.0,1262044.0,832252.0,0.0,11600.0,196677.0,263883.0,2171548.0,1545729.0,463207.0,32416.0,1547262.0,2240000.0,20812.0,2240000.0,367279.0,1818.0,291228.0,ETC,0
2021-09-30,2713211.0,2735046.0,183120.0,1282198.0,21835.0,3995409.0,3995409.0,-78264.0,803433.0,18739.0,47.0,1676.0,1120000.0,47.0,1173586.0,1217603.0,47931.0,1120000.0,18800.0,1590.0,295271.0,2035.0,1117504.0,2164606.0,2713211.0,1217603.0,755502.0,0.0,11600.0,183120.0,272814.0,2164606.0,1508888.0,438191.0,32416.0,1510788.0,2240000.0,21835.0,2240000.0,419625.0,1866.0,303059.0,ETC,0
2021-12-31,2739589.0,2762465.0,184508.0,1230031.0,22876.0,3969620.0,3969620.0,-108352.0,727448.0,43475.0,0.0,2379.0,1120000.0,0.0,1173586.0,1167871.0,48288.0,1120000.0,11300.0,1590.0,297895.0,3805.0,1036643.0,2151845.0,2739589.0,1167871.0,679160.0,0.0,16331.0,184508.0,285779.0,2151845.0,1470653.0,436231.0,32416.0,1472903.0,2240000.0,22876.0,2240000.0,446003.0,2511.0,344872.0,ETC,0
2022-03-31,2786405.0,2810684.0,116373.0,1134764.0,24279.0,3921169.0,3921169.0,-12084.0,658025.0,28804.0,21073.0,52585.0,1120000.0,38.5,1173586.0,1004549.0,48442.0,1120000.0,10200.0,0.0,299961.0,3640.0,968186.0,2123114.0,2786405.0,1004549.0,609583.0,0.0,18698.0,116373.0,311101.0,2123114.0,1333407.0,423656.0,21073.0,1335164.0,2240000.0,24279.0,2240000.0,492819.0,2579.0,373709.0,ETC,0
2022-06-30,2851935.0,2878015.0,128848.0,1059009.0,26080.0,3910944.0,3910944.0,94157.0,580125.0,16091.0,1943.0,48822.0,1120000.0,1943.0,1173586.0,837800.0,48671.0,1120000.0,23214.0,3151.0,302538.0,3448.0,905877.0,2097275.0,2851935.0,837800.0,531454.0,0.0,18698.0,128848.0,404726.0,2097275.0,1265375.0,436713.0,32416.0,1267466.0,2240000.0,26080.0,2240000.0,558349.0,2571.0,401284.0,ETC,0
2022-09-30,2892714.0,2920009.0,131760.0,1002798.0,27295.0,3895512.0,3895512.0,54311.0,501255.0,13851.0,3408.0,47999.0,1120000.0,3408.0,1173586.0,802623.0,48294.0,1120000.0,23000.0,3901.0,305384.0,3468.0,829639.0,2072266.0,2892714.0,802623.0,452961.0,0.0,18698.0,131760.0,410320.0,2072266.0,1284838.0,460397.0,32416.0,1286874.0,2240000.0,27295.0,2240000.0,599128.0,2818.0,406146.0,ETC,0
2022-12-31,2871088.0,2899109.0,132638.0,1680466.0,28021.0,4551554.0,4551554.0,287065.0,951489.0,13829.0,32109.0,42628.0,1120000.0,754.0,1173586.0,1235581.0,84078.0,1120000.0,235351.0,0.0,307784.0,2592.0,1494625.0,2103539.0,2871088.0,1235581.0,867411.0,0.0,97020.0,132638.0,429284.0,2103539.0,1806058.0,687127.0,31355.0,1828360.0,2240000.0,28021.0,2240000.0,577502.0,2503.0,509070.0,ETC,0
2023-03-31,2872064.0,2900621.0,132041.0,1670951.0,28557.0,4543015.0,4543015.0,257961.0,920362.0,14167.0,34434.0,42385.0,1120000.0,957.0,1173586.0,1249276.0,84949.0,1120000.0,287635.0,0.0,270683.0,2654.0,1478680.0,2076183.0,2872064.0,1249276.0,835413.0,0.0,17008.0,132041.0,413477.0,2076183.0,1949744.0,707865.0,33477.0,1951586.0,2240000.0,28557.0,2240000.0,578478.0,2420.0,420704.0,ETC,0
2023-06-30,2878967.0,2908354.0,107999.0,2258310.0,29387.0,5137277.0,5137277.0,260002.0,1584262.0,13848.0,32029.0,35534.0,1120000.0,1033.0,1173586.0,1835514.0,86413.0,1120000.0,348758.0,2058.0,133109.0,1653.0,2066129.0,2334227.0,2878967.0,1835514.0,1497849.0,0.0,16927.0,107999.0,415500.0,2334227.0,2369174.0,630813.0,30996.0,2373164.0,2240000.0,29387.0,2240000.0,585381.0,2555.0,427828.0,ETC,0
2023-09-30,2889224.0,2919299.0,121561.0,2230575.0,30075.0,5119799.0,5119799.0,458937.0,1553183.0,16203.0,33609.0,39346.0,1120000.0,88.0,1173586.0,1611349.0,86717.0,1120000.0,353446.0,3342.0,133582.0,2153.0,2040211.0,2485759.0,2889224.0,1611349.0,1466466.0,0.0,17206.0,121561.0,438206.0,2485759.0,2155589.0,631114.0,33521.0,2159068.0,2240000.0,30075.0,2240000.0,595638.0,2891.0,471630.0,ETC,0
2023-12-31,2900099.0,2931567.0,140419.0,2201945.0,31468.0,5102044.0,5102044.0,501439.0,1518981.0,17153.0,41991.0,38735.0,1120000.0,101.0,1173586.0,1552120.0,83907.0,1120000.0,369134.0,1122.0,133975.0,2370.0,2022091.0,2480128.0,2900099.0,1552120.0,1435075.0,0.0,112162.0,140419.0,424644.0,2480128.0,1987621.0,634343.0,41891.0,2017557.0,2240000.0,31468.0,2240000.0,606513.0,3144.0,603237.0,ETC,0
2024-03-31,2894006.0,2926175.0,142653.0,2191327.0,32169.0,5085333.0,5085333.0,314502.0,1488429.0,14384.0,41860.0,44367.0,1120000.0,30.0,1173586.0,1725778.0,84780.0,1120000.0,385721.0,0.0,133961.0,1611.0,2008111.0,2526716.0,2894006.0,1725778.0,1403649.0,0.0,112161.0,142653.0,419856.0,2526716.0,2147138.0,656345.0,41830.0,2175847.0,2240000.0,32169.0,2240000.0,600420.0,2987.0,382770.0,ETC,0
2024-06-30,2952633.0,2986344.0,140609.0,1734718.0,33711.0,4687351.0,4687351.0,-178220.0,891224.0,15250.0,332.0,28683.0,1120000.0,25.0,1173586.0,1769604.0,16579.0,1120000.0,532566.0,422396.0,133883.0,2587.0,1557673.0,1918421.0,2952633.0,1769604.0,874645.0,0.0,13205.0,140609.0,238031.0,1918421.0,2008109.0,794533.0,307.0,2035306.0,2240000.0,33711.0,2240000.0,659047.0,2767.0,311228.0,ETC,0
2007-12-31,80913.0,80915.0,47674.0,261727.0,2.0,342638.0,342640.0,45233.0,0.0,1067508.5,36036.0,10343.0,50000.0,622.0,3680616.0,4571.0,9585.5,50000.0,50000.0,0.0,0.0,77656.0,50000.0,183788.0,80913.0,4769.0,25988973.5,0.0,306944.0,47674.0,58017.0,45123137.0,63433.0,261725.0,2351.0,158123.0,2500000.0,2.0,2500000.0,30913.0,6484.0,727.0,EA,1
2008-06-30,298689.0,298690.0,0.0,138667.0,1.0,437355.0,437356.0,-41410.0,0.0,1067508.5,14536.0,48122.0,250000.0,6991.0,3680616.0,41381.0,9585.5,250000.0,0.0,0.0,1264448.0,77656.0,0.0,203435.0,298689.0,41411.0,25988973.5,0.0,306944.0,0.0,48122.0,45123137.0,97764.0,138666.0,4829.0,230646.0,2500000.0,1.0,2500000.0,48689.0,6484.0,3274.0,EA,1
2008-12-31,289844.0,289847.0,51260.0,174541.0,3.0,464385.0,464385.0,-6732.0,0.0,1067508.5,20768.0,8472.0,250000.0,1554.0,3680616.0,31944.0,9585.5,250000.0,25000.0,0.0,239.0,77656.0,25239.0,288660.0,289844.0,31974.0,0.0,0.0,306944.0,51260.0,59732.0,45123137.0,95224.0,174538.0,2284.0,172014.0,2500000.0,3.0,2500000.0,39844.0,6484.0,3711.0,EA,1
2009-03-31,347410.0,347414.0,107667.0,170415.0,4.0,517828.0,517825.0,94426.0,43328.0,1067508.5,16453.0,2364.0,250000.0,13840.0,3680616.0,5733.0,9585.5,250000.0,35000.0,0.0,21857.0,77656.0,100185.0,326988.0,347410.0,5763.0,43328.0,0.0,306944.0,107667.0,110031.0,45123137.0,124707.0,127083.0,1702.0,187129.0,2500000.0,4.0,2500000.0,97410.0,6484.0,3711.0,EA,1
